STATEFIP,YEAR,MONTH,REGION,COUNTY,AGE,SEX,RACE,BUNBANKED,BACCTEV,BCHECKEV,BCHECK12M,BCHECKREAS,BPAYDAY,BPAYDAYOFT,BPAYDAYREAS,BCHECK30D,BPAYDAY12M,BPAYDAY30D,BINCWHERE,BBILLCASH,BBILLCHECK,BCREDITAPP,BCREDITDENY,BNOACCT,BSAVECACCT,BINC12M,BINTERNET,BPSUPINT,CIHHCOMP,CINETHH,CINETHP,CINTUSE,CINTOUT,CINTOTHH,CINTLIBH,CINTSCH,CINTSCHH,CINONET,CIHSNET,CIPWT,CISUPPWT,UBSUPPWT
1,2009,2954,2954,2954,2954,2954,2954,1451,1451,1451,0,1451,1451,1451,1451,0,1451,0,0,0,0,0,0,0,0,0,0,1451,0,1503,0,1503,0,0,0,0,0,0,1503,0,1503,1451
1,2010,1553,1553,1553,1553,1553,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,1553,0,0,0,0,1553,0,1553,1553,1553,0,1553,0
1,2011,2913,2913,2913,2913,2913,2913,1477,1477,0,1477,1477,1477,0,1477,1477,1477,1477,0,0,0,0,0,0,0,0,0,1477,0,0,1436,0,0,1436,0,1436,0,1436,1436,1436,1436,1477
1,2012,1388,1388,1388,1388,1388,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,0,0,0,1388,0,1388,1388,1388,1388,1388,0
1,2013,2769,2769,2769,2769,2769,2769,1412,1412,0,1412,0,1412,0,0,1412,1412,1412,0,0,0,0,0,1412,0,0,0,1412,0,0,1357,0,1357,1357,0,1357,0,1357,1357,1357,1357,1412
1,2015,4960,4960,4960,4960,4960,4960,2443,2443,0,2443,0,0,0,0,0,2443,0,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,0,0,2517,0,2517,2517,0,2517,0,0,0,2517,2517,2443
1,2017,5183,5183,5183,5183,5183,5183,2622,2622,0,2622,0,0,0,0,0,2622,0,2622,2622,2622,2622,2622,2622,2622,2622,2622,2622,0,0,2561,0,2561,2561,0,2561,0,0,0,2561,2561,2622
2,2009,3611,3611,3611,3611,3611,3611,1802,1802,1802,0,1802,1802,1802,1802,0,1802,0,0,0,0,0,0,0,0,0,0,1802,0,1809,0,1809,0,0,0,0,0,0,1809,0,1809,1802
2,2010,1719,1719,1719,1719,1719,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,1719,0,0,0,0,1719,0,1719,1719,1719,0,1719,0
2,2011,3459,3459,3459,3459,3459,3459,1717,1717,0,1717,1717,1717,0,1717,1717,1717,1717,0,0,0,0,0,0,0,0,0,1717,0,0,1742,0,0,1742,0,1742,0,1742,1742,1742,1742,1717
2,2012,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,0,0,0,1643,0,1643,1643,1643,1643,1643,0
2,2013,3054,3054,3054,3054,3054,3054,1571,1571,0,1571,0,1571,0,0,1571,1571,1571,0,0,0,0,0,1571,0,0,0,1571,0,0,1483,0,1483,1483,0,1483,0,1483,1483,1483,1483,1571
2,2015,3157,3157,3157,3157,3157,3157,1543,1543,0,1543,0,0,0,0,0,1543,0,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,0,0,1614,0,1614,1614,0,1614,0,0,0,1614,1614,1543
2,2017,2987,2987,2987,2987,2987,2987,1450,1450,0,1450,0,0,0,0,0,1450,0,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,0,0,1537,0,1537,1537,0,1537,0,0,0,1537,1537,1450
4,2009,3227,3227,3227,3227,3227,3227,1631,1631,1631,0,1631,1631,1631,1631,0,1631,0,0,0,0,0,0,0,0,0,0,1631,0,1596,0,1596,0,0,0,0,0,0,1596,0,1596,1631
4,2010,1602,1602,1602,1602,1602,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,1602,0,0,0,0,1602,0,1602,1602,1602,0,1602,0
4,2011,3258,3258,3258,3258,3258,3258,1669,1669,0,1669,1669,1669,0,1669,1669,1669,1669,0,0,0,0,0,0,0,0,0,1669,0,0,1589,0,0,1589,0,1589,0,1589,1589,1589,1589,1669
4,2012,1605,1605,1605,1605,1605,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,1605,0,1605,1605,1605,1605,1605,0
4,2013,3121,3121,3121,3121,3121,3121,1570,1570,0,1570,0,1570,0,0,1570,1570,1570,0,0,0,0,0,1570,0,0,0,1570,0,0,1551,0,1551,1551,0,1551,0,1551,1551,1551,1551,1570
4,2015,4080,4080,4080,4080,4080,4080,2009,2009,0,2009,0,0,0,0,0,2009,0,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,0,0,2071,0,2071,2071,0,2071,0,0,0,2071,2071,2009
4,2017,3923,3923,3923,3923,3923,3923,1906,1906,0,1906,0,0,0,0,0,1906,0,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,0,0,2017,0,2017,2017,0,2017,0,0,0,2017,2017,1906
5,2009,2939,2939,2939,2939,2939,2939,1502,1502,1502,0,1502,1502,1502,1502,0,1502,0,0,0,0,0,0,0,0,0,0,1502,0,1437,0,1437,0,0,0,0,0,0,1437,0,1437,1502
5,2010,1448,1448,1448,1448,1448,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,1448,0,0,0,0,1448,0,1448,1448,1448,0,1448,0
5,2011,2783,2783,2783,2783,2783,2783,1378,1378,0,1378,1378,1378,0,1378,1378,1378,1378,0,0,0,0,0,0,0,0,0,1378,0,0,1405,0,0,1405,0,1405,0,1405,1405,1405,1405,1378
5,2012,1490,1490,1490,1490,1490,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,1490,0,1490,1490,1490,1490,1490,0
5,2013,2917,2917,2917,2917,2917,2917,1456,1456,0,1456,0,1456,0,0,1456,1456,1456,0,0,0,0,0,1456,0,0,0,1456,0,0,1461,0,1461,1461,0,1461,0,1461,1461,1461,1461,1456
5,2015,4566,4566,4566,4566,4566,4566,2213,2213,0,2213,0,0,0,0,0,2213,0,2213,2213,2213,2213,2213,2213,2213,2213,2213,2213,0,0,2353,0,2353,2353,0,2353,0,0,0,2353,2353,2213
5,2017,4668,4668,4668,4668,4668,4668,2380,2380,0,2380,0,0,0,0,0,2380,0,2380,2380,2380,2380,2380,2380,2380,2380,2380,2380,0,0,2288,0,2288,2288,0,2288,0,0,0,2288,2288,2380
6,2009,22879,22879,22879,22879,22879,22879,11443,11443,11443,0,11443,11443,11443,11443,0,11443,0,0,0,0,0,0,0,0,0,0,11443,0,11436,0,11436,0,0,0,0,0,0,11436,0,11436,11443
6,2010,11628,11628,11628,11628,11628,11628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11628,11628,0,0,0,0,11628,0,11628,11628,11628,0,11628,0
6,2011,22837,22837,22837,22837,22837,22837,11408,11408,0,11408,11408,11408,0,11408,11408,11408,11408,0,0,0,0,0,0,0,0,0,11408,0,0,11429,0,0,11429,0,11429,0,11429,11429,11429,11429,11408
6,2012,11706,11706,11706,11706,11706,11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11706,0,0,0,11706,0,11706,11706,11706,11706,11706,0
6,2013,23094,23094,23094,23094,23094,23094,11577,11577,0,11577,0,11577,0,0,11577,11577,11577,0,0,0,0,0,11577,0,0,0,11577,0,0,11517,0,11517,11517,0,11517,0,11517,11517,11517,11517,11577
6,2015,22343,22343,22343,22343,22343,22343,11070,11070,0,11070,0,0,0,0,0,11070,0,11070,11070,11070,11070,11070,11070,11070,11070,11070,11070,0,0,11273,0,11273,11273,0,11273,0,0,0,11273,11273,11070
6,2017,21801,21801,21801,21801,21801,21801,10670,10670,0,10670,0,0,0,0,0,10670,0,10670,10670,10670,10670,10670,10670,10670,10670,10670,10670,0,0,11131,0,11131,11131,0,11131,0,0,0,11131,11131,10670
8,2009,5795,5795,5795,5795,5795,5795,2893,2893,2893,0,2893,2893,2893,2893,0,2893,0,0,0,0,0,0,0,0,0,0,2893,0,2902,0,2902,0,0,0,0,0,0,2902,0,2902,2893
8,2010,2889,2889,2889,2889,2889,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889,2889,0,0,0,0,2889,0,2889,2889,2889,0,2889,0
8,2011,5707,5707,5707,5707,5707,5707,2902,2902,0,2902,2902,2902,0,2902,2902,2902,2902,0,0,0,0,0,0,0,0,0,2902,0,0,2805,0,0,2805,0,2805,0,2805,2805,2805,2805,2902
8,2012,3035,3035,3035,3035,3035,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035,0,0,0,3035,0,3035,3035,3035,3035,3035,0
8,2013,5917,5917,5917,5917,5917,5917,2938,2938,0,2938,0,2938,0,0,2938,2938,2938,0,0,0,0,0,2938,0,0,0,2938,0,0,2979,0,2979,2979,0,2979,0,2979,2979,2979,2979,2938
8,2015,3469,3469,3469,3469,3469,3469,1816,1816,0,1816,0,0,0,0,0,1816,0,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,0,0,1653,0,1653,1653,0,1653,0,0,0,1653,1653,1816
8,2017,3084,3084,3084,3084,3084,3084,1539,1539,0,1539,0,0,0,0,0,1539,0,1539,1539,1539,1539,1539,1539,1539,1539,1539,1539,0,0,1545,0,1545,1545,0,1545,0,0,0,1545,1545,1539
9,2009,6138,6138,6138,6138,6138,6138,3069,3069,3069,0,3069,3069,3069,3069,0,3069,0,0,0,0,0,0,0,0,0,0,3069,0,3069,0,3069,0,0,0,0,0,0,3069,0,3069,3069
9,2010,3123,3123,3123,3123,3123,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123,3123,0,0,0,0,3123,0,3123,3123,3123,0,3123,0
9,2011,6013,6013,6013,6013,6013,6013,3034,3034,0,3034,3034,3034,0,3034,3034,3034,3034,0,0,0,0,0,0,0,0,0,3034,0,0,2979,0,0,2979,0,2979,0,2979,2979,2979,2979,3034
9,2012,2915,2915,2915,2915,2915,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915,0,0,0,2915,0,2915,2915,2915,2915,2915,0
9,2013,5762,5762,5762,5762,5762,5762,2860,2860,0,2860,0,2860,0,0,2860,2860,2860,0,0,0,0,0,2860,0,0,0,2860,0,0,2902,0,2902,2902,0,2902,0,2902,2902,2902,2902,2860
9,2015,2930,2930,2930,2930,2930,2930,1562,1562,0,1562,0,0,0,0,0,1562,0,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,0,0,1368,0,1368,1368,0,1368,0,0,0,1368,1368,1562
9,2017,2564,2564,2564,2564,2564,2564,1286,1286,0,1286,0,0,0,0,0,1286,0,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,0,0,1278,0,1278,1278,0,1278,0,0,0,1278,1278,1286
10,2009,4111,4111,4111,4111,4111,4111,1966,1966,1966,0,1966,1966,1966,1966,0,1966,0,0,0,0,0,0,0,0,0,0,1966,0,2145,0,2145,0,0,0,0,0,0,2145,0,2145,1966
10,2010,2185,2185,2185,2185,2185,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185,2185,0,0,0,0,2185,0,2185,2185,2185,0,2185,0
10,2011,4344,4344,4344,4344,4344,4344,2174,2174,0,2174,2174,2174,0,2174,2174,2174,2174,0,0,0,0,0,0,0,0,0,2174,0,0,2170,0,0,2170,0,2170,0,2170,2170,2170,2170,2174
10,2012,2110,2110,2110,2110,2110,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,0,0,0,2110,0,2110,2110,2110,2110,2110,0
10,2013,4222,4222,4222,4222,4222,4222,2063,2063,0,2063,0,2063,0,0,2063,2063,2063,0,0,0,0,0,2063,0,0,0,2063,0,0,2159,0,2159,2159,0,2159,0,2159,2159,2159,2159,2063
10,2015,2847,2847,2847,2847,2847,2847,1490,1490,0,1490,0,0,0,0,0,1490,0,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,0,0,1357,0,1357,1357,0,1357,0,0,0,1357,1357,1490
10,2017,2641,2641,2641,2641,2641,2641,1197,1197,0,1197,0,0,0,0,0,1197,0,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,0,0,1444,0,1444,1444,0,1444,0,0,0,1444,1444,1197
11,2009,3233,3233,3233,3233,3233,3233,1604,1604,1604,0,1604,1604,1604,1604,0,1604,0,0,0,0,0,0,0,0,0,0,1604,0,1629,0,1629,0,0,0,0,0,0,1629,0,1629,1604
11,2010,1669,1669,1669,1669,1669,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,1669,0,0,0,0,1669,0,1669,1669,1669,0,1669,0
11,2011,3547,3547,3547,3547,3547,3547,1755,1755,0,1755,1755,1755,0,1755,1755,1755,1755,0,0,0,0,0,0,0,0,0,1755,0,0,1792,0,0,1792,0,1792,0,1792,1792,1792,1792,1755
11,2012,1772,1772,1772,1772,1772,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,0,0,1772,0,1772,1772,1772,1772,1772,0
11,2013,3381,3381,3381,3381,3381,3381,1716,1716,0,1716,0,1716,0,0,1716,1716,1716,0,0,0,0,0,1716,0,0,0,1716,0,0,1665,0,1665,1665,0,1665,0,1665,1665,1665,1665,1716
11,2015,3833,3833,3833,3833,3833,3833,1908,1908,0,1908,0,0,0,0,0,1908,0,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,0,0,1925,0,1925,1925,0,1925,0,0,0,1925,1925,1908
11,2017,3893,3893,3893,3893,3893,3893,1868,1868,0,1868,0,0,0,0,0,1868,0,1868,1868,1868,1868,1868,1868,1868,1868,1868,1868,0,0,2025,0,2025,2025,0,2025,0,0,0,2025,2025,1868
12,2009,10187,10187,10187,10187,10187,10187,5115,5115,5115,0,5115,5115,5115,5115,0,5115,0,0,0,0,0,0,0,0,0,0,5115,0,5072,0,5072,0,0,0,0,0,0,5072,0,5072,5115
12,2010,5080,5080,5080,5080,5080,5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5080,5080,0,0,0,0,5080,0,5080,5080,5080,0,5080,0
12,2011,10032,10032,10032,10032,10032,10032,5047,5047,0,5047,5047,5047,0,5047,5047,5047,5047,0,0,0,0,0,0,0,0,0,5047,0,0,4985,0,0,4985,0,4985,0,4985,4985,4985,4985,5047
12,2012,5128,5128,5128,5128,5128,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5128,0,0,0,5128,0,5128,5128,5128,5128,5128,0
12,2013,10224,10224,10224,10224,10224,10224,5121,5121,0,5121,0,5121,0,0,5121,5121,5121,0,0,0,0,0,5121,0,0,0,5121,0,0,5103,0,5103,5103,0,5103,0,5103,5103,5103,5103,5121
12,2015,10711,10711,10711,10711,10711,10711,5288,5288,0,5288,0,0,0,0,0,5288,0,5288,5288,5288,5288,5288,5288,5288,5288,5288,5288,0,0,5423,0,5423,5423,0,5423,0,0,0,5423,5423,5288
12,2017,10916,10916,10916,10916,10916,10916,5447,5447,0,5447,0,0,0,0,0,5447,0,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,0,0,5469,0,5469,5469,0,5469,0,0,0,5469,5469,5447
13,2009,5617,5617,5617,5617,5617,5617,2864,2864,2864,0,2864,2864,2864,2864,0,2864,0,0,0,0,0,0,0,0,0,0,2864,0,2753,0,2753,0,0,0,0,0,0,2753,0,2753,2864
13,2010,2774,2774,2774,2774,2774,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774,2774,0,0,0,0,2774,0,2774,2774,2774,0,2774,0
13,2011,5689,5689,5689,5689,5689,5689,2839,2839,0,2839,2839,2839,0,2839,2839,2839,2839,0,0,0,0,0,0,0,0,0,2839,0,0,2850,0,0,2850,0,2850,0,2850,2850,2850,2850,2839
13,2012,2776,2776,2776,2776,2776,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,2776,0,2776,2776,2776,2776,2776,0
13,2013,5603,5603,5603,5603,5603,5603,2787,2787,0,2787,0,2787,0,0,2787,2787,2787,0,0,0,0,0,2787,0,0,0,2787,0,0,2816,0,2816,2816,0,2816,0,2816,2816,2816,2816,2787
13,2015,5539,5539,5539,5539,5539,5539,2797,2797,0,2797,0,0,0,0,0,2797,0,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,0,0,2742,0,2742,2742,0,2742,0,0,0,2742,2742,2797
13,2017,5760,5760,5760,5760,5760,5760,2748,2748,0,2748,0,0,0,0,0,2748,0,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,0,0,3012,0,3012,3012,0,3012,0,0,0,3012,3012,2748
15,2009,4076,4076,4076,4076,4076,4076,2056,2056,2056,0,2056,2056,2056,2056,0,2056,0,0,0,0,0,0,0,0,0,0,2056,0,2020,0,2020,0,0,0,0,0,0,2020,0,2020,2056
15,2010,2128,2128,2128,2128,2128,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,2128,0,0,0,0,2128,0,2128,2128,2128,0,2128,0
15,2011,4231,4231,4231,4231,4231,4231,2115,2115,0,2115,2115,2115,0,2115,2115,2115,2115,0,0,0,0,0,0,0,0,0,2115,0,0,2116,0,0,2116,0,2116,0,2116,2116,2116,2116,2115
15,2012,2149,2149,2149,2149,2149,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0,0,0,2149,0,2149,2149,2149,2149,2149,0
15,2013,4426,4426,4426,4426,4426,4426,2218,2218,0,2218,0,2218,0,0,2218,2218,2218,0,0,0,0,0,2218,0,0,0,2218,0,0,2208,0,2208,2208,0,2208,0,2208,2208,2208,2208,2218
15,2015,3927,3927,3927,3927,3927,3927,1925,1925,0,1925,0,0,0,0,0,1925,0,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,0,0,2002,0,2002,2002,0,2002,0,0,0,2002,2002,1925
15,2017,3753,3753,3753,3753,3753,3753,1771,1771,0,1771,0,0,0,0,0,1771,0,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,0,0,1982,0,1982,1982,0,1982,0,0,0,1982,1982,1771
16,2009,3142,3142,3142,3142,3142,3142,1546,1546,1546,0,1546,1546,1546,1546,0,1546,0,0,0,0,0,0,0,0,0,0,1546,0,1596,0,1596,0,0,0,0,0,0,1596,0,1596,1546
16,2010,1598,1598,1598,1598,1598,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,1598,0,0,0,0,1598,0,1598,1598,1598,0,1598,0
16,2011,3202,3202,3202,3202,3202,3202,1562,1562,0,1562,1562,1562,0,1562,1562,1562,1562,0,0,0,0,0,0,0,0,0,1562,0,0,1640,0,0,1640,0,1640,0,1640,1640,1640,1640,1562
16,2012,1642,1642,1642,1642,1642,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,1642,0,1642,1642,1642,1642,1642,0
16,2013,2970,2970,2970,2970,2970,2970,1464,1464,0,1464,0,1464,0,0,1464,1464,1464,0,0,0,0,0,1464,0,0,0,1464,0,0,1506,0,1506,1506,0,1506,0,1506,1506,1506,1506,1464
16,2015,3864,3864,3864,3864,3864,3864,1896,1896,0,1896,0,0,0,0,0,1896,0,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,0,0,1968,0,1968,1968,0,1968,0,0,0,1968,1968,1896
16,2017,4205,4205,4205,4205,4205,4205,2097,2097,0,2097,0,0,0,0,0,2097,0,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,0,0,2108,0,2108,2108,0,2108,0,0,0,2108,2108,2097
17,2009,8368,8368,8368,8368,8368,8368,4312,4312,4312,0,4312,4312,4312,4312,0,4312,0,0,0,0,0,0,0,0,0,0,4312,0,4056,0,4056,0,0,0,0,0,0,4056,0,4056,4312
17,2010,4106,4106,4106,4106,4106,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,4106,0,0,0,0,4106,0,4106,4106,4106,0,4106,0
17,2011,7997,7997,7997,7997,7997,7997,4024,4024,0,4024,4024,4024,0,4024,4024,4024,4024,0,0,0,0,0,0,0,0,0,4024,0,0,3973,0,0,3973,0,3973,0,3973,3973,3973,3973,4024
17,2012,4070,4070,4070,4070,4070,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070,0,0,0,4070,0,4070,4070,4070,4070,4070,0
17,2013,7904,7904,7904,7904,7904,7904,3963,3963,0,3963,0,3963,0,0,3963,3963,3963,0,0,0,0,0,3963,0,0,0,3963,0,0,3941,0,3941,3941,0,3941,0,3941,3941,3941,3941,3963
17,2015,7750,7750,7750,7750,7750,7750,3858,3858,0,3858,0,0,0,0,0,3858,0,3858,3858,3858,3858,3858,3858,3858,3858,3858,3858,0,0,3892,0,3892,3892,0,3892,0,0,0,3892,3892,3858
17,2017,7172,7172,7172,7172,7172,7172,3524,3524,0,3524,0,0,0,0,0,3524,0,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,0,0,3648,0,3648,3648,0,3648,0,0,0,3648,3648,3524
18,2009,4245,4245,4245,4245,4245,4245,2135,2135,2135,0,2135,2135,2135,2135,0,2135,0,0,0,0,0,0,0,0,0,0,2135,0,2110,0,2110,0,0,0,0,0,0,2110,0,2110,2135
18,2010,2042,2042,2042,2042,2042,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,0,0,0,0,2042,0,2042,2042,2042,0,2042,0
18,2011,4059,4059,4059,4059,4059,4059,2033,2033,0,2033,2033,2033,0,2033,2033,2033,2033,0,0,0,0,0,0,0,0,0,2033,0,0,2026,0,0,2026,0,2026,0,2026,2026,2026,2026,2033
18,2012,2021,2021,2021,2021,2021,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,2021,0,2021,2021,2021,2021,2021,0
18,2013,4199,4199,4199,4199,4199,4199,2083,2083,0,2083,0,2083,0,0,2083,2083,2083,0,0,0,0,0,2083,0,0,0,2083,0,0,2116,0,2116,2116,0,2116,0,2116,2116,2116,2116,2083
18,2015,3884,3884,3884,3884,3884,3884,1943,1943,0,1943,0,0,0,0,0,1943,0,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,0,0,1941,0,1941,1941,0,1941,0,0,0,1941,1941,1943
18,2017,4169,4169,4169,4169,4169,4169,2143,2143,0,2143,0,0,0,0,0,2143,0,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,0,0,2026,0,2026,2026,0,2026,0,0,0,2026,2026,2143
19,2009,5089,5089,5089,5089,5089,5089,2570,2570,2570,0,2570,2570,2570,2570,0,2570,0,0,0,0,0,0,0,0,0,0,2570,0,2519,0,2519,0,0,0,0,0,0,2519,0,2519,2570
19,2010,2526,2526,2526,2526,2526,2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526,2526,0,0,0,0,2526,0,2526,2526,2526,0,2526,0
19,2011,4960,4960,4960,4960,4960,4960,2469,2469,0,2469,2469,2469,0,2469,2469,2469,2469,0,0,0,0,0,0,0,0,0,2469,0,0,2491,0,0,2491,0,2491,0,2491,2491,2491,2491,2469
19,2012,2509,2509,2509,2509,2509,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509,0,0,0,2509,0,2509,2509,2509,2509,2509,0
19,2013,5052,5052,5052,5052,5052,5052,2526,2526,0,2526,0,2526,0,0,2526,2526,2526,0,0,0,0,0,2526,0,0,0,2526,0,0,2526,0,2526,2526,0,2526,0,2526,2526,2526,2526,2526
19,2015,2971,2971,2971,2971,2971,2971,1528,1528,0,1528,0,0,0,0,0,1528,0,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,0,0,1443,0,1443,1443,0,1443,0,0,0,1443,1443,1528
19,2017,2937,2937,2937,2937,2937,2937,1453,1453,0,1453,0,0,0,0,0,1453,0,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453,0,0,1484,0,1484,1484,0,1484,0,0,0,1484,1484,1453
20,2009,3885,3885,3885,3885,3885,3885,1984,1984,1984,0,1984,1984,1984,1984,0,1984,0,0,0,0,0,0,0,0,0,0,1984,0,1901,0,1901,0,0,0,0,0,0,1901,0,1901,1984
20,2010,1948,1948,1948,1948,1948,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,1948,0,0,0,0,1948,0,1948,1948,1948,0,1948,0
20,2011,4033,4033,4033,4033,4033,4033,1999,1999,0,1999,1999,1999,0,1999,1999,1999,1999,0,0,0,0,0,0,0,0,0,1999,0,0,2034,0,0,2034,0,2034,0,2034,2034,2034,2034,1999
20,2012,1844,1844,1844,1844,1844,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,1844,0,1844,1844,1844,1844,1844,0
20,2013,3867,3867,3867,3867,3867,3867,1936,1936,0,1936,0,1936,0,0,1936,1936,1936,0,0,0,0,0,1936,0,0,0,1936,0,0,1931,0,1931,1931,0,1931,0,1931,1931,1931,1931,1936
