STATEFIP,YEAR,MONTH,REGION,COUNTY,AGE,SEX,RACE,BUNBANKED,BACCTEV,BCHECKEV,BCHECK12M,BCHECKREAS,BPAYDAY,BPAYDAYOFT,BPAYDAYREAS,BCHECK30D,BPAYDAY12M,BPAYDAY30D,BINCWHERE,BBILLCASH,BBILLCHECK,BCREDITAPP,BCREDITDENY,BNOACCT,BSAVECACCT,BINC12M,BINTERNET,BPSUPINT,CIHHCOMP,CINETHH,CINETHP,CINTUSE,CINTOUT,CINTOTHH,CINTLIBH,CINTSCH,CINTSCHH,CINONET,CIHSNET,CIPWT,CISUPPWT,UBSUPPWT
20,2015,3111,3111,3111,3111,3111,3111,1596,1596,0,1596,0,0,0,0,0,1596,0,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,0,0,1515,0,1515,1515,0,1515,0,0,0,1515,1515,1596
20,2017,3210,3210,3210,3210,3210,3210,1583,1583,0,1583,0,0,0,0,0,1583,0,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,0,0,1627,0,1627,1627,0,1627,0,0,0,1627,1627,1583
21,2009,3949,3949,3949,3949,3949,3949,1979,1979,1979,0,1979,1979,1979,1979,0,1979,0,0,0,0,0,0,0,0,0,0,1979,0,1970,0,1970,0,0,0,0,0,0,1970,0,1970,1979
21,2010,2068,2068,2068,2068,2068,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,2068,0,0,0,0,2068,0,2068,2068,2068,0,2068,0
21,2011,3996,3996,3996,3996,3996,3996,1985,1985,0,1985,1985,1985,0,1985,1985,1985,1985,0,0,0,0,0,0,0,0,0,1985,0,0,2011,0,0,2011,0,2011,0,2011,2011,2011,2011,1985
21,2012,1921,1921,1921,1921,1921,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,0,0,0,1921,0,1921,1921,1921,1921,1921,0
21,2013,3815,3815,3815,3815,3815,3815,1889,1889,0,1889,0,1889,0,0,1889,1889,1889,0,0,0,0,0,1889,0,0,0,1889,0,0,1926,0,1926,1926,0,1926,0,1926,1926,1926,1926,1889
21,2015,3495,3495,3495,3495,3495,3495,1725,1725,0,1725,0,0,0,0,0,1725,0,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,0,0,1770,0,1770,1770,0,1770,0,0,0,1770,1770,1725
21,2017,3410,3410,3410,3410,3410,3410,1776,1776,0,1776,0,0,0,0,0,1776,0,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,0,0,1634,0,1634,1634,0,1634,0,0,0,1634,1634,1776
22,2009,2560,2560,2560,2560,2560,2560,1242,1242,1242,0,1242,1242,1242,1242,0,1242,0,0,0,0,0,0,0,0,0,0,1242,0,1318,0,1318,0,0,0,0,0,0,1318,0,1318,1242
22,2010,1310,1310,1310,1310,1310,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,1310,0,0,0,0,1310,0,1310,1310,1310,0,1310,0
22,2011,2604,2604,2604,2604,2604,2604,1309,1309,0,1309,1309,1309,0,1309,1309,1309,1309,0,0,0,0,0,0,0,0,0,1309,0,0,1295,0,0,1295,0,1295,0,1295,1295,1295,1295,1309
22,2012,1361,1361,1361,1361,1361,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,0,0,1361,0,1361,1361,1361,1361,1361,0
22,2013,2619,2619,2619,2619,2619,2619,1279,1279,0,1279,0,1279,0,0,1279,1279,1279,0,0,0,0,0,1279,0,0,0,1279,0,0,1340,0,1340,1340,0,1340,0,1340,1340,1340,1340,1279
22,2015,5869,5869,5869,5869,5869,5869,2885,2885,0,2885,0,0,0,0,0,2885,0,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,0,0,2984,0,2984,2984,0,2984,0,0,0,2984,2984,2885
22,2017,5690,5690,5690,5690,5690,5690,2897,2897,0,2897,0,0,0,0,0,2897,0,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,0,0,2793,0,2793,2793,0,2793,0,0,0,2793,2793,2897
23,2009,5082,5082,5082,5082,5082,5082,2507,2507,2507,0,2507,2507,2507,2507,0,2507,0,0,0,0,0,0,0,0,0,0,2507,0,2575,0,2575,0,0,0,0,0,0,2575,0,2575,2507
23,2010,2538,2538,2538,2538,2538,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,2538,0,0,0,0,2538,0,2538,2538,2538,0,2538,0
23,2011,4828,4828,4828,4828,4828,4828,2396,2396,0,2396,2396,2396,0,2396,2396,2396,2396,0,0,0,0,0,0,0,0,0,2396,0,0,2432,0,0,2432,0,2432,0,2432,2432,2432,2432,2396
23,2012,2390,2390,2390,2390,2390,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,0,0,2390,0,2390,2390,2390,2390,2390,0
23,2013,4523,4523,4523,4523,4523,4523,2290,2290,0,2290,0,2290,0,0,2290,2290,2290,0,0,0,0,0,2290,0,0,0,2290,0,0,2233,0,2233,2233,0,2233,0,2233,2233,2233,2233,2290
23,2015,2395,2395,2395,2395,2395,2395,1240,1240,0,1240,0,0,0,0,0,1240,0,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,0,0,1155,0,1155,1155,0,1155,0,0,0,1155,1155,1240
23,2017,2231,2231,2231,2231,2231,2231,1115,1115,0,1115,0,0,0,0,0,1115,0,1115,1115,1115,1115,1115,1115,1115,1115,1115,1115,0,0,1116,0,1116,1116,0,1116,0,0,0,1116,1116,1115
24,2009,6408,6408,6408,6408,6408,6408,3203,3203,3203,0,3203,3203,3203,3203,0,3203,0,0,0,0,0,0,0,0,0,0,3203,0,3205,0,3205,0,0,0,0,0,0,3205,0,3205,3203
24,2010,3176,3176,3176,3176,3176,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3176,3176,0,0,0,0,3176,0,3176,3176,3176,0,3176,0
24,2011,6626,6626,6626,6626,6626,6626,3292,3292,0,3292,3292,3292,0,3292,3292,3292,3292,0,0,0,0,0,0,0,0,0,3292,0,0,3334,0,0,3334,0,3334,0,3334,3334,3334,3334,3292
24,2012,3116,3116,3116,3116,3116,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,0,0,0,3116,0,3116,3116,3116,3116,3116,0
24,2013,6493,6493,6493,6493,6493,6493,3246,3246,0,3246,0,3246,0,0,3246,3246,3246,0,0,0,0,0,3246,0,0,0,3246,0,0,3247,0,3247,3247,0,3247,0,3247,3247,3247,3247,3246
24,2015,3353,3353,3353,3353,3353,3353,1773,1773,0,1773,0,0,0,0,0,1773,0,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773,0,0,1580,0,1580,1580,0,1580,0,0,0,1580,1580,1773
24,2017,3228,3228,3228,3228,3228,3228,1597,1597,0,1597,0,0,0,0,0,1597,0,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,0,0,1631,0,1631,1631,0,1631,0,0,0,1631,1631,1597
25,2009,4028,4028,4028,4028,4028,4028,1942,1942,1942,0,1942,1942,1942,1942,0,1942,0,0,0,0,0,0,0,0,0,0,1942,0,2086,0,2086,0,0,0,0,0,0,2086,0,2086,1942
25,2010,2104,2104,2104,2104,2104,2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104,2104,0,0,0,0,2104,0,2104,2104,2104,0,2104,0
25,2011,4126,4126,4126,4126,4126,4126,2085,2085,0,2085,2085,2085,0,2085,2085,2085,2085,0,0,0,0,0,0,0,0,0,2085,0,0,2041,0,0,2041,0,2041,0,2041,2041,2041,2041,2085
25,2012,2073,2073,2073,2073,2073,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,0,0,0,2073,0,2073,2073,2073,2073,2073,0
25,2013,3851,3851,3851,3851,3851,3851,1926,1926,0,1926,0,1926,0,0,1926,1926,1926,0,0,0,0,0,1926,0,0,0,1926,0,0,1925,0,1925,1925,0,1925,0,1925,1925,1925,1925,1926
25,2015,4794,4794,4794,4794,4794,4794,2369,2369,0,2369,0,0,0,0,0,2369,0,2369,2369,2369,2369,2369,2369,2369,2369,2369,2369,0,0,2425,0,2425,2425,0,2425,0,0,0,2425,2425,2369
25,2017,5290,5290,5290,5290,5290,5290,2647,2647,0,2647,0,0,0,0,0,2647,0,2647,2647,2647,2647,2647,2647,2647,2647,2647,2647,0,0,2643,0,2643,2643,0,2643,0,0,0,2643,2643,2647
26,2009,6310,6310,6310,6310,6310,6310,3225,3225,3225,0,3225,3225,3225,3225,0,3225,0,0,0,0,0,0,0,0,0,0,3225,0,3085,0,3085,0,0,0,0,0,0,3085,0,3085,3225
26,2010,3097,3097,3097,3097,3097,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3097,3097,0,0,0,0,3097,0,3097,3097,3097,0,3097,0
26,2011,6283,6283,6283,6283,6283,6283,3149,3149,0,3149,3149,3149,0,3149,3149,3149,3149,0,0,0,0,0,0,0,0,0,3149,0,0,3134,0,0,3134,0,3134,0,3134,3134,3134,3134,3149
26,2012,3135,3135,3135,3135,3135,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3135,0,0,0,3135,0,3135,3135,3135,3135,3135,0
26,2013,6302,6302,6302,6302,6302,6302,3147,3147,0,3147,0,3147,0,0,3147,3147,3147,0,0,0,0,0,3147,0,0,0,3147,0,0,3155,0,3155,3155,0,3155,0,3155,3155,3155,3155,3147
26,2015,5645,5645,5645,5645,5645,5645,2860,2860,0,2860,0,0,0,0,0,2860,0,2860,2860,2860,2860,2860,2860,2860,2860,2860,2860,0,0,2785,0,2785,2785,0,2785,0,0,0,2785,2785,2860
26,2017,5882,5882,5882,5882,5882,5882,2898,2898,0,2898,0,0,0,0,0,2898,0,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,0,0,2984,0,2984,2984,0,2984,0,0,0,2984,2984,2898
27,2009,6477,6477,6477,6477,6477,6477,3225,3225,3225,0,3225,3225,3225,3225,0,3225,0,0,0,0,0,0,0,0,0,0,3225,0,3252,0,3252,0,0,0,0,0,0,3252,0,3252,3225
27,2010,3285,3285,3285,3285,3285,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285,3285,0,0,0,0,3285,0,3285,3285,3285,0,3285,0
27,2011,6600,6600,6600,6600,6600,6600,3206,3206,0,3206,3206,3206,0,3206,3206,3206,3206,0,0,0,0,0,0,0,0,0,3206,0,0,3394,0,0,3394,0,3394,0,3394,3394,3394,3394,3206
27,2012,3221,3221,3221,3221,3221,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221,0,0,0,3221,0,3221,3221,3221,3221,3221,0
27,2013,6452,6452,6452,6452,6452,6452,3199,3199,0,3199,0,3199,0,0,3199,3199,3199,0,0,0,0,0,3199,0,0,0,3199,0,0,3253,0,3253,3253,0,3253,0,3253,3253,3253,3253,3199
27,2015,3524,3524,3524,3524,3524,3524,1847,1847,0,1847,0,0,0,0,0,1847,0,1847,1847,1847,1847,1847,1847,1847,1847,1847,1847,0,0,1677,0,1677,1677,0,1677,0,0,0,1677,1677,1847
27,2017,3338,3338,3338,3338,3338,3338,1691,1691,0,1691,0,0,0,0,0,1691,0,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,0,0,1647,0,1647,1647,0,1647,0,0,0,1647,1647,1691
28,2009,2548,2548,2548,2548,2548,2548,1246,1246,1246,0,1246,1246,1246,1246,0,1246,0,0,0,0,0,0,0,0,0,0,1246,0,1302,0,1302,0,0,0,0,0,0,1302,0,1302,1246
28,2010,1274,1274,1274,1274,1274,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,1274,0,0,0,0,1274,0,1274,1274,1274,0,1274,0
28,2011,2526,2526,2526,2526,2526,2526,1251,1251,0,1251,1251,1251,0,1251,1251,1251,1251,0,0,0,0,0,0,0,0,0,1251,0,0,1275,0,0,1275,0,1275,0,1275,1275,1275,1275,1251
28,2012,1190,1190,1190,1190,1190,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,1190,0,1190,1190,1190,1190,1190,0
28,2013,2393,2393,2393,2393,2393,2393,1177,1177,0,1177,0,1177,0,0,1177,1177,1177,0,0,0,0,0,1177,0,0,0,1177,0,0,1216,0,1216,1216,0,1216,0,1216,1216,1216,1216,1177
28,2015,4881,4881,4881,4881,4881,4881,2362,2362,0,2362,0,0,0,0,0,2362,0,2362,2362,2362,2362,2362,2362,2362,2362,2362,2362,0,0,2519,0,2519,2519,0,2519,0,0,0,2519,2519,2362
28,2017,4782,4782,4782,4782,4782,4782,2384,2384,0,2384,0,0,0,0,0,2384,0,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,0,0,2398,0,2398,2398,0,2398,0,0,0,2398,2398,2384
29,2009,4618,4618,4618,4618,4618,4618,2338,2338,2338,0,2338,2338,2338,2338,0,2338,0,0,0,0,0,0,0,0,0,0,2338,0,2280,0,2280,0,0,0,0,0,0,2280,0,2280,2338
29,2010,2325,2325,2325,2325,2325,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,2325,0,0,0,0,2325,0,2325,2325,2325,0,2325,0
29,2011,4441,4441,4441,4441,4441,4441,2221,2221,0,2221,2221,2221,0,2221,2221,2221,2221,0,0,0,0,0,0,0,0,0,2221,0,0,2220,0,0,2220,0,2220,0,2220,2220,2220,2220,2221
29,2012,2182,2182,2182,2182,2182,2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,0,0,0,2182,0,2182,2182,2182,2182,2182,0
29,2013,4380,4380,4380,4380,4380,4380,2231,2231,0,2231,0,2231,0,0,2231,2231,2231,0,0,0,0,0,2231,0,0,0,2231,0,0,2149,0,2149,2149,0,2149,0,2149,2149,2149,2149,2231
29,2015,3471,3471,3471,3471,3471,3471,1709,1709,0,1709,0,0,0,0,0,1709,0,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,0,0,1762,0,1762,1762,0,1762,0,0,0,1762,1762,1709
29,2017,3797,3797,3797,3797,3797,3797,1967,1967,0,1967,0,0,0,0,0,1967,0,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,0,0,1830,0,1830,1830,0,1830,0,0,0,1830,1830,1967
30,2009,2530,2530,2530,2530,2530,2530,1253,1253,1253,0,1253,1253,1253,1253,0,1253,0,0,0,0,0,0,0,0,0,0,1253,0,1277,0,1277,0,0,0,0,0,0,1277,0,1277,1253
30,2010,1173,1173,1173,1173,1173,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,1173,0,0,0,0,1173,0,1173,1173,1173,0,1173,0
30,2011,2477,2477,2477,2477,2477,2477,1230,1230,0,1230,1230,1230,0,1230,1230,1230,1230,0,0,0,0,0,0,0,0,0,1230,0,0,1247,0,0,1247,0,1247,0,1247,1247,1247,1247,1230
30,2012,1189,1189,1189,1189,1189,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0,0,0,1189,0,1189,1189,1189,1189,1189,0
30,2013,2613,2613,2613,2613,2613,2613,1329,1329,0,1329,0,1329,0,0,1329,1329,1329,0,0,0,0,0,1329,0,0,0,1329,0,0,1284,0,1284,1284,0,1284,0,1284,1284,1284,1284,1329
30,2015,5238,5238,5238,5238,5238,5238,2605,2605,0,2605,0,0,0,0,0,2605,0,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,0,0,2633,0,2633,2633,0,2633,0,0,0,2633,2633,2605
30,2017,4857,4857,4857,4857,4857,4857,2441,2441,0,2441,0,0,0,0,0,2441,0,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,0,0,2416,0,2416,2416,0,2416,0,0,0,2416,2416,2441
31,2009,4252,4252,4252,4252,4252,4252,2048,2048,2048,0,2048,2048,2048,2048,0,2048,0,0,0,0,0,0,0,0,0,0,2048,0,2204,0,2204,0,0,0,0,0,0,2204,0,2204,2048
31,2010,2078,2078,2078,2078,2078,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,2078,0,0,0,0,2078,0,2078,2078,2078,0,2078,0
31,2011,4316,4316,4316,4316,4316,4316,2173,2173,0,2173,2173,2173,0,2173,2173,2173,2173,0,0,0,0,0,0,0,0,0,2173,0,0,2143,0,0,2143,0,2143,0,2143,2143,2143,2143,2173
31,2012,1998,1998,1998,1998,1998,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,0,0,0,1998,0,1998,1998,1998,1998,1998,0
31,2013,3869,3869,3869,3869,3869,3869,1945,1945,0,1945,0,1945,0,0,1945,1945,1945,0,0,0,0,0,1945,0,0,0,1945,0,0,1924,0,1924,1924,0,1924,0,1924,1924,1924,1924,1945
31,2015,3265,3265,3265,3265,3265,3265,1631,1631,0,1631,0,0,0,0,0,1631,0,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,0,0,1634,0,1634,1634,0,1634,0,0,0,1634,1634,1631
31,2017,3188,3188,3188,3188,3188,3188,1590,1590,0,1590,0,0,0,0,0,1590,0,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,0,0,1598,0,1598,1598,0,1598,0,0,0,1598,1598,1590
32,2009,4111,4111,4111,4111,4111,4111,2009,2009,2009,0,2009,2009,2009,2009,0,2009,0,0,0,0,0,0,0,0,0,0,2009,0,2102,0,2102,0,0,0,0,0,0,2102,0,2102,2009
32,2010,2060,2060,2060,2060,2060,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,2060,0,0,0,0,2060,0,2060,2060,2060,0,2060,0
32,2011,3983,3983,3983,3983,3983,3983,2010,2010,0,2010,2010,2010,0,2010,2010,2010,2010,0,0,0,0,0,0,0,0,0,2010,0,0,1973,0,0,1973,0,1973,0,1973,1973,1973,1973,2010
32,2012,2012,2012,2012,2012,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,2012,0,2012,2012,2012,2012,2012,0
32,2013,3828,3828,3828,3828,3828,3828,1960,1960,0,1960,0,1960,0,0,1960,1960,1960,0,0,0,0,0,1960,0,0,0,1960,0,0,1868,0,1868,1868,0,1868,0,1868,1868,1868,1868,1960
32,2015,3092,3092,3092,3092,3092,3092,1564,1564,0,1564,0,0,0,0,0,1564,0,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,0,0,1528,0,1528,1528,0,1528,0,0,0,1528,1528,1564
32,2017,3256,3256,3256,3256,3256,3256,1594,1594,0,1594,0,0,0,0,0,1594,0,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,0,0,1662,0,1662,1662,0,1662,0,0,0,1662,1662,1594
33,2009,5742,5742,5742,5742,5742,5742,2886,2886,2886,0,2886,2886,2886,2886,0,2886,0,0,0,0,0,0,0,0,0,0,2886,0,2856,0,2856,0,0,0,0,0,0,2856,0,2856,2886
33,2010,2706,2706,2706,2706,2706,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706,2706,0,0,0,0,2706,0,2706,2706,2706,0,2706,0
33,2011,5688,5688,5688,5688,5688,5688,2814,2814,0,2814,2814,2814,0,2814,2814,2814,2814,0,0,0,0,0,0,0,0,0,2814,0,0,2874,0,0,2874,0,2874,0,2874,2874,2874,2874,2814
33,2012,2783,2783,2783,2783,2783,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,0,0,0,2783,0,2783,2783,2783,2783,2783,0
33,2013,5274,5274,5274,5274,5274,5274,2625,2625,0,2625,0,2625,0,0,2625,2625,2625,0,0,0,0,0,2625,0,0,0,2625,0,0,2649,0,2649,2649,0,2649,0,2649,2649,2649,2649,2625
33,2015,3431,3431,3431,3431,3431,3431,1740,1740,0,1740,0,0,0,0,0,1740,0,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,0,0,1691,0,1691,1691,0,1691,0,0,0,1691,1691,1740
33,2017,3361,3361,3361,3361,3361,3361,1614,1614,0,1614,0,0,0,0,0,1614,0,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,0,0,1747,0,1747,1747,0,1747,0,0,0,1747,1747,1614
34,2009,5806,5806,5806,5806,5806,5806,2972,2972,2972,0,2972,2972,2972,2972,0,2972,0,0,0,0,0,0,0,0,0,0,2972,0,2834,0,2834,0,0,0,0,0,0,2834,0,2834,2972
34,2010,2932,2932,2932,2932,2932,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932,2932,0,0,0,0,2932,0,2932,2932,2932,0,2932,0
34,2011,5395,5395,5395,5395,5395,5395,2691,2691,0,2691,2691,2691,0,2691,2691,2691,2691,0,0,0,0,0,0,0,0,0,2691,0,0,2704,0,0,2704,0,2704,0,2704,2704,2704,2704,2691
34,2012,2721,2721,2721,2721,2721,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,0,0,0,2721,0,2721,2721,2721,2721,2721,0
34,2013,5163,5163,5163,5163,5163,5163,2620,2620,0,2620,0,2620,0,0,2620,2620,2620,0,0,0,0,0,2620,0,0,0,2620,0,0,2543,0,2543,2543,0,2543,0,2543,2543,2543,2543,2620
34,2015,5475,5475,5475,5475,5475,5475,2689,2689,0,2689,0,0,0,0,0,2689,0,2689,2689,2689,2689,2689,2689,2689,2689,2689,2689,0,0,2786,0,2786,2786,0,2786,0,0,0,2786,2786,2689
34,2017,4981,4981,4981,4981,4981,4981,2569,2569,0,2569,0,0,0,0,0,2569,0,2569,2569,2569,2569,2569,2569,2569,2569,2569,2569,0,0,2412,0,2412,2412,0,2412,0,0,0,2412,2412,2569
35,2009,2340,2340,2340,2340,2340,2340,1226,1226,1226,0,1226,1226,1226,1226,0,1226,0,0,0,0,0,0,0,0,0,0,1226,0,1114,0,1114,0,0,0,0,0,0,1114,0,1114,1226
35,2010,1113,1113,1113,1113,1113,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,1113,0,0,0,0,1113,0,1113,1113,1113,0,1113,0
35,2011,2264,2264,2264,2264,2264,2264,1110,1110,0,1110,1110,1110,0,1110,1110,1110,1110,0,0,0,0,0,0,0,0,0,1110,0,0,1154,0,0,1154,0,1154,0,1154,1154,1154,1154,1110
35,2012,1126,1126,1126,1126,1126,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,1126,0,1126,1126,1126,1126,1126,0
35,2013,2241,2241,2241,2241,2241,2241,1131,1131,0,1131,0,1131,0,0,1131,1131,1131,0,0,0,0,0,1131,0,0,0,1131,0,0,1110,0,1110,1110,0,1110,0,1110,1110,1110,1110,1131
35,2015,4693,4693,4693,4693,4693,4693,2340,2340,0,2340,0,0,0,0,0,2340,0,2340,2340,2340,2340,2340,2340,2340,2340,2340,2340,0,0,2353,0,2353,2353,0,2353,0,0,0,2353,2353,2340
35,2017,4595,4595,4595,4595,4595,4595,2268,2268,0,2268,0,0,0,0,0,2268,0,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,0,0,2327,0,2327,2327,0,2327,0,0,0,2327,2327,2268
36,2009,11491,11491,11491,11491,11491,11491,5643,5643,5643,0,5643,5643,5643,5643,0,5643,0,0,0,0,0,0,0,0,0,0,5643,0,5848,0,5848,0,0,0,0,0,0,5848,0,5848,5643
36,2010,5773,5773,5773,5773,5773,5773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5773,5773,0,0,0,0,5773,0,5773,5773,5773,0,5773,0
36,2011,11470,11470,11470,11470,11470,11470,5702,5702,0,5702,5702,5702,0,5702,5702,5702,5702,0,0,0,0,0,0,0,0,0,5702,0,0,5768,0,0,5768,0,5768,0,5768,5768,5768,5768,5702
36,2012,5778,5778,5778,5778,5778,5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5778,0,0,0,5778,0,5778,5778,5778,5778,5778,0
36,2013,10962,10962,10962,10962,10962,10962,5523,5523,0,5523,0,5523,0,0,5523,5523,5523,0,0,0,0,0,5523,0,0,0,5523,0,0,5439,0,5439,5439,0,5439,0,5439,5439,5439,5439,5523
36,2015,10432,10432,10432,10432,10432,10432,5157,5157,0,5157,0,0,0,0,0,5157,0,5157,5157,5157,5157,5157,5157,5157,5157,5157,5157,0,0,5275,0,5275,5275,0,5275,0,0,0,5275,5275,5157
36,2017,10280,10280,10280,10280,10280,10280,5188,5188,0,5188,0,0,0,0,0,5188,0,5188,5188,5188,5188,5188,5188,5188,5188,5188,5188,0,0,5092,0,5092,5092,0,5092,0,0,0,5092,5092,5188
37,2009,5228,5228,5228,5228,5228,5228,2561,2561,2561,0,2561,2561,2561,2561,0,2561,0,0,0,0,0,0,0,0,0,0,2561,0,2667,0,2667,0,0,0,0,0,0,2667,0,2667,2561
37,2010,2666,2666,2666,2666,2666,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,2666,0,0,0,0,2666,0,2666,2666,2666,0,2666,0
37,2011,5426,5426,5426,5426,5426,5426,2703,2703,0,2703,2703,2703,0,2703,2703,2703,2703,0,0,0,0,0,0,0,0,0,2703,0,0,2723,0,0,2723,0,2723,0,2723,2723,2723,2723,2703
37,2012,2560,2560,2560,2560,2560,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0,0,2560,0,2560,2560,2560,2560,2560,0
37,2013,5405,5405,5405,5405,5405,5405,2703,2703,0,2703,0,2703,0,0,2703,2703,2703,0,0,0,0,0,2703,0,0,0,2703,0,0,2702,0,2702,2702,0,2702,0,2702,2702,2702,2702,2703
37,2015,5817,5817,5817,5817,5817,5817,2940,2940,0,2940,0,0,0,0,0,2940,0,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,0,0,2877,0,2877,2877,0,2877,0,0,0,2877,2877,2940
