YEAR,REGION,STATE,COUNTYFIP,COUNTYFIP_COUNTS
2017,31,Georgia,139,2115
2017,31,Georgia,151,1518
2017,31,Georgia,185,1255
2017,31,Georgia,223,1178
2017,31,Georgia,245,1894
2017,31,Georgia,313,983
2017,31,Maryland,0,7083
2017,31,Maryland,3,4765
2017,31,Maryland,5,8310
2017,31,Maryland,13,1980
2017,31,Maryland,15,922
2017,31,Maryland,17,1395
2017,31,Maryland,21,2988
2017,31,Maryland,25,2475
2017,31,Maryland,27,2833
2017,31,Maryland,31,10613
2017,31,Maryland,33,8784
2017,31,Maryland,43,1569
2017,31,Maryland,510,5746
2017,31,North Carolina,0,44513
2017,31,North Carolina,1,1996
2017,31,North Carolina,19,1498
2017,31,North Carolina,21,2289
2017,31,North Carolina,35,1492
2017,31,North Carolina,49,984
2017,31,North Carolina,51,3532
2017,31,North Carolina,57,1573
2017,31,North Carolina,63,2587
2017,31,North Carolina,67,3831
2017,31,North Carolina,71,2595
2017,31,North Carolina,81,4996
2017,31,North Carolina,85,1946
2017,31,North Carolina,101,1392
2017,31,North Carolina,119,9747
2017,31,North Carolina,135,1654
2017,31,North Carolina,147,1340
2017,31,North Carolina,151,1295
2017,31,North Carolina,159,1297
2017,31,North Carolina,183,9579
2017,31,North Carolina,191,1097
2017,31,South Carolina,0,38578
2017,31,South Carolina,7,1823
2017,31,South Carolina,51,3091
2017,31,South Carolina,83,3308
2017,31,South Carolina,91,2638
2017,31,Virginia,0,59277
2017,31,Virginia,13,2299
2017,31,Virginia,41,3161
2017,31,Virginia,87,2764
2017,31,Virginia,107,3913
2017,31,Virginia,510,1566
2017,31,Virginia,550,2040
2017,31,Virginia,650,1117
2017,31,Virginia,700,1566
2017,31,Virginia,760,2216
2017,31,Virginia,810,4503
2017,31,West Virginia,0,17758
2017,32,Alabama,0,31943
2017,32,Alabama,3,1458
2017,32,Alabama,15,1057
2017,32,Alabama,55,925
2017,32,Alabama,73,5626
2017,32,Alabama,81,1153
2017,32,Alabama,97,3569
2017,32,Alabama,117,1914
2017,32,Kentucky,0,30219
2017,32,Kentucky,15,985
2017,32,Kentucky,67,3054
2017,32,Kentucky,111,8287
2017,32,Kentucky,117,1583
2017,32,Kentucky,227,1081
2017,32,Mississippi,0,24549
2017,32,Mississippi,33,1635
2017,32,Mississippi,47,1784
2017,32,Mississippi,59,1128
2017,32,Tennessee,0,39104
2017,32,Tennessee,9,1259
2017,32,Tennessee,37,6521
2017,32,Tennessee,65,3517
2017,32,Tennessee,149,2448
2017,32,Tennessee,157,7540
2017,32,Tennessee,165,1819
2017,32,Tennessee,179,1006
2017,32,Tennessee,187,2208
2017,32,Tennessee,189,1153
2017,33,Arkansas,0,21539
2017,33,Arkansas,7,2653
2017,33,Arkansas,119,3019
2017,33,Arkansas,125,1062
2017,33,Arkansas,143,1748
2017,33,Louisiana,0,26940
2017,33,Louisiana,5,769
2017,33,Louisiana,17,2058
2017,33,Louisiana,33,3221
2017,33,Louisiana,55,1720
2017,33,Louisiana,71,4913
2017,33,Louisiana,73,1504
2017,33,Louisiana,103,2108
2017,33,Louisiana,109,791
2017,33,Oklahoma,0,29652
2017,33,Oklahoma,17,908
2017,33,Oklahoma,27,1615
2017,33,Oklahoma,109,4930
2017,33,Texas,0,56710
2017,33,Texas,27,3130
2017,33,Texas,29,18062
2017,33,Texas,39,2961
2017,33,Texas,41,2162
2017,33,Texas,61,3861
2017,33,Texas,85,9608
2017,33,Texas,91,1287
2017,33,Texas,113,24472
2017,33,Texas,121,8774
2017,33,Texas,135,1242
2017,33,Texas,139,1997
2017,33,Texas,141,7436
2017,33,Texas,157,5407
2017,33,Texas,167,3097
2017,33,Texas,183,1091
2017,33,Texas,187,1741
2017,33,Texas,201,35951
2017,33,Texas,209,1776
2017,33,Texas,215,6149
2017,33,Texas,245,2532
2017,33,Texas,251,1772
2017,33,Texas,257,1425
2017,33,Texas,303,3010
2017,33,Texas,309,2932
2017,33,Texas,329,1233
2017,33,Texas,339,3939
2017,33,Texas,355,3453
2017,33,Texas,367,1570
2017,33,Texas,375,1449
2017,33,Texas,381,1401
2017,33,Texas,423,2085
2017,33,Texas,439,18786
2017,33,Texas,441,1667
2017,33,Texas,451,1158
2017,33,Texas,453,11223
2017,33,Texas,479,2543
2017,33,Texas,485,1570
2017,33,Texas,491,5180
2017,41,Arizona,0,12178
2017,41,Arizona,5,1873
2017,41,Arizona,13,40544
2017,41,Arizona,19,10353
2017,41,Arizona,25,1933
2017,41,Arizona,27,1982
2017,41,Colorado,0,52519
2017,41,Colorado,69,3081
2017,41,Idaho,0,15353
2017,41,Idaho,19,1183
2017,41,Montana,0,10221
2017,41,Nevada,0,3552
2017,41,Nevada,3,20404
2017,41,Nevada,31,4457
2017,41,New Mexico,0,14241
2017,41,New Mexico,13,1413
2017,41,New Mexico,43,1540
2017,41,New Mexico,49,1827
2017,41,Utah,0,7992
2017,41,Utah,11,2959
2017,41,Utah,35,9337
2017,41,Utah,49,7272
2017,41,Utah,53,1137
2017,41,Utah,57,2207
2017,41,Wyoming,0,5912
2017,42,Alaska,0,5409
2017,42,Alaska,20,1337
2017,42,California,0,14705
2017,42,California,1,17130
2017,42,California,7,2341
2017,42,California,13,10290
2017,42,California,17,1674
2017,42,California,19,9122
2017,42,California,23,1408
2017,42,California,25,1485
2017,42,California,29,7347
2017,42,California,31,1575
2017,42,California,37,101631
2017,42,California,39,1232
2017,42,California,41,2436
2017,42,California,47,2344
2017,42,California,55,1721
2017,42,California,59,30286
2017,42,California,61,3962
2017,42,California,65,22190
2017,42,California,67,14840
2017,42,California,71,17654
2017,42,California,73,30021
2017,42,California,75,8078
2017,42,California,77,6781
2017,42,California,79,2484
2017,42,California,81,7725
2017,42,California,83,4273
2017,42,California,85,19699
2017,42,California,87,2458
2017,42,California,89,2071
2017,42,California,95,4352
2017,42,California,97,4651
2017,42,California,99,4703
2017,42,California,107,4413
2017,42,California,111,8486
2017,42,California,113,2007
2017,42,Hawaii,0,2427
2017,42,Hawaii,1,1836
2017,42,Hawaii,3,10170
2017,42,Oregon,0,12817
2017,42,Oregon,5,3748
2017,42,Oregon,17,1276
2017,42,Oregon,19,1157
2017,42,Oregon,29,1870
2017,42,Oregon,39,3850
2017,42,Oregon,47,3178
2017,42,Oregon,51,7852
2017,42,Oregon,67,5471
2017,42,Washington,0,18244
2017,42,Washington,11,4934
2017,42,Washington,33,20146
2017,42,Washington,35,2993
2017,42,Washington,53,9007
2017,42,Washington,61,7556
2017,42,Washington,63,4932
2017,42,Washington,67,2570
2017,42,Washington,73,1972
2017,42,Washington,77,2341
2018,11,Connecticut,1,9654
2018,11,Connecticut,3,9127
2018,11,Connecticut,5,2244
2018,11,Connecticut,7,1615
2018,11,Connecticut,9,7837
2018,11,Connecticut,11,2999
2018,11,Connecticut,13,1526
2018,11,Connecticut,15,1285
2018,11,Maine,0,9890
2018,11,Maine,1,790
2018,11,Maine,11,1071
2018,11,Maine,19,1524
2018,11,Massachusetts,0,60509
2018,11,Massachusetts,3,1870
2018,11,Massachusetts,25,7752
2018,11,New Hampshire,0,13780
2018,11,Rhode Island,0,1574
2018,11,Rhode Island,3,1709
2018,11,Rhode Island,7,5714
2018,11,Rhode Island,9,1492
2018,11,Vermont,0,6436
2018,12,New Jersey,0,6573
2018,12,New Jersey,3,9089
2018,12,New Jersey,5,5246
2018,12,New Jersey,7,5083
2018,12,New Jersey,13,6996
2018,12,New Jersey,15,3168
2018,12,New Jersey,17,5807
2018,12,New Jersey,19,1630
2018,12,New Jersey,21,3111
2018,12,New Jersey,23,8534
2018,12,New Jersey,25,6581
2018,12,New Jersey,27,5167
2018,12,New Jersey,29,5938
2018,12,New Jersey,31,4438
2018,12,New Jersey,35,3296
2018,12,New Jersey,37,1801
2018,12,New Jersey,39,4742
2018,12,New Jersey,41,1386
2018,12,New York,0,54668
2018,12,New York,1,2991
2018,12,New York,5,10463
2018,12,New York,13,2024
2018,12,New York,27,3141
2018,12,New York,29,9132
2018,12,New York,47,24841
2018,12,New York,55,7395
2018,12,New York,59,13661
2018,12,New York,61,9956
2018,12,New York,63,2210
2018,12,New York,71,3480
2018,12,New York,75,1643
2018,12,New York,81,21715
2018,12,New York,83,1785
2018,12,New York,85,4151
2018,12,New York,87,3116
2018,12,New York,89,1825
2018,12,New York,91,2377
2018,12,New York,93,1506
2018,12,New York,103,13714
2018,12,New York,109,1173
2018,12,Pennsylvania,0,52567
2018,12,Pennsylvania,3,11125
2018,12,Pennsylvania,11,3824
2018,12,Pennsylvania,17,5378
2018,12,Pennsylvania,19,2343
2018,12,Pennsylvania,21,2224
2018,12,Pennsylvania,27,1692
2018,12,Pennsylvania,29,4629
2018,12,Pennsylvania,43,2389
2018,12,Pennsylvania,45,4678
2018,12,Pennsylvania,49,2652
2018,12,Pennsylvania,51,1487
2018,12,Pennsylvania,71,4117
2018,12,Pennsylvania,75,1330
2018,12,Pennsylvania,85,1772
2018,12,Pennsylvania,89,980
2018,12,Pennsylvania,91,7320
2018,12,Pennsylvania,101,9010
2018,12,Pennsylvania,107,2016
2018,12,Pennsylvania,129,3541
2018,12,Pennsylvania,133,3992
2018,21,Illinois,0,35173
2018,21,Illinois,19,2056
2018,21,Illinois,31,41335
2018,21,Illinois,37,1108
2018,21,Illinois,43,9437
2018,21,Illinois,89,3784
2018,21,Illinois,91,1365
2018,21,Illinois,97,6672
2018,21,Illinois,99,1453
2018,21,Illinois,111,2811
2018,21,Illinois,113,2066
2018,21,Illinois,115,1294
2018,21,Illinois,119,2415
2018,21,Illinois,143,1957
2018,21,Illinois,161,1569
2018,21,Illinois,163,1934
2018,21,Illinois,167,2197
2018,21,Illinois,179,1565
2018,21,Illinois,197,6265
2018,21,Indiana,0,32522
2018,21,Indiana,3,3741
2018,21,Indiana,19,1014
2018,21,Indiana,35,1151
2018,21,Indiana,39,1797
2018,21,Indiana,63,1319
2018,21,Indiana,81,1092
2018,21,Indiana,89,4208
2018,21,Indiana,91,1351
2018,21,Indiana,95,1583
2018,21,Indiana,97,7401
2018,21,Indiana,105,1301
2018,21,Indiana,127,1598
2018,21,Indiana,141,2992
2018,21,Indiana,157,1862
2018,21,Indiana,163,1650
2018,21,Indiana,167,1098
2018,21,Michigan,0,41506
2018,21,Michigan,5,1209
2018,21,Michigan,21,1649
2018,21,Michigan,65,2524
2018,21,Michigan,75,1432
2018,21,Michigan,77,2176
2018,21,Michigan,81,4636
2018,21,Michigan,93,2052
2018,21,Michigan,99,6541
2018,21,Michigan,115,1283
2018,21,Michigan,121,1695
2018,21,Michigan,125,10545
2018,21,Michigan,139,2392
2018,21,Michigan,145,1871
2018,21,Michigan,147,1718
2018,21,Michigan,161,3193
2018,21,Michigan,163,12997
2018,21,Ohio,0,50757
2018,21,Ohio,3,1237
2018,21,Ohio,7,1062
2018,21,Ohio,17,3372
2018,21,Ohio,23,1511
2018,21,Ohio,29,1059
2018,21,Ohio,35,12933
2018,21,Ohio,41,1916
2018,21,Ohio,45,1533
2018,21,Ohio,49,10707
2018,21,Ohio,57,1673
2018,21,Ohio,61,7528
2018,21,Ohio,89,1662
2018,21,Ohio,93,2980
2018,21,Ohio,103,1760
2018,21,Ohio,109,1000
2018,21,Ohio,113,5028
2018,21,Ohio,133,1560
2018,21,Ohio,139,1181
2018,21,Ohio,153,5128
2018,21,Ohio,165,1910
2018,21,Ohio,169,1589
2018,21,Wisconsin,0,34558
2018,21,Wisconsin,9,1693
2018,21,Wisconsin,25,3695
2018,21,Wisconsin,59,1005
2018,21,Wisconsin,63,923
2018,21,Wisconsin,73,1644
2018,21,Wisconsin,79,6014
2018,21,Wisconsin,87,1494
2018,21,Wisconsin,101,1239
2018,21,Wisconsin,105,1327
2018,21,Wisconsin,117,1135
2018,21,Wisconsin,127,928
2018,21,Wisconsin,133,2872
2018,21,Wisconsin,139,1306
2018,22,Iowa,0,27397
2018,22,Iowa,13,1070
2018,22,Iowa,103,999
2018,22,Iowa,113,1615
2018,22,Iowa,163,1281
2018,22,Kansas,0,22639
2018,22,Kansas,45,816
2018,22,Kansas,91,4740
2018,22,Kansas,209,1372
2018,22,Minnesota,0,34471
2018,22,Minnesota,3,2208
2018,22,Minnesota,37,2705
2018,22,Minnesota,53,7392
2018,22,Minnesota,109,1214
2018,22,Minnesota,123,3354
2018,22,Minnesota,145,1669
2018,22,Minnesota,163,1689
2018,22,Minnesota,171,1081
2018,22,Missouri,0,37676
2018,22,Missouri,19,1372
2018,22,Missouri,71,889
2018,22,Missouri,95,6190
2018,22,Missouri,99,1745
2018,22,Missouri,183,3605
2018,22,Missouri,189,8441
2018,22,Missouri,510,2498
2018,22,Nebraska,0,11426
2018,22,Nebraska,55,4277
2018,22,Nebraska,109,2388
2018,22,Nebraska,153,1360
2018,22,North Dakota,0,6649
2018,22,North Dakota,17,1227
2018,22,South Dakota,0,8986
2018,31,Delaware,1,1545
2018,31,Delaware,3,4952
2018,31,Delaware,5,2626
2018,31,District of Columbia,1,6549
2018,31,Florida,0,52484
2018,31,Florida,1,2636
2018,31,Florida,9,5512
2018,31,Florida,11,16384
2018,31,Florida,15,1861
2018,31,Florida,17,1281
2018,31,Florida,19,1728
2018,31,Florida,21,3296
2018,31,Florida,31,8833
2018,31,Florida,33,3237
2018,31,Florida,53,2083
2018,31,Florida,57,15104
2018,31,Florida,61,1259
2018,31,Florida,71,7584
2018,31,Florida,73,2913
2018,31,Florida,81,3666
2018,31,Florida,83,2957
2018,31,Florida,85,1600
2018,31,Florida,91,2291
2018,31,Florida,95,11169
2018,31,Florida,97,2318
2018,31,Florida,99,14879
2018,31,Florida,101,6359
2018,31,Florida,103,10860
2018,31,Florida,105,7183
2018,31,Florida,111,2120
2018,31,Florida,113,1548
2018,31,Florida,115,4387
2018,31,Florida,117,4628
2018,31,Georgia,0,58320
2018,31,Georgia,15,911
2018,31,Georgia,21,1626
2018,31,Georgia,45,1058
2018,31,Georgia,51,2842
2018,31,Georgia,57,2018
2018,31,Georgia,59,1374
2018,31,Georgia,63,2241
2018,31,Georgia,67,6934
2018,31,Georgia,73,1181
2018,31,Georgia,77,1351
2018,31,Georgia,97,999
2018,31,Georgia,113,1184
2018,31,Georgia,117,3146
2018,31,Georgia,135,7016
2018,31,Georgia,139,2044
2018,31,Georgia,151,1561
2018,31,Georgia,185,1118
2018,31,Georgia,223,1131
2018,31,Georgia,245,1825
2018,31,Georgia,313,975
2018,31,Maryland,0,7529
2018,31,Maryland,3,4938
2018,31,Maryland,5,8195
2018,31,Maryland,13,1974
2018,31,Maryland,15,915
2018,31,Maryland,17,1390
2018,31,Maryland,21,3057
2018,31,Maryland,25,2405
2018,31,Maryland,27,2929
2018,31,Maryland,31,10733
2018,31,Maryland,33,8760
2018,31,Maryland,43,1595
2018,31,Maryland,510,5420
2018,31,North Carolina,0,45136
2018,31,North Carolina,1,1988
2018,31,North Carolina,19,1411
2018,31,North Carolina,21,2458
2018,31,North Carolina,35,1518
2018,31,North Carolina,49,945
2018,31,North Carolina,51,3607
2018,31,North Carolina,57,1436
2018,31,North Carolina,63,2549
2018,31,North Carolina,67,3784
2018,31,North Carolina,71,2591
2018,31,North Carolina,81,4998
2018,31,North Carolina,85,1985
2018,31,North Carolina,101,1426
2018,31,North Carolina,119,10020
2018,31,North Carolina,135,1659
2018,31,North Carolina,147,1488
2018,31,North Carolina,151,1357
2018,31,North Carolina,159,1309
2018,31,North Carolina,183,9794
2018,31,North Carolina,191,1064
2018,31,South Carolina,0,39008
2018,31,South Carolina,7,1853
2018,31,South Carolina,51,3150
2018,31,South Carolina,83,3233
2018,31,South Carolina,91,2574
2018,31,Virginia,0,59995
2018,31,Virginia,13,2301
2018,31,Virginia,41,3180
2018,31,Virginia,87,2787
2018,31,Virginia,107,3862
2018,31,Virginia,510,1587
2018,31,Virginia,550,2000
2018,31,Virginia,650,1036
2018,31,Virginia,700,1535
2018,31,Virginia,760,2151
2018,31,Virginia,810,4321
2018,31,West Virginia,0,18066
2018,32,Alabama,0,32038
2018,32,Alabama,3,1631
2018,32,Alabama,15,1017
2018,32,Alabama,55,1028
2018,32,Alabama,73,5482
2018,32,Alabama,81,1094
2018,32,Alabama,97,3492
2018,32,Alabama,117,1995
2018,32,Kentucky,0,30559
2018,32,Kentucky,15,945
2018,32,Kentucky,67,3011
2018,32,Kentucky,111,8357
2018,32,Kentucky,117,1590
2018,32,Kentucky,227,1013
2018,32,Mississippi,0,24507
2018,32,Mississippi,33,1719
2018,32,Mississippi,47,1788
2018,32,Mississippi,59,1110
2018,32,Tennessee,0,39697
2018,32,Tennessee,9,1399
2018,32,Tennessee,37,6490
2018,32,Tennessee,65,3763
2018,32,Tennessee,149,2397
2018,32,Tennessee,157,7505
2018,32,Tennessee,165,2036
2018,32,Tennessee,179,1142
2018,32,Tennessee,187,2271
2018,32,Tennessee,189,1250
2018,33,Arkansas,0,22008
2018,33,Arkansas,7,2698
2018,33,Arkansas,119,2908
2018,33,Arkansas,125,991
2018,33,Arkansas,143,1898
2018,33,Louisiana,0,26478
2018,33,Louisiana,5,806
2018,33,Louisiana,17,2080
2018,33,Louisiana,33,3275
2018,33,Louisiana,55,1846
2018,33,Louisiana,71,4758
2018,33,Louisiana,73,1392
2018,33,Louisiana,103,2169
2018,33,Louisiana,109,785
2018,33,Oklahoma,0,30044
2018,33,Oklahoma,17,943
2018,33,Oklahoma,27,1737
2018,33,Oklahoma,109,4924
2018,33,Texas,0,58397
2018,33,Texas,27,3106
2018,33,Texas,29,17905
2018,33,Texas,39,3008
2018,33,Texas,41,1975
2018,33,Texas,61,4034
2018,33,Texas,85,9710
2018,33,Texas,91,1310
2018,33,Texas,113,24362
2018,33,Texas,121,8661
2018,33,Texas,135,1247
2018,33,Texas,139,1952
2018,33,Texas,141,7257
2018,33,Texas,157,5329
2018,33,Texas,167,3159
2018,33,Texas,183,1201
2018,33,Texas,187,1642
2018,33,Texas,201,36554
2018,33,Texas,209,1653
2018,33,Texas,215,5880
2018,33,Texas,245,2522
2018,33,Texas,251,1826
2018,33,Texas,257,1494
2018,33,Texas,303,2989
2018,33,Texas,309,3087
2018,33,Texas,329,1158
2018,33,Texas,339,4072
2018,33,Texas,355,3440
2018,33,Texas,367,1481
2018,33,Texas,375,1355
2018,33,Texas,381,1490
2018,33,Texas,423,2085
2018,33,Texas,439,18768
2018,33,Texas,441,1637
2018,33,Texas,451,1159
2018,33,Texas,453,11492
2018,33,Texas,479,2700
2018,33,Texas,485,1572
2018,33,Texas,491,5431
2018,41,Arizona,0,12172
2018,41,Arizona,5,1750
2018,41,Arizona,13,41762
2018,41,Arizona,19,10405
2018,41,Arizona,25,1857
2018,41,Arizona,27,2044
2018,41,Colorado,0,52526
2018,41,Colorado,69,3402
2018,41,Idaho,0,15513
2018,41,Idaho,19,1198
2018,41,Montana,0,10336
2018,41,Nevada,0,3609
2018,41,Nevada,3,20617
2018,41,Nevada,31,4701
2018,41,New Mexico,0,14221
2018,41,New Mexico,13,1375
2018,41,New Mexico,43,1712
2018,41,New Mexico,49,1939
2018,41,Utah,0,7894
2018,41,Utah,11,3037
2018,41,Utah,35,9553
2018,41,Utah,49,7514
2018,41,Utah,53,1241
2018,41,Utah,57,2364
2018,41,Wyoming,0,5740
2018,42,Alaska,0,5302
2018,42,Alaska,20,1409
2018,42,California,0,14357
2018,42,California,1,17131
2018,42,California,7,2310
2018,42,California,13,10165
2018,42,California,17,1791
2018,42,California,19,8956
2018,42,California,23,1432
2018,42,California,25,1275
2018,42,California,29,7018
2018,42,California,31,1586
2018,42,California,37,102092
2018,42,California,39,1331
2018,42,California,41,2366
2018,42,California,47,2412
2018,42,California,55,1704
2018,42,California,59,30275
2018,42,California,61,4083
2018,42,California,65,22823
2018,42,California,67,15073
2018,42,California,71,18171
2018,42,California,73,29975
2018,42,California,75,7864
2018,42,California,77,7185
2018,42,California,79,2563
2018,42,California,81,7653
2018,42,California,83,4425
2018,42,California,85,19707
2018,42,California,87,2490
2018,42,California,89,2077
2018,42,California,95,4463
2018,42,California,97,4687
2018,42,California,99,4545
2018,42,California,107,4130
2018,42,California,111,8682
2018,42,California,113,2020
2018,42,Hawaii,0,2382
2018,42,Hawaii,1,1828
2018,42,Hawaii,3,10190
2018,42,Oregon,0,12990
2018,42,Oregon,5,3932
2018,42,Oregon,17,1328
2018,42,Oregon,19,1100
2018,42,Oregon,29,1910
2018,42,Oregon,39,4168
2018,42,Oregon,47,3267
2018,42,Oregon,51,7720
2018,42,Oregon,67,5702
2018,42,Washington,0,18827
2018,42,Washington,11,5113
2018,42,Washington,33,20678
2018,42,Washington,35,3116
2018,42,Washington,53,8629
2018,42,Washington,61,7868
2018,42,Washington,63,5227
2018,42,Washington,67,2598
2018,42,Washington,73,1859
2018,42,Washington,77,2310
