YEAR,REGION,STATE,EDUC,EDUC_COUNTS
2011,11,Connecticut,0,1924
2011,11,Connecticut,1,2903
2011,11,Connecticut,2,2530
2011,11,Connecticut,3,869
2011,11,Connecticut,4,963
2011,11,Connecticut,5,997
2011,11,Connecticut,6,9988
2011,11,Connecticut,7,4190
2011,11,Connecticut,8,1940
2011,11,Connecticut,10,5758
2011,11,Connecticut,11,4476
2011,11,Maine,0,762
2011,11,Maine,1,853
2011,11,Maine,2,871
2011,11,Maine,3,318
2011,11,Maine,4,347
2011,11,Maine,5,359
2011,11,Maine,6,4854
2011,11,Maine,7,1604
2011,11,Maine,8,944
2011,11,Maine,10,1703
2011,11,Maine,11,950
2011,11,Massachusetts,0,3976
2011,11,Massachusetts,1,5193
2011,11,Massachusetts,2,4699
2011,11,Massachusetts,3,1505
2011,11,Massachusetts,4,1734
2011,11,Massachusetts,5,1668
2011,11,Massachusetts,6,18379
2011,11,Massachusetts,7,7786
2011,11,Massachusetts,8,3904
2011,11,Massachusetts,10,11423
2011,11,Massachusetts,11,8742
2011,11,New Hampshire,0,628
2011,11,New Hampshire,1,945
2011,11,New Hampshire,2,885
2011,11,New Hampshire,3,303
2011,11,New Hampshire,4,338
2011,11,New Hampshire,5,343
2011,11,New Hampshire,6,4094
2011,11,New Hampshire,7,1644
2011,11,New Hampshire,8,964
2011,11,New Hampshire,10,2151
2011,11,New Hampshire,11,1289
2011,11,Rhode Island,0,681
2011,11,Rhode Island,1,804
2011,11,Rhode Island,2,770
2011,11,Rhode Island,3,265
2011,11,Rhode Island,4,338
2011,11,Rhode Island,5,334
2011,11,Rhode Island,6,2976
2011,11,Rhode Island,7,1396
2011,11,Rhode Island,8,644
2011,11,Rhode Island,10,1601
2011,11,Rhode Island,11,996
2011,11,Vermont,0,306
2011,11,Vermont,1,433
2011,11,Vermont,2,461
2011,11,Vermont,3,127
2011,11,Vermont,4,169
2011,11,Vermont,5,144
2011,11,Vermont,6,2114
2011,11,Vermont,7,756
2011,11,Vermont,8,385
2011,11,Vermont,10,1079
2011,11,Vermont,11,634
2011,12,New Jersey,0,5389
2011,12,New Jersey,1,7401
2011,12,New Jersey,2,6532
2011,12,New Jersey,3,1905
2011,12,New Jersey,4,2257
2011,12,New Jersey,5,2693
2011,12,New Jersey,6,25219
2011,12,New Jersey,7,9333
2011,12,New Jersey,8,4219
2011,12,New Jersey,10,14582
2011,12,New Jersey,11,8837
2011,12,New York,0,12655
2011,12,New York,1,14995
2011,12,New York,2,14852
2011,12,New York,3,4839
2011,12,New York,4,5699
2011,12,New York,5,6341
2011,12,New York,6,57036
2011,12,New York,7,21546
2011,12,New York,8,12781
2011,12,New York,10,26288
2011,12,New York,11,20142
2011,12,Pennsylvania,0,7428
2011,12,Pennsylvania,1,9166
2011,12,Pennsylvania,2,8791
2011,12,Pennsylvania,3,3048
2011,12,Pennsylvania,4,4013
2011,12,Pennsylvania,5,4212
2011,12,Pennsylvania,6,48644
2011,12,Pennsylvania,7,13012
2011,12,Pennsylvania,8,7283
2011,12,Pennsylvania,10,14838
2011,12,Pennsylvania,11,9094
2011,21,Illinois,0,7775
2011,21,Illinois,1,10191
2011,21,Illinois,2,9814
2011,21,Illinois,3,2957
2011,21,Illinois,4,3789
2011,21,Illinois,5,4003
2011,21,Illinois,6,38961
2011,21,Illinois,7,15688
2011,21,Illinois,8,7133
2011,21,Illinois,10,16813
2011,21,Illinois,11,9910
2011,21,Indiana,0,4291
2011,21,Indiana,1,5253
2011,21,Indiana,2,4811
2011,21,Indiana,3,1821
2011,21,Indiana,4,2273
2011,21,Indiana,5,2333
2011,21,Indiana,6,23706
2011,21,Indiana,7,7827
2011,21,Indiana,8,3660
2011,21,Indiana,10,6351
2011,21,Indiana,11,3583
2011,21,Michigan,0,5711
2011,21,Michigan,1,7345
2011,21,Michigan,2,6679
2011,21,Michigan,3,2354
2011,21,Michigan,4,3138
2011,21,Michigan,5,3352
2011,21,Michigan,6,33846
2011,21,Michigan,7,13132
2011,21,Michigan,8,6113
2011,21,Michigan,10,10878
2011,21,Michigan,11,6737
2011,21,Ohio,0,7475
2011,21,Ohio,1,8927
2011,21,Ohio,2,8132
2011,21,Ohio,3,2737
2011,21,Ohio,4,3766
2011,21,Ohio,5,4323
2011,21,Ohio,6,42231
2011,21,Ohio,7,14025
2011,21,Ohio,8,6546
2011,21,Ohio,10,12694
2011,21,Ohio,11,7567
2011,21,Wisconsin,0,3382
2011,21,Wisconsin,1,4441
2011,21,Wisconsin,2,4277
2011,21,Wisconsin,3,1182
2011,21,Wisconsin,4,1559
2011,21,Wisconsin,5,1795
2011,21,Wisconsin,6,21540
2011,21,Wisconsin,7,6965
2011,21,Wisconsin,8,4226
2011,21,Wisconsin,10,6679
2011,21,Wisconsin,11,3395
2011,22,Iowa,0,1868
2011,22,Iowa,1,2444
2011,22,Iowa,2,2218
2011,22,Iowa,3,641
2011,22,Iowa,4,788
2011,22,Iowa,5,889
2011,22,Iowa,6,11302
2011,22,Iowa,7,3891
2011,22,Iowa,8,2460
2011,22,Iowa,10,3495
2011,22,Iowa,11,1469
2011,22,Kansas,0,1972
2011,22,Kansas,1,2377
2011,22,Kansas,2,2228
2011,22,Kansas,3,576
2011,22,Kansas,4,753
2011,22,Kansas,5,869
2011,22,Kansas,6,9141
2011,22,Kansas,7,3919
2011,22,Kansas,8,1663
2011,22,Kansas,10,3641
2011,22,Kansas,11,1845
2011,22,Minnesota,0,3371
2011,22,Minnesota,1,4321
2011,22,Minnesota,2,3852
2011,22,Minnesota,3,1055
2011,22,Minnesota,4,1301
2011,22,Minnesota,5,1461
2011,22,Minnesota,6,17131
2011,22,Minnesota,7,7370
2011,22,Minnesota,8,4303
2011,22,Minnesota,10,7317
2011,22,Minnesota,11,3335
2011,22,Missouri,0,3843
2011,22,Missouri,1,4777
2011,22,Missouri,2,4685
2011,22,Missouri,3,1594
2011,22,Missouri,4,2191
2011,22,Missouri,5,2227
2011,22,Missouri,6,21166
2011,22,Missouri,7,7730
2011,22,Missouri,8,3061
2011,22,Missouri,10,6784
2011,22,Missouri,11,4052
2011,22,Nebraska,0,1156
2011,22,Nebraska,1,1514
2011,22,Nebraska,2,1333
2011,22,Nebraska,3,393
2011,22,Nebraska,4,468
2011,22,Nebraska,5,502
2011,22,Nebraska,6,6065
2011,22,Nebraska,7,2487
2011,22,Nebraska,8,1416
2011,22,Nebraska,10,2402
2011,22,Nebraska,11,977
2011,22,North Dakota,0,409
2011,22,North Dakota,1,510
2011,22,North Dakota,2,565
2011,22,North Dakota,3,153
2011,22,North Dakota,4,194
2011,22,North Dakota,5,160
2011,22,North Dakota,6,2175
2011,22,North Dakota,7,1028
2011,22,North Dakota,8,663
2011,22,North Dakota,10,885
2011,22,North Dakota,11,245
2011,22,South Dakota,0,540
2011,22,South Dakota,1,669
2011,22,South Dakota,2,671
2011,22,South Dakota,3,177
2011,22,South Dakota,4,223
2011,22,South Dakota,5,224
2011,22,South Dakota,6,2880
2011,22,South Dakota,7,1155
2011,22,South Dakota,8,597
2011,22,South Dakota,10,909
2011,22,South Dakota,11,371
2011,31,Delaware,0,521
2011,31,Delaware,1,735
2011,31,Delaware,2,579
2011,31,Delaware,3,195
2011,31,Delaware,4,278
2011,31,Delaware,5,283
2011,31,Delaware,6,2885
2011,31,Delaware,7,1081
2011,31,Delaware,8,484
2011,31,Delaware,10,1162
2011,31,Delaware,11,791
2011,31,District of Columbia,0,319
2011,31,District of Columbia,1,383
2011,31,District of Columbia,2,295
2011,31,District of Columbia,3,121
2011,31,District of Columbia,4,164
2011,31,District of Columbia,5,178
2011,31,District of Columbia,6,1316
2011,31,District of Columbia,7,764
2011,31,District of Columbia,8,160
2011,31,District of Columbia,10,1187
2011,31,District of Columbia,11,1375
2011,31,Florida,0,10759
2011,31,Florida,1,13981
2011,31,Florida,2,13593
2011,31,Florida,3,4773
2011,31,Florida,4,5489
2011,31,Florida,5,6008
2011,31,Florida,6,61239
2011,31,Florida,7,23452
2011,31,Florida,8,13098
2011,31,Florida,10,24582
2011,31,Florida,11,14226
2011,31,Georgia,0,6323
2011,31,Georgia,1,8021
2011,31,Georgia,2,7589
2011,31,Georgia,3,2965
2011,31,Georgia,4,3468
2011,31,Georgia,5,3534
2011,31,Georgia,6,28875
2011,31,Georgia,7,11605
2011,31,Georgia,8,4347
2011,31,Georgia,10,11074
2011,31,Georgia,11,6597
2011,31,Maryland,0,3407
2011,31,Maryland,1,4299
2011,31,Maryland,2,3980
2011,31,Maryland,3,1386
2011,31,Maryland,4,1646
2011,31,Maryland,5,1844
2011,31,Maryland,6,15994
2011,31,Maryland,7,6860
2011,31,Maryland,8,2743
2011,31,Maryland,10,8856
2011,31,Maryland,11,7320
2011,31,North Carolina,0,6267
2011,31,North Carolina,1,7452
2011,31,North Carolina,2,7457
2011,31,North Carolina,3,2924
2011,31,North Carolina,4,3469
2011,31,North Carolina,5,3278
2011,31,North Carolina,6,28527
2011,31,North Carolina,7,12633
2011,31,North Carolina,8,5997
2011,31,North Carolina,10,11934
2011,31,North Carolina,11,6222
2011,31,South Carolina,0,3042
2011,31,South Carolina,1,3639
2011,31,South Carolina,2,3606
2011,31,South Carolina,3,1386
2011,31,South Carolina,4,1738
2011,31,South Carolina,5,1781
2011,31,South Carolina,6,15082
2011,31,South Carolina,7,6044
2011,31,South Carolina,8,2937
2011,31,South Carolina,10,5190
2011,31,South Carolina,11,2922
2011,31,Virginia,0,4995
2011,31,Virginia,1,6279
2011,31,Virginia,2,6090
2011,31,Virginia,3,1902
2011,31,Virginia,4,2458
2011,31,Virginia,5,2494
2011,31,Virginia,6,22440
2011,31,Virginia,7,10200
2011,31,Virginia,8,4189
2011,31,Virginia,10,11941
2011,31,Virginia,11,8377
2011,31,West Virginia,0,1040
2011,31,West Virginia,1,1186
2011,31,West Virginia,2,1478
2011,31,West Virginia,3,582
2011,31,West Virginia,4,696
2011,31,West Virginia,5,631
2011,31,West Virginia,6,7249
2011,31,West Virginia,7,2034
2011,31,West Virginia,8,879
2011,31,West Virginia,10,1609
2011,31,West Virginia,11,981
2011,32,Alabama,0,3143
2011,32,Alabama,1,3610
2011,32,Alabama,2,3905
2011,32,Alabama,3,1561
2011,32,Alabama,4,1999
2011,32,Alabama,5,1989
2011,32,Alabama,6,15709
2011,32,Alabama,7,6389
2011,32,Alabama,8,2608
2011,32,Alabama,10,4745
2011,32,Alabama,11,2921
2011,32,Kentucky,0,2832
2011,32,Kentucky,1,3465
2011,32,Kentucky,2,4114
2011,32,Kentucky,3,1340
2011,32,Kentucky,4,1595
2011,32,Kentucky,5,1568
2011,32,Kentucky,6,15055
2011,32,Kentucky,7,5212
2011,32,Kentucky,8,2265
2011,32,Kentucky,10,4002
2011,32,Kentucky,11,2858
2011,32,Mississippi,0,2086
2011,32,Mississippi,1,2497
2011,32,Mississippi,2,2601
2011,32,Mississippi,3,955
2011,32,Mississippi,4,1211
2011,32,Mississippi,5,1270
2011,32,Mississippi,6,8985
2011,32,Mississippi,7,3955
2011,32,Mississippi,8,1699
2011,32,Mississippi,10,2716
2011,32,Mississippi,11,1479
2011,32,Tennessee,0,4060
2011,32,Tennessee,1,4741
2011,32,Tennessee,2,5264
2011,32,Tennessee,3,1811
2011,32,Tennessee,4,2178
2011,32,Tennessee,5,2428
2011,32,Tennessee,6,21921
2011,32,Tennessee,7,7712
2011,32,Tennessee,8,2713
2011,32,Tennessee,10,6913
2011,32,Tennessee,11,3851
2011,33,Arkansas,0,1871
2011,33,Arkansas,1,2379
2011,33,Arkansas,2,2552
2011,33,Arkansas,3,873
2011,33,Arkansas,4,1084
2011,33,Arkansas,5,1119
2011,33,Arkansas,6,10876
2011,33,Arkansas,7,3600
2011,33,Arkansas,8,1253
2011,33,Arkansas,10,2505
2011,33,Arkansas,11,1295
2011,33,Louisiana,0,2867
2011,33,Louisiana,1,3788
2011,33,Louisiana,2,3747
2011,33,Louisiana,3,1396
2011,33,Louisiana,4,1723
2011,33,Louisiana,5,1878
2011,33,Louisiana,6,14847
2011,33,Louisiana,7,5687
2011,33,Louisiana,8,1589
2011,33,Louisiana,10,4488
2011,33,Louisiana,11,2394
2011,33,Oklahoma,0,2591
2011,33,Oklahoma,1,3129
2011,33,Oklahoma,2,3011
2011,33,Oklahoma,3,1071
2011,33,Oklahoma,4,1294
2011,33,Oklahoma,5,1516
2011,33,Oklahoma,6,12639
2011,33,Oklahoma,7,4856
2011,33,Oklahoma,8,1971
2011,33,Oklahoma,10,3758
2011,33,Oklahoma,11,1814
2011,33,Texas,0,19460
2011,33,Texas,1,23712
2011,33,Texas,2,23200
2011,33,Texas,3,8513
2011,33,Texas,4,7679
2011,33,Texas,5,8238
2011,33,Texas,6,67938
2011,33,Texas,7,31363
2011,33,Texas,8,11149
2011,33,Texas,10,29336
2011,33,Texas,11,14948
2011,41,Arizona,0,4761
2011,41,Arizona,1,5407
2011,41,Arizona,2,5302
2011,41,Arizona,3,1786
2011,41,Arizona,4,1942
2011,41,Arizona,5,2228
2011,41,Arizona,6,17891
2011,41,Arizona,7,9395
2011,41,Arizona,8,3834
2011,41,Arizona,10,7793
2011,41,Arizona,11,4578
2011,41,Colorado,0,3161
2011,41,Colorado,1,4117
2011,41,Colorado,2,3322
2011,41,Colorado,3,1143
2011,41,Colorado,4,1217
2011,41,Colorado,5,1386
2011,41,Colorado,6,13068
2011,41,Colorado,7,6837
2011,41,Colorado,8,3097
2011,41,Colorado,10,8500
2011,41,Colorado,11,4977
2011,41,Idaho,0,1215
2011,41,Idaho,1,1474
2011,41,Idaho,2,1213
2011,41,Idaho,3,408
2011,41,Idaho,4,425
2011,41,Idaho,5,496
2011,41,Idaho,6,4732
2011,41,Idaho,7,2282
2011,41,Idaho,8,993
2011,41,Idaho,10,1775
2011,41,Idaho,11,769
2011,41,Montana,0,603
2011,41,Montana,1,714
2011,41,Montana,2,648
2011,41,Montana,3,213
2011,41,Montana,4,266
2011,41,Montana,5,263
2011,41,Montana,6,3198
2011,41,Montana,7,1522
2011,41,Montana,8,572
2011,41,Montana,10,1387
2011,41,Montana,11,579
2011,41,Nevada,0,1936
2011,41,Nevada,1,2098
2011,41,Nevada,2,2001
2011,41,Nevada,3,696
2011,41,Nevada,4,766
2011,41,Nevada,5,990
2011,41,Nevada,6,8361
2011,41,Nevada,7,3685
2011,41,Nevada,8,1426
2011,41,Nevada,10,2703
2011,41,Nevada,11,1451
2011,41,New Mexico,0,1490
2011,41,New Mexico,1,1642
2011,41,New Mexico,2,1720
2011,41,New Mexico,3,588
2011,41,New Mexico,4,698
2011,41,New Mexico,5,796
2011,41,New Mexico,6,5478
2011,41,New Mexico,7,2803
2011,41,New Mexico,8,1002
2011,41,New Mexico,10,1959
2011,41,New Mexico,11,1601
2011,41,Utah,0,2466
2011,41,Utah,1,2909
2011,41,Utah,2,2069
2011,41,Utah,3,546
2011,41,Utah,4,686
2011,41,Utah,5,872
2011,41,Utah,6,7067
2011,41,Utah,7,4085
2011,41,Utah,8,1787
2011,41,Utah,10,3557
2011,41,Utah,11,1707
2011,41,Wyoming,0,395
2011,41,Wyoming,1,466
2011,41,Wyoming,2,350
2011,41,Wyoming,3,113
2011,41,Wyoming,4,141
2011,41,Wyoming,5,167
2011,41,Wyoming,6,1882
2011,41,Wyoming,7,868
2011,41,Wyoming,8,415
2011,41,Wyoming,10,657
2011,41,Wyoming,11,344
2011,42,Alaska,0,647
2011,42,Alaska,1,714
2011,42,Alaska,2,622
2011,42,Alaska,3,144
2011,42,Alaska,4,218
2011,42,Alaska,5,265
2011,42,Alaska,6,2163
2011,42,Alaska,7,996
2011,42,Alaska,8,300
2011,42,Alaska,10,623
2011,42,Alaska,11,368
2011,42,California,0,28135
2011,42,California,1,32623
2011,42,California,2,33775
2011,42,California,3,10565
2011,42,California,4,9752
2011,42,California,5,12503
2011,42,California,6,90223
2011,42,California,7,49542
2011,42,California,8,20826
2011,42,California,10,50803
2011,42,California,11,30062
2011,42,Hawaii,0,909
2011,42,Hawaii,1,1082
2011,42,Hawaii,2,964
2011,42,Hawaii,3,280
2011,42,Hawaii,4,344
2011,42,Hawaii,5,329
2011,42,Hawaii,6,4249
2011,42,Hawaii,7,1983
2011,42,Hawaii,8,1045
2011,42,Hawaii,10,2042
2011,42,Hawaii,11,1044
2011,42,Oregon,0,2258
2011,42,Oregon,1,2872
2011,42,Oregon,2,2484
2011,42,Oregon,3,762
2011,42,Oregon,4,1033
2011,42,Oregon,5,1133
2011,42,Oregon,6,11747
2011,42,Oregon,7,5925
2011,42,Oregon,8,2364
2011,42,Oregon,10,5311
2011,42,Oregon,11,3161
2011,42,Washington,0,4530
2011,42,Washington,1,5442
2011,42,Washington,2,4653
2011,42,Washington,3,1454
2011,42,Washington,4,1592
2011,42,Washington,5,1911
2011,42,Washington,6,19209
2011,42,Washington,7,9950
2011,42,Washington,8,4917
2011,42,Washington,10,10228
2011,42,Washington,11,5876
2012,11,Connecticut,0,1890
2012,11,Connecticut,1,2783
2012,11,Connecticut,2,2567
2012,11,Connecticut,3,841
2012,11,Connecticut,4,978
2012,11,Connecticut,5,945
2012,11,Connecticut,6,10006
2012,11,Connecticut,7,4039
2012,11,Connecticut,8,1933
2012,11,Connecticut,10,5757
2012,11,Connecticut,11,4642
2012,11,Maine,0,622
2012,11,Maine,1,807
2012,11,Maine,2,819
2012,11,Maine,3,272
2012,11,Maine,4,356
2012,11,Maine,5,320
2012,11,Maine,6,4746
2012,11,Maine,7,1607
2012,11,Maine,8,886
2012,11,Maine,10,1774
2012,11,Maine,11,963
2012,11,Massachusetts,0,3706
2012,11,Massachusetts,1,5181
2012,11,Massachusetts,2,4492
2012,11,Massachusetts,3,1440
2012,11,Massachusetts,4,1656
2012,11,Massachusetts,5,1706
2012,11,Massachusetts,6,18278
2012,11,Massachusetts,7,7847
2012,11,Massachusetts,8,3758
2012,11,Massachusetts,10,11500
2012,11,Massachusetts,11,8871
2012,11,New Hampshire,0,596
2012,11,New Hampshire,1,894
2012,11,New Hampshire,2,843
2012,11,New Hampshire,3,261
2012,11,New Hampshire,4,342
2012,11,New Hampshire,5,305
2012,11,New Hampshire,6,4064
2012,11,New Hampshire,7,1598
2012,11,New Hampshire,8,928
2012,11,New Hampshire,10,2214
2012,11,New Hampshire,11,1424
2012,11,Rhode Island,0,619
2012,11,Rhode Island,1,691
2012,11,Rhode Island,2,740
2012,11,Rhode Island,3,281
2012,11,Rhode Island,4,319
2012,11,Rhode Island,5,277
2012,11,Rhode Island,6,3132
2012,11,Rhode Island,7,1330
2012,11,Rhode Island,8,703
2012,11,Rhode Island,10,1557
2012,11,Rhode Island,11,1106
2012,11,Vermont,0,286
2012,11,Vermont,1,435
2012,11,Vermont,2,388
2012,11,Vermont,3,137
2012,11,Vermont,4,149
2012,11,Vermont,5,177
2012,11,Vermont,6,2076
2012,11,Vermont,7,775
2012,11,Vermont,8,436
2012,11,Vermont,10,1047
2012,11,Vermont,11,647
2012,12,New Jersey,0,5170
2012,12,New Jersey,1,7266
2012,12,New Jersey,2,6398
2012,12,New Jersey,3,1872
2012,12,New Jersey,4,2149
2012,12,New Jersey,5,2526
2012,12,New Jersey,6,24911
2012,12,New Jersey,7,9328
2012,12,New Jersey,8,4222
2012,12,New Jersey,10,14929
2012,12,New Jersey,11,9232
2012,12,New York,0,12247
2012,12,New York,1,14946
2012,12,New York,2,14866
2012,12,New York,3,4704
2012,12,New York,4,5542
2012,12,New York,5,6046
2012,12,New York,6,56280
2012,12,New York,7,21564
2012,12,New York,8,13038
2012,12,New York,10,26968
2012,12,New York,11,20113
2012,12,Pennsylvania,0,7089
2012,12,Pennsylvania,1,8914
2012,12,Pennsylvania,2,8414
2012,12,Pennsylvania,3,2878
2012,12,Pennsylvania,4,3856
2012,12,Pennsylvania,5,3936
2012,12,Pennsylvania,6,48087
2012,12,Pennsylvania,7,12723
2012,12,Pennsylvania,8,7868
2012,12,Pennsylvania,10,15453
2012,12,Pennsylvania,11,9387
2012,21,Illinois,0,7561
2012,21,Illinois,1,10211
2012,21,Illinois,2,9581
2012,21,Illinois,3,2840
2012,21,Illinois,4,3539
2012,21,Illinois,5,3898
2012,21,Illinois,6,38630
2012,21,Illinois,7,15552
2012,21,Illinois,8,7601
2012,21,Illinois,10,17512
2012,21,Illinois,11,10283
2012,21,Indiana,0,4330
2012,21,Indiana,1,5339
2012,21,Indiana,2,4885
2012,21,Indiana,3,1716
2012,21,Indiana,4,2261
2012,21,Indiana,5,2266
2012,21,Indiana,6,23577
2012,21,Indiana,7,7683
2012,21,Indiana,8,3788
2012,21,Indiana,10,6748
2012,21,Indiana,11,3777
2012,21,Michigan,0,5556
2012,21,Michigan,1,7103
2012,21,Michigan,2,6439
2012,21,Michigan,3,2216
2012,21,Michigan,4,3080
2012,21,Michigan,5,3250
2012,21,Michigan,6,33497
2012,21,Michigan,7,13242
2012,21,Michigan,8,6426
2012,21,Michigan,10,11034
2012,21,Michigan,11,6744
2012,21,Ohio,0,7044
2012,21,Ohio,1,8761
2012,21,Ohio,2,7953
2012,21,Ohio,3,2761
2012,21,Ohio,4,3596
2012,21,Ohio,5,4164
2012,21,Ohio,6,41478
2012,21,Ohio,7,13897
2012,21,Ohio,8,6836
2012,21,Ohio,10,13243
2012,21,Ohio,11,7518
2012,21,Wisconsin,0,3321
2012,21,Wisconsin,1,4395
2012,21,Wisconsin,2,4020
2012,21,Wisconsin,3,1145
2012,21,Wisconsin,4,1481
2012,21,Wisconsin,5,1735
2012,21,Wisconsin,6,20710
2012,21,Wisconsin,7,6990
2012,21,Wisconsin,8,4294
2012,21,Wisconsin,10,6929
2012,21,Wisconsin,11,3464
2012,22,Iowa,0,1814
2012,22,Iowa,1,2393
2012,22,Iowa,2,2163
2012,22,Iowa,3,602
2012,22,Iowa,4,753
2012,22,Iowa,5,782
2012,22,Iowa,6,11215
2012,22,Iowa,7,3905
2012,22,Iowa,8,2583
2012,22,Iowa,10,3690
2012,22,Iowa,11,1558
2012,22,Kansas,0,1846
2012,22,Kansas,1,2366
2012,22,Kansas,2,2157
2012,22,Kansas,3,624
2012,22,Kansas,4,772
2012,22,Kansas,5,833
2012,22,Kansas,6,9197
2012,22,Kansas,7,3961
2012,22,Kansas,8,1680
2012,22,Kansas,10,3753
2012,22,Kansas,11,1950
2012,22,Minnesota,0,3260
2012,22,Minnesota,1,4339
2012,22,Minnesota,2,3557
2012,22,Minnesota,3,1001
2012,22,Minnesota,4,1239
2012,22,Minnesota,5,1447
2012,22,Minnesota,6,17111
2012,22,Minnesota,7,7181
2012,22,Minnesota,8,4530
2012,22,Minnesota,10,7413
2012,22,Minnesota,11,3276
2012,22,Missouri,0,3863
2012,22,Missouri,1,4640
2012,22,Missouri,2,4521
2012,22,Missouri,3,1515
2012,22,Missouri,4,1999
2012,22,Missouri,5,2161
2012,22,Missouri,6,21294
2012,22,Missouri,7,7730
2012,22,Missouri,8,3102
2012,22,Missouri,10,6806
2012,22,Missouri,11,4008
2012,22,Nebraska,0,1257
2012,22,Nebraska,1,1621
2012,22,Nebraska,2,1312
2012,22,Nebraska,3,377
2012,22,Nebraska,4,445
2012,22,Nebraska,5,504
2012,22,Nebraska,6,5887
2012,22,Nebraska,7,2506
2012,22,Nebraska,8,1413
2012,22,Nebraska,10,2459
2012,22,Nebraska,11,1102
2012,22,North Dakota,0,444
2012,22,North Dakota,1,525
2012,22,North Dakota,2,570
2012,22,North Dakota,3,125
2012,22,North Dakota,4,173
2012,22,North Dakota,5,185
2012,22,North Dakota,6,2163
2012,22,North Dakota,7,1013
2012,22,North Dakota,8,682
2012,22,North Dakota,10,934
2012,22,North Dakota,11,308
2012,22,South Dakota,0,570
2012,22,South Dakota,1,702
2012,22,South Dakota,2,679
2012,22,South Dakota,3,175
2012,22,South Dakota,4,209
2012,22,South Dakota,5,235
2012,22,South Dakota,6,2701
2012,22,South Dakota,7,1161
2012,22,South Dakota,8,628
2012,22,South Dakota,10,942
2012,22,South Dakota,11,378
2012,31,Delaware,0,529
2012,31,Delaware,1,650
2012,31,Delaware,2,560
2012,31,Delaware,3,179
2012,31,Delaware,4,255
2012,31,Delaware,5,291
2012,31,Delaware,6,2816
2012,31,Delaware,7,1025
2012,31,Delaware,8,453
2012,31,Delaware,10,1255
2012,31,Delaware,11,802
2012,31,District of Columbia,0,338
2012,31,District of Columbia,1,371
2012,31,District of Columbia,2,289
2012,31,District of Columbia,3,129
2012,31,District of Columbia,4,142
2012,31,District of Columbia,5,192
2012,31,District of Columbia,6,1338
2012,31,District of Columbia,7,719
2012,31,District of Columbia,8,147
2012,31,District of Columbia,10,1219
2012,31,District of Columbia,11,1419
2012,31,Florida,0,10630
2012,31,Florida,1,13402
2012,31,Florida,2,12759
2012,31,Florida,3,4373
2012,31,Florida,4,5453
2012,31,Florida,5,5577
2012,31,Florida,6,60367
2012,31,Florida,7,23160
2012,31,Florida,8,13570
2012,31,Florida,10,25862
2012,31,Florida,11,14897
2012,31,Georgia,0,6338
2012,31,Georgia,1,8165
2012,31,Georgia,2,7605
2012,31,Georgia,3,2847
2012,31,Georgia,4,3370
2012,31,Georgia,5,3493
2012,31,Georgia,6,28258
2012,31,Georgia,7,12033
2012,31,Georgia,8,4698
2012,31,Georgia,10,12106
