YEAR,REGION,STATE,EDUC,EDUC_COUNTS
2017,31,Maryland,0,3361
2017,31,Maryland,1,4501
2017,31,Maryland,2,3605
2017,31,Maryland,3,1200
2017,31,Maryland,4,1286
2017,31,Maryland,5,1386
2017,31,Maryland,6,15520
2017,31,Maryland,7,6623
2017,31,Maryland,8,3072
2017,31,Maryland,10,10030
2017,31,Maryland,11,8879
2017,31,North Carolina,0,5756
2017,31,North Carolina,1,7514
2017,31,North Carolina,2,6615
2017,31,North Carolina,3,2610
2017,31,North Carolina,4,2854
2017,31,North Carolina,5,2836
2017,31,North Carolina,6,28382
2017,31,North Carolina,7,12698
2017,31,North Carolina,8,7303
2017,31,North Carolina,10,15740
2017,31,North Carolina,11,8925
2017,31,South Carolina,0,2842
2017,31,South Carolina,1,3607
2017,31,South Carolina,2,3122
2017,31,South Carolina,3,1161
2017,31,South Carolina,4,1494
2017,31,South Carolina,5,1466
2017,31,South Carolina,6,15212
2017,31,South Carolina,7,6055
2017,31,South Carolina,8,3528
2017,31,South Carolina,10,6835
2017,31,South Carolina,11,4116
2017,31,Virginia,0,4937
2017,31,Virginia,1,6456
2017,31,Virginia,2,5378
2017,31,Virginia,3,1656
2017,31,Virginia,4,2033
2017,31,Virginia,5,2051
2017,31,Virginia,6,21639
2017,31,Virginia,7,9509
2017,31,Virginia,8,5022
2017,31,Virginia,10,14537
2017,31,Virginia,11,11204
2017,31,West Virginia,0,928
2017,31,West Virginia,1,1157
2017,31,West Virginia,2,1248
2017,31,West Virginia,3,468
2017,31,West Virginia,4,542
2017,31,West Virginia,5,512
2017,31,West Virginia,6,7008
2017,31,West Virginia,7,1951
2017,31,West Virginia,8,1001
2017,31,West Virginia,10,1783
2017,31,West Virginia,11,1160
2017,32,Alabama,0,2759
2017,32,Alabama,1,3407
2017,32,Alabama,2,3122
2017,32,Alabama,3,1293
2017,32,Alabama,4,1477
2017,32,Alabama,5,1657
2017,32,Alabama,6,15465
2017,32,Alabama,7,6251
2017,32,Alabama,8,3128
2017,32,Alabama,10,5559
2017,32,Alabama,11,3527
2017,32,Kentucky,0,2713
2017,32,Kentucky,1,3439
2017,32,Kentucky,2,3568
2017,32,Kentucky,3,1222
2017,32,Kentucky,4,1267
2017,32,Kentucky,5,1286
2017,32,Kentucky,6,15175
2017,32,Kentucky,7,5329
2017,32,Kentucky,8,2681
2017,32,Kentucky,10,4994
2017,32,Kentucky,11,3535
2017,32,Mississippi,0,1734
2017,32,Mississippi,1,2431
2017,32,Mississippi,2,2184
2017,32,Mississippi,3,833
2017,32,Mississippi,4,1022
2017,32,Mississippi,5,1085
2017,32,Mississippi,6,8996
2017,32,Mississippi,7,3770
2017,32,Mississippi,8,2181
2017,32,Mississippi,10,3026
2017,32,Mississippi,11,1834
2017,32,Tennessee,0,3949
2017,32,Tennessee,1,4753
2017,32,Tennessee,2,4667
2017,32,Tennessee,3,1541
2017,32,Tennessee,4,1934
2017,32,Tennessee,5,2091
2017,32,Tennessee,6,22205
2017,32,Tennessee,7,7876
2017,32,Tennessee,8,3672
2017,32,Tennessee,10,8698
2017,32,Tennessee,11,5189
2017,33,Arkansas,0,1812
2017,33,Arkansas,1,2281
2017,33,Arkansas,2,2160
2017,33,Arkansas,3,782
2017,33,Arkansas,4,890
2017,33,Arkansas,5,1095
2017,33,Arkansas,6,10686
2017,33,Arkansas,7,3730
2017,33,Arkansas,8,1608
2017,33,Arkansas,10,3229
2017,33,Arkansas,11,1748
2017,33,Louisiana,0,2596
2017,33,Louisiana,1,3440
2017,33,Louisiana,2,3131
2017,33,Louisiana,3,1207
2017,33,Louisiana,4,1430
2017,33,Louisiana,5,1680
2017,33,Louisiana,6,14543
2017,33,Louisiana,7,5659
2017,33,Louisiana,8,1972
2017,33,Louisiana,10,5317
2017,33,Louisiana,11,3049
2017,33,Oklahoma,0,2368
2017,33,Oklahoma,1,3244
2017,33,Oklahoma,2,2786
2017,33,Oklahoma,3,940
2017,33,Oklahoma,4,1116
2017,33,Oklahoma,5,1224
2017,33,Oklahoma,6,12515
2017,33,Oklahoma,7,4847
2017,33,Oklahoma,8,2096
2017,33,Oklahoma,10,4016
2017,33,Oklahoma,11,1953
2017,33,Texas,0,19205
2017,33,Texas,1,23746
2017,33,Texas,2,22505
2017,33,Texas,3,7874
2017,33,Texas,4,7083
2017,33,Texas,5,7808
2017,33,Texas,6,70800
2017,33,Texas,7,33015
2017,33,Texas,8,14302
2017,33,Texas,10,38486
2017,33,Texas,11,21018
2017,41,Arizona,0,4433
2017,41,Arizona,1,5237
2017,41,Arizona,2,5001
2017,41,Arizona,3,1771
2017,41,Arizona,4,1730
2017,41,Arizona,5,2002
2017,41,Arizona,6,19230
2017,41,Arizona,7,9811
2017,41,Arizona,8,4400
2017,41,Arizona,10,9447
2017,41,Arizona,11,5801
2017,41,Colorado,0,3165
2017,41,Colorado,1,4278
2017,41,Colorado,2,3441
2017,41,Colorado,3,1040
2017,41,Colorado,4,1187
2017,41,Colorado,5,1251
2017,41,Colorado,6,13348
2017,41,Colorado,7,7002
2017,41,Colorado,8,3451
2017,41,Colorado,10,10918
2017,41,Colorado,11,6519
2017,41,Idaho,0,1156
2017,41,Idaho,1,1434
2017,41,Idaho,2,1166
2017,41,Idaho,3,355
2017,41,Idaho,4,428
2017,41,Idaho,5,485
2017,41,Idaho,6,4945
2017,41,Idaho,7,2346
2017,41,Idaho,8,1172
2017,41,Idaho,10,2103
2017,41,Idaho,11,946
2017,41,Montana,0,609
2017,41,Montana,1,769
2017,41,Montana,2,606
2017,41,Montana,3,170
2017,41,Montana,4,191
2017,41,Montana,5,271
2017,41,Montana,6,3144
2017,41,Montana,7,1441
2017,41,Montana,8,701
2017,41,Montana,10,1587
2017,41,Montana,11,732
2017,41,Nevada,0,1884
2017,41,Nevada,1,2194
2017,41,Nevada,2,1850
2017,41,Nevada,3,678
2017,41,Nevada,4,622
2017,41,Nevada,5,842
2017,41,Nevada,6,8897
2017,41,Nevada,7,4069
2017,41,Nevada,8,1802
2017,41,Nevada,10,3628
2017,41,Nevada,11,1947
2017,41,New Mexico,0,1178
2017,41,New Mexico,1,1588
2017,41,New Mexico,2,1395
2017,41,New Mexico,3,522
2017,41,New Mexico,4,601
2017,41,New Mexico,5,624
2017,41,New Mexico,6,5426
2017,41,New Mexico,7,2715
2017,41,New Mexico,8,1149
2017,41,New Mexico,10,2118
2017,41,New Mexico,11,1705
2017,41,Utah,0,2433
2017,41,Utah,1,3238
2017,41,Utah,2,2293
2017,41,Utah,3,643
2017,41,Utah,4,690
2017,41,Utah,5,818
2017,41,Utah,6,7463
2017,41,Utah,7,4361
2017,41,Utah,8,2098
2017,41,Utah,10,4512
2017,41,Utah,11,2355
2017,41,Wyoming,0,360
2017,41,Wyoming,1,563
2017,41,Wyoming,2,401
2017,41,Wyoming,3,109
2017,41,Wyoming,4,115
2017,41,Wyoming,5,161
2017,41,Wyoming,6,1762
2017,41,Wyoming,7,820
2017,41,Wyoming,8,460
2017,41,Wyoming,10,727
2017,41,Wyoming,11,434
2017,42,Alaska,0,519
2017,42,Alaska,1,715
2017,42,Alaska,2,542
2017,42,Alaska,3,143
2017,42,Alaska,4,207
2017,42,Alaska,5,223
2017,42,Alaska,6,2118
2017,42,Alaska,7,879
2017,42,Alaska,8,340
2017,42,Alaska,10,687
2017,42,Alaska,11,373
2017,42,California,0,26605
2017,42,California,1,30449
2017,42,California,2,30135
2017,42,California,3,8781
2017,42,California,4,8266
2017,42,California,5,10465
2017,42,California,6,91791
2017,42,California,7,49986
2017,42,California,8,22878
2017,42,California,10,61113
2017,42,California,11,37106
2017,42,Hawaii,0,919
2017,42,Hawaii,1,1069
2017,42,Hawaii,2,867
2017,42,Hawaii,3,223
2017,42,Hawaii,4,251
2017,42,Hawaii,5,280
2017,42,Hawaii,6,4404
2017,42,Hawaii,7,1785
2017,42,Hawaii,8,1091
2017,42,Hawaii,10,2284
2017,42,Hawaii,11,1260
2017,42,Oregon,0,2236
2017,42,Oregon,1,2951
2017,42,Oregon,2,2334
2017,42,Oregon,3,702
2017,42,Oregon,4,901
2017,42,Oregon,5,1028
2017,42,Oregon,6,11470
2017,42,Oregon,7,5946
2017,42,Oregon,8,2854
2017,42,Oregon,10,6714
2017,42,Oregon,11,4083
2017,42,Washington,0,4601
2017,42,Washington,1,5746
2017,42,Washington,2,4302
2017,42,Washington,3,1392
2017,42,Washington,4,1519
2017,42,Washington,5,1778
2017,42,Washington,6,19723
2017,42,Washington,7,9885
2017,42,Washington,8,5878
2017,42,Washington,10,12441
2017,42,Washington,11,7430
2018,11,Connecticut,0,1751
2018,11,Connecticut,1,2576
2018,11,Connecticut,2,2256
2018,11,Connecticut,3,720
2018,11,Connecticut,4,780
2018,11,Connecticut,5,833
2018,11,Connecticut,6,9894
2018,11,Connecticut,7,3706
2018,11,Connecticut,8,2142
2018,11,Connecticut,10,6363
2018,11,Connecticut,11,5266
2018,11,Maine,0,570
2018,11,Maine,1,768
2018,11,Maine,2,783
2018,11,Maine,3,195
2018,11,Maine,4,249
2018,11,Maine,5,326
2018,11,Maine,6,4678
2018,11,Maine,7,1687
2018,11,Maine,8,981
2018,11,Maine,10,1912
2018,11,Maine,11,1126
2018,11,Massachusetts,0,3596
2018,11,Massachusetts,1,4842
2018,11,Massachusetts,2,3917
2018,11,Massachusetts,3,1328
2018,11,Massachusetts,4,1350
2018,11,Massachusetts,5,1516
2018,11,Massachusetts,6,17370
2018,11,Massachusetts,7,7359
2018,11,Massachusetts,8,4035
2018,11,Massachusetts,10,13684
2018,11,Massachusetts,11,11134
2018,11,New Hampshire,0,607
2018,11,New Hampshire,1,875
2018,11,New Hampshire,2,708
2018,11,New Hampshire,3,221
2018,11,New Hampshire,4,287
2018,11,New Hampshire,5,285
2018,11,New Hampshire,6,4109
2018,11,New Hampshire,7,1550
2018,11,New Hampshire,8,1076
2018,11,New Hampshire,10,2475
2018,11,New Hampshire,11,1587
2018,11,Rhode Island,0,568
2018,11,Rhode Island,1,731
2018,11,Rhode Island,2,573
2018,11,Rhode Island,3,176
2018,11,Rhode Island,4,264
2018,11,Rhode Island,5,237
2018,11,Rhode Island,6,3096
2018,11,Rhode Island,7,1134
2018,11,Rhode Island,8,701
2018,11,Rhode Island,10,1757
2018,11,Rhode Island,11,1252
2018,11,Vermont,0,304
2018,11,Vermont,1,380
2018,11,Vermont,2,301
2018,11,Vermont,3,90
2018,11,Vermont,4,129
2018,11,Vermont,5,131
2018,11,Vermont,6,1986
2018,11,Vermont,7,745
2018,11,Vermont,8,427
2018,11,Vermont,10,1146
2018,11,Vermont,11,797
2018,12,New Jersey,0,4797
2018,12,New Jersey,1,6624
2018,12,New Jersey,2,5515
2018,12,New Jersey,3,1565
2018,12,New Jersey,4,1757
2018,12,New Jersey,5,2061
2018,12,New Jersey,6,23844
2018,12,New Jersey,7,8985
2018,12,New Jersey,8,4674
2018,12,New Jersey,10,17358
2018,12,New Jersey,11,11406
2018,12,New York,0,11951
2018,12,New York,1,13906
2018,12,New York,2,12869
2018,12,New York,3,3975
2018,12,New York,4,4506
2018,12,New York,5,4947
2018,12,New York,6,54986
2018,12,New York,7,19782
2018,12,New York,8,14096
2018,12,New York,10,31360
2018,12,New York,11,24589
2018,12,Pennsylvania,0,6596
2018,12,Pennsylvania,1,8566
2018,12,Pennsylvania,2,7580
2018,12,Pennsylvania,3,2587
2018,12,Pennsylvania,4,2938
2018,12,Pennsylvania,5,3239
2018,12,Pennsylvania,6,47535
2018,12,Pennsylvania,7,12124
2018,12,Pennsylvania,8,8553
2018,12,Pennsylvania,10,17943
2018,12,Pennsylvania,11,11405
2018,21,Illinois,0,7360
2018,21,Illinois,1,9424
2018,21,Illinois,2,8271
2018,21,Illinois,3,2399
2018,21,Illinois,4,2815
2018,21,Illinois,5,3362
2018,21,Illinois,6,37637
2018,21,Illinois,7,14220
2018,21,Illinois,8,8351
2018,21,Illinois,10,19845
2018,21,Illinois,11,12772
2018,21,Indiana,0,4197
2018,21,Indiana,1,5299
2018,21,Indiana,2,4625
2018,21,Indiana,3,1574
2018,21,Indiana,4,1772
2018,21,Indiana,5,1936
2018,21,Indiana,6,23655
2018,21,Indiana,7,7357
2018,21,Indiana,8,4491
2018,21,Indiana,10,8210
2018,21,Indiana,11,4564
2018,21,Michigan,0,5523
2018,21,Michigan,1,6790
2018,21,Michigan,2,5799
2018,21,Michigan,3,1917
2018,21,Michigan,4,2414
2018,21,Michigan,5,2761
2018,21,Michigan,6,32995
2018,21,Michigan,7,12553
2018,21,Michigan,8,7464
2018,21,Michigan,10,13053
2018,21,Michigan,11,8150
2018,21,Ohio,0,6894
2018,21,Ohio,1,8525
2018,21,Ohio,2,7253
2018,21,Ohio,3,2348
2018,21,Ohio,4,3061
2018,21,Ohio,5,3442
2018,21,Ohio,6,41237
2018,21,Ohio,7,13351
2018,21,Ohio,8,7693
2018,21,Ohio,10,15627
2018,21,Ohio,11,9655
2018,21,Wisconsin,0,3306
2018,21,Wisconsin,1,4194
2018,21,Wisconsin,2,3697
2018,21,Wisconsin,3,1000
2018,21,Wisconsin,4,1321
2018,21,Wisconsin,5,1511
2018,21,Wisconsin,6,20558
2018,21,Wisconsin,7,6867
2018,21,Wisconsin,8,5169
2018,21,Wisconsin,10,8182
2018,21,Wisconsin,11,4028
2018,22,Iowa,0,1879
2018,22,Iowa,1,2421
2018,22,Iowa,2,2024
2018,22,Iowa,3,618
2018,22,Iowa,4,676
2018,22,Iowa,5,745
2018,22,Iowa,6,11110
2018,22,Iowa,7,3879
2018,22,Iowa,8,3007
2018,22,Iowa,10,4259
2018,22,Iowa,11,1744
2018,22,Kansas,0,1809
2018,22,Kansas,1,2298
2018,22,Kansas,2,1972
2018,22,Kansas,3,631
2018,22,Kansas,4,653
2018,22,Kansas,5,747
2018,22,Kansas,6,9137
2018,22,Kansas,7,3755
2018,22,Kansas,8,2008
2018,22,Kansas,10,4251
2018,22,Kansas,11,2306
2018,22,Minnesota,0,3260
2018,22,Minnesota,1,4260
2018,22,Minnesota,2,3296
2018,22,Minnesota,3,989
2018,22,Minnesota,4,1065
2018,22,Minnesota,5,1237
2018,22,Minnesota,6,16461
2018,22,Minnesota,7,6925
2018,22,Minnesota,8,5342
2018,22,Minnesota,10,8773
2018,22,Minnesota,11,4175
2018,22,Missouri,0,3681
2018,22,Missouri,1,4579
2018,22,Missouri,2,3990
2018,22,Missouri,3,1266
2018,22,Missouri,4,1686
2018,22,Missouri,5,1720
2018,22,Missouri,6,21162
2018,22,Missouri,7,7477
2018,22,Missouri,8,3821
2018,22,Missouri,10,8007
2018,22,Missouri,11,5027
2018,22,Nebraska,0,1251
2018,22,Nebraska,1,1550
2018,22,Nebraska,2,1219
2018,22,Nebraska,3,367
2018,22,Nebraska,4,427
2018,22,Nebraska,5,475
2018,22,Nebraska,6,5858
2018,22,Nebraska,7,2503
2018,22,Nebraska,8,1638
2018,22,Nebraska,10,2821
2018,22,Nebraska,11,1342
2018,22,North Dakota,0,533
2018,22,North Dakota,1,569
2018,22,North Dakota,2,487
2018,22,North Dakota,3,131
2018,22,North Dakota,4,143
2018,22,North Dakota,5,176
2018,22,North Dakota,6,2341
2018,22,North Dakota,7,1040
2018,22,North Dakota,8,889
2018,22,North Dakota,10,1162
2018,22,North Dakota,11,405
2018,22,South Dakota,0,627
2018,22,South Dakota,1,822
2018,22,South Dakota,2,669
2018,22,South Dakota,3,162
2018,22,South Dakota,4,197
2018,22,South Dakota,5,221
2018,22,South Dakota,6,2746
2018,22,South Dakota,7,1051
2018,22,South Dakota,8,833
2018,22,South Dakota,10,1193
2018,22,South Dakota,11,465
2018,31,Delaware,0,434
2018,31,Delaware,1,565
2018,31,Delaware,2,548
2018,31,Delaware,3,146
2018,31,Delaware,4,250
2018,31,Delaware,5,217
2018,31,Delaware,6,3025
2018,31,Delaware,7,979
2018,31,Delaware,8,566
2018,31,Delaware,10,1380
2018,31,Delaware,11,1013
2018,31,District of Columbia,0,320
2018,31,District of Columbia,1,363
2018,31,District of Columbia,2,263
2018,31,District of Columbia,3,75
2018,31,District of Columbia,4,94
2018,31,District of Columbia,5,139
2018,31,District of Columbia,6,1229
2018,31,District of Columbia,7,557
2018,31,District of Columbia,8,131
2018,31,District of Columbia,10,1509
2018,31,District of Columbia,11,1869
2018,31,Florida,0,10472
2018,31,Florida,1,12961
2018,31,Florida,2,11626
2018,31,Florida,3,4018
2018,31,Florida,4,4463
2018,31,Florida,5,5000
2018,31,Florida,6,62539
2018,31,Florida,7,23041
2018,31,Florida,8,16226
2018,31,Florida,10,32182
2018,31,Florida,11,19632
2018,31,Georgia,0,6005
2018,31,Georgia,1,7888
2018,31,Georgia,2,6881
2018,31,Georgia,3,2471
2018,31,Georgia,4,3083
2018,31,Georgia,5,3033
2018,31,Georgia,6,29256
2018,31,Georgia,7,11904
2018,31,Georgia,8,5905
2018,31,Georgia,10,14766
2018,31,Georgia,11,9663
2018,31,Maryland,0,3374
2018,31,Maryland,1,4468
2018,31,Maryland,2,3500
2018,31,Maryland,3,1176
2018,31,Maryland,4,1396
2018,31,Maryland,5,1411
2018,31,Maryland,6,15896
2018,31,Maryland,7,6290
2018,31,Maryland,8,3076
2018,31,Maryland,10,10144
2018,31,Maryland,11,9109
2018,31,North Carolina,0,5983
2018,31,North Carolina,1,7290
2018,31,North Carolina,2,6544
2018,31,North Carolina,3,2470
2018,31,North Carolina,4,2756
2018,31,North Carolina,5,2780
2018,31,North Carolina,6,28837
2018,31,North Carolina,7,12686
2018,31,North Carolina,8,7828
2018,31,North Carolina,10,16092
2018,31,North Carolina,11,9257
2018,31,South Carolina,0,2766
2018,31,South Carolina,1,3426
2018,31,South Carolina,2,3023
2018,31,South Carolina,3,1150
2018,31,South Carolina,4,1435
2018,31,South Carolina,5,1482
2018,31,South Carolina,6,15420
2018,31,South Carolina,7,6177
2018,31,South Carolina,8,3760
2018,31,South Carolina,10,6950
2018,31,South Carolina,11,4229
2018,31,Virginia,0,4812
2018,31,Virginia,1,6321
2018,31,Virginia,2,5252
2018,31,Virginia,3,1582
2018,31,Virginia,4,1967
2018,31,Virginia,5,2105
2018,31,Virginia,6,22139
2018,31,Virginia,7,9231
2018,31,Virginia,8,4984
2018,31,Virginia,10,14857
2018,31,Virginia,11,11505
2018,31,West Virginia,0,931
2018,31,West Virginia,1,1096
2018,31,West Virginia,2,1199
2018,31,West Virginia,3,476
2018,31,West Virginia,4,544
2018,31,West Virginia,5,509
2018,31,West Virginia,6,7217
2018,31,West Virginia,7,1971
2018,31,West Virginia,8,1057
2018,31,West Virginia,10,1841
2018,31,West Virginia,11,1225
2018,32,Alabama,0,2698
2018,32,Alabama,1,3330
2018,32,Alabama,2,3053
2018,32,Alabama,3,1266
2018,32,Alabama,4,1541
2018,32,Alabama,5,1624
2018,32,Alabama,6,15697
2018,32,Alabama,7,6165
2018,32,Alabama,8,3200
2018,32,Alabama,10,5716
2018,32,Alabama,11,3487
2018,32,Kentucky,0,2847
2018,32,Kentucky,1,3365
2018,32,Kentucky,2,3383
2018,32,Kentucky,3,1172
2018,32,Kentucky,4,1219
2018,32,Kentucky,5,1296
2018,32,Kentucky,6,15228
2018,32,Kentucky,7,5177
2018,32,Kentucky,8,2832
2018,32,Kentucky,10,5236
2018,32,Kentucky,11,3720
2018,32,Mississippi,0,1770
2018,32,Mississippi,1,2234
2018,32,Mississippi,2,2132
2018,32,Mississippi,3,794
2018,32,Mississippi,4,950
2018,32,Mississippi,5,976
2018,32,Mississippi,6,9048
2018,32,Mississippi,7,3761
2018,32,Mississippi,8,2235
2018,32,Mississippi,10,3223
2018,32,Mississippi,11,2001
2018,32,Tennessee,0,4076
2018,32,Tennessee,1,4927
2018,32,Tennessee,2,4673
2018,32,Tennessee,3,1510
2018,32,Tennessee,4,1891
2018,32,Tennessee,5,2014
2018,32,Tennessee,6,22563
2018,32,Tennessee,7,8135
2018,32,Tennessee,8,3836
2018,32,Tennessee,10,9061
2018,32,Tennessee,11,5264
2018,33,Arkansas,0,1882
2018,33,Arkansas,1,2505
2018,33,Arkansas,2,2180
2018,33,Arkansas,3,809
2018,33,Arkansas,4,898
2018,33,Arkansas,5,966
2018,33,Arkansas,6,10710
2018,33,Arkansas,7,3774
2018,33,Arkansas,8,1739
2018,33,Arkansas,10,3270
2018,33,Arkansas,11,1770
2018,33,Louisiana,0,2601
2018,33,Louisiana,1,3194
2018,33,Louisiana,2,3105
2018,33,Louisiana,3,1121
2018,33,Louisiana,4,1376
2018,33,Louisiana,5,1503
2018,33,Louisiana,6,14667
2018,33,Louisiana,7,5376
2018,33,Louisiana,8,2127
2018,33,Louisiana,10,5498
2018,33,Louisiana,11,3021
2018,33,Oklahoma,0,2353
2018,33,Oklahoma,1,3314
2018,33,Oklahoma,2,2675
2018,33,Oklahoma,3,971
2018,33,Oklahoma,4,1134
2018,33,Oklahoma,5,1325
2018,33,Oklahoma,6,12864
2018,33,Oklahoma,7,4844
2018,33,Oklahoma,8,2064
2018,33,Oklahoma,10,4043
2018,33,Oklahoma,11,2061
2018,33,Texas,0,18696
2018,33,Texas,1,23299
2018,33,Texas,2,22141
2018,33,Texas,3,7702
2018,33,Texas,4,7110
2018,33,Texas,5,7679
2018,33,Texas,6,73140
2018,33,Texas,7,32677
2018,33,Texas,8,14413
2018,33,Texas,10,39473
2018,33,Texas,11,21770
2018,41,Arizona,0,4484
2018,41,Arizona,1,5241
2018,41,Arizona,2,4948
2018,41,Arizona,3,1636
2018,41,Arizona,4,1585
2018,41,Arizona,5,2004
2018,41,Arizona,6,19834
2018,41,Arizona,7,9743
2018,41,Arizona,8,4680
2018,41,Arizona,10,9832
2018,41,Arizona,11,6003
2018,41,Colorado,0,3091
2018,41,Colorado,1,4277
2018,41,Colorado,2,3378
2018,41,Colorado,3,974
2018,41,Colorado,4,1040
2018,41,Colorado,5,1266
2018,41,Colorado,6,13414
2018,41,Colorado,7,6780
2018,41,Colorado,8,3614
2018,41,Colorado,10,11266
2018,41,Colorado,11,6828
2018,41,Idaho,0,1161
2018,41,Idaho,1,1389
2018,41,Idaho,2,1159
2018,41,Idaho,3,333
2018,41,Idaho,4,378
2018,41,Idaho,5,470
2018,41,Idaho,6,5068
2018,41,Idaho,7,2275
2018,41,Idaho,8,1224
2018,41,Idaho,10,2185
2018,41,Idaho,11,1069
2018,41,Montana,0,524
2018,41,Montana,1,813
2018,41,Montana,2,579
2018,41,Montana,3,197
2018,41,Montana,4,203
2018,41,Montana,5,257
2018,41,Montana,6,3149
2018,41,Montana,7,1466
2018,41,Montana,8,740
2018,41,Montana,10,1619
2018,41,Montana,11,789
2018,41,Nevada,0,1871
2018,41,Nevada,1,2131
2018,41,Nevada,2,2046
2018,41,Nevada,3,549
2018,41,Nevada,4,649
2018,41,Nevada,5,754
2018,41,Nevada,6,9223
2018,41,Nevada,7,4071
2018,41,Nevada,8,1917
2018,41,Nevada,10,3627
2018,41,Nevada,11,2089
2018,41,New Mexico,0,1045
2018,41,New Mexico,1,1461
2018,41,New Mexico,2,1464
2018,41,New Mexico,3,501
2018,41,New Mexico,4,649
2018,41,New Mexico,5,672
2018,41,New Mexico,6,5494
2018,41,New Mexico,7,2731
2018,41,New Mexico,8,1184
2018,41,New Mexico,10,2262
2018,41,New Mexico,11,1784
2018,41,Utah,0,2351
2018,41,Utah,1,3264
2018,41,Utah,2,2409
2018,41,Utah,3,645
2018,41,Utah,4,710
2018,41,Utah,5,833
2018,41,Utah,6,7729
2018,41,Utah,7,4376
2018,41,Utah,8,2189
2018,41,Utah,10,4650
2018,41,Utah,11,2447
2018,41,Wyoming,0,328
2018,41,Wyoming,1,423
2018,41,Wyoming,2,344
2018,41,Wyoming,3,101
2018,41,Wyoming,4,148
2018,41,Wyoming,5,129
2018,41,Wyoming,6,1817
2018,41,Wyoming,7,831
2018,41,Wyoming,8,504
2018,41,Wyoming,10,719
2018,41,Wyoming,11,396
2018,42,Alaska,0,488
2018,42,Alaska,1,592
2018,42,Alaska,2,519
2018,42,Alaska,3,141
2018,42,Alaska,4,145
2018,42,Alaska,5,207
2018,42,Alaska,6,2124
2018,42,Alaska,7,956
2018,42,Alaska,8,355
2018,42,Alaska,10,750
2018,42,Alaska,11,434
2018,42,California,0,26470
2018,42,California,1,29639
2018,42,California,2,29050
2018,42,California,3,8667
2018,42,California,4,8063
2018,42,California,5,10007
2018,42,California,6,92466
2018,42,California,7,49393
2018,42,California,8,23618
2018,42,California,10,62737
2018,42,California,11,38707
2018,42,Hawaii,0,855
2018,42,Hawaii,1,1001
2018,42,Hawaii,2,920
2018,42,Hawaii,3,214
2018,42,Hawaii,4,244
2018,42,Hawaii,5,314
2018,42,Hawaii,6,4279
2018,42,Hawaii,7,1716
2018,42,Hawaii,8,1208
2018,42,Hawaii,10,2344
2018,42,Hawaii,11,1305
2018,42,Oregon,0,2344
2018,42,Oregon,1,2995
2018,42,Oregon,2,2281
2018,42,Oregon,3,753
2018,42,Oregon,4,882
2018,42,Oregon,5,989
2018,42,Oregon,6,11692
2018,42,Oregon,7,6074
2018,42,Oregon,8,2962
2018,42,Oregon,10,6863
2018,42,Oregon,11,4282
2018,42,Washington,0,4626
2018,42,Washington,1,5797
2018,42,Washington,2,4390
2018,42,Washington,3,1334
2018,42,Washington,4,1391
2018,42,Washington,5,1743
2018,42,Washington,6,19890
2018,42,Washington,7,9985
2018,42,Washington,8,6119
2018,42,Washington,10,13055
2018,42,Washington,11,7895
