YEAR,REGION,STATE,FAMSIZE,FAMSIZE_COUNTS
2011,11,Connecticut,1,7166
2011,11,Connecticut,2,9504
2011,11,Connecticut,3,6507
2011,11,Connecticut,4,7592
2011,11,Connecticut,5,3830
2011,11,Connecticut,6,1290
2011,11,Connecticut,7,385
2011,11,Connecticut,8,144
2011,11,Connecticut,9,54
2011,11,Connecticut,10,20
2011,11,Connecticut,11,22
2011,11,Connecticut,12,24
2011,11,Maine,1,2703
2011,11,Maine,2,4638
2011,11,Maine,3,2277
2011,11,Maine,4,2424
2011,11,Maine,5,985
2011,11,Maine,6,324
2011,11,Maine,7,112
2011,11,Maine,8,48
2011,11,Maine,9,27
2011,11,Maine,11,11
2011,11,Maine,16,16
2011,11,Massachusetts,1,15149
2011,11,Massachusetts,2,17310
2011,11,Massachusetts,3,11862
2011,11,Massachusetts,4,14040
2011,11,Massachusetts,5,6740
2011,11,Massachusetts,6,2448
2011,11,Massachusetts,7,875
2011,11,Massachusetts,8,312
2011,11,Massachusetts,9,108
2011,11,Massachusetts,10,50
2011,11,Massachusetts,11,55
2011,11,Massachusetts,12,60
2011,11,New Hampshire,1,2425
2011,11,New Hampshire,2,4230
2011,11,New Hampshire,3,2322
2011,11,New Hampshire,4,2800
2011,11,New Hampshire,5,1160
2011,11,New Hampshire,6,414
2011,11,New Hampshire,7,119
2011,11,New Hampshire,8,56
2011,11,New Hampshire,9,27
2011,11,New Hampshire,10,20
2011,11,New Hampshire,11,11
2011,11,Rhode Island,1,2478
2011,11,Rhode Island,2,2882
2011,11,Rhode Island,3,1863
2011,11,Rhode Island,4,1884
2011,11,Rhode Island,5,1085
2011,11,Rhode Island,6,366
2011,11,Rhode Island,7,154
2011,11,Rhode Island,8,56
2011,11,Rhode Island,9,27
2011,11,Rhode Island,10,10
2011,11,Vermont,1,1347
2011,11,Vermont,2,2202
2011,11,Vermont,3,1086
2011,11,Vermont,4,1204
2011,11,Vermont,5,485
2011,11,Vermont,6,180
2011,11,Vermont,7,70
2011,11,Vermont,8,24
2011,11,Vermont,10,10
2011,12,New Jersey,1,13980
2011,12,New Jersey,2,20732
2011,12,New Jersey,3,16332
2011,12,New Jersey,4,19876
2011,12,New Jersey,5,10475
2011,12,New Jersey,6,4236
2011,12,New Jersey,7,1309
2011,12,New Jersey,8,856
2011,12,New Jersey,9,324
2011,12,New Jersey,10,90
2011,12,New Jersey,11,121
2011,12,New Jersey,12,36
2011,12,New York,1,39642
2011,12,New York,2,47762
2011,12,New York,3,33864
2011,12,New York,4,37344
2011,12,New York,5,20830
2011,12,New York,6,9132
2011,12,New York,7,4060
2011,12,New York,8,2024
2011,12,New York,9,1278
2011,12,New York,10,570
2011,12,New York,11,341
2011,12,New York,12,192
2011,12,New York,13,39
2011,12,New York,14,14
2011,12,New York,15,30
2011,12,New York,16,16
2011,12,New York,18,36
2011,12,Pennsylvania,1,25880
2011,12,Pennsylvania,2,36692
2011,12,Pennsylvania,3,22497
2011,12,Pennsylvania,4,24144
2011,12,Pennsylvania,5,12275
2011,12,Pennsylvania,6,4578
2011,12,Pennsylvania,7,1799
2011,12,Pennsylvania,8,784
2011,12,Pennsylvania,9,396
2011,12,Pennsylvania,10,180
2011,12,Pennsylvania,11,143
2011,12,Pennsylvania,12,108
2011,12,Pennsylvania,13,39
2011,12,Pennsylvania,14,14
2011,21,Illinois,1,23595
2011,21,Illinois,2,33562
2011,21,Illinois,3,21195
2011,21,Illinois,4,24276
2011,21,Illinois,5,13820
2011,21,Illinois,6,6204
2011,21,Illinois,7,2373
2011,21,Illinois,8,1032
2011,21,Illinois,9,540
2011,21,Illinois,10,200
2011,21,Illinois,11,99
2011,21,Illinois,12,84
2011,21,Illinois,13,26
2011,21,Illinois,14,28
2011,21,Indiana,1,12773
2011,21,Indiana,2,18564
2011,21,Indiana,3,11301
2011,21,Indiana,4,11836
2011,21,Indiana,5,6470
2011,21,Indiana,6,2850
2011,21,Indiana,7,1232
2011,21,Indiana,8,424
2011,21,Indiana,9,216
2011,21,Indiana,10,130
2011,21,Indiana,11,44
2011,21,Indiana,12,12
2011,21,Indiana,13,26
2011,21,Indiana,15,15
2011,21,Indiana,16,16
2011,21,Michigan,1,18260
2011,21,Michigan,2,29260
2011,21,Michigan,3,16782
2011,21,Michigan,4,18204
2011,21,Michigan,5,9665
2011,21,Michigan,6,4038
2011,21,Michigan,7,1638
2011,21,Michigan,8,704
2011,21,Michigan,9,360
2011,21,Michigan,10,160
2011,21,Michigan,11,77
2011,21,Michigan,12,96
2011,21,Michigan,13,13
2011,21,Michigan,14,28
2011,21,Ohio,1,23404
2011,21,Ohio,2,33850
2011,21,Ohio,3,20652
2011,21,Ohio,4,20772
2011,21,Ohio,5,11500
2011,21,Ohio,6,4986
2011,21,Ohio,7,1708
2011,21,Ohio,8,760
2011,21,Ohio,9,396
2011,21,Ohio,10,170
2011,21,Ohio,11,88
2011,21,Ohio,12,84
2011,21,Ohio,13,39
2011,21,Ohio,14,14
2011,21,Wisconsin,1,10727
2011,21,Wisconsin,2,18786
2011,21,Wisconsin,3,9576
2011,21,Wisconsin,4,10604
2011,21,Wisconsin,5,5845
2011,21,Wisconsin,6,2190
2011,21,Wisconsin,7,707
2011,21,Wisconsin,8,392
2011,21,Wisconsin,9,117
2011,21,Wisconsin,10,220
2011,21,Wisconsin,11,77
2011,21,Wisconsin,12,108
2011,21,Wisconsin,13,78
2011,21,Wisconsin,14,14
2011,22,Iowa,1,6427
2011,22,Iowa,2,9848
2011,22,Iowa,3,4713
2011,22,Iowa,4,5376
2011,22,Iowa,5,3110
2011,22,Iowa,6,1182
2011,22,Iowa,7,490
2011,22,Iowa,8,168
2011,22,Iowa,9,90
2011,22,Iowa,10,50
2011,22,Iowa,11,11
2011,22,Kansas,1,5707
2011,22,Kansas,2,8452
2011,22,Kansas,3,4431
2011,22,Kansas,4,5112
2011,22,Kansas,5,2925
2011,22,Kansas,6,1404
2011,22,Kansas,7,588
2011,22,Kansas,8,216
2011,22,Kansas,9,72
2011,22,Kansas,10,30
2011,22,Kansas,11,22
2011,22,Kansas,12,12
2011,22,Kansas,13,13
2011,22,Minnesota,1,9587
2011,22,Minnesota,2,16828
2011,22,Minnesota,3,8421
2011,22,Minnesota,4,10036
2011,22,Minnesota,5,5750
2011,22,Minnesota,6,2406
2011,22,Minnesota,7,798
2011,22,Minnesota,8,352
2011,22,Minnesota,9,252
2011,22,Minnesota,10,180
2011,22,Minnesota,11,99
2011,22,Minnesota,12,48
2011,22,Minnesota,14,42
2011,22,Minnesota,18,18
2011,22,Missouri,1,12573
2011,22,Missouri,2,18056
2011,22,Missouri,3,10446
2011,22,Missouri,4,10824
2011,22,Missouri,5,6105
2011,22,Missouri,6,2430
2011,22,Missouri,7,931
2011,22,Missouri,8,408
2011,22,Missouri,9,171
2011,22,Missouri,10,70
2011,22,Missouri,11,11
2011,22,Missouri,12,72
2011,22,Missouri,13,13
2011,22,Nebraska,1,3652
2011,22,Nebraska,2,5662
2011,22,Nebraska,3,2694
2011,22,Nebraska,4,3380
2011,22,Nebraska,5,1910
2011,22,Nebraska,6,828
2011,22,Nebraska,7,357
2011,22,Nebraska,8,152
2011,22,Nebraska,9,36
2011,22,Nebraska,10,20
2011,22,Nebraska,11,22
2011,22,North Dakota,1,1396
2011,22,North Dakota,2,2244
2011,22,North Dakota,3,1086
2011,22,North Dakota,4,1188
2011,22,North Dakota,5,700
2011,22,North Dakota,6,252
2011,22,North Dakota,7,77
2011,22,North Dakota,8,24
2011,22,North Dakota,9,9
2011,22,North Dakota,11,11
2011,22,South Dakota,1,1787
2011,22,South Dakota,2,2620
2011,22,South Dakota,3,1164
2011,22,South Dakota,4,1356
2011,22,South Dakota,5,795
2011,22,South Dakota,6,348
2011,22,South Dakota,7,119
2011,22,South Dakota,8,112
2011,22,South Dakota,9,54
2011,22,South Dakota,10,20
2011,22,South Dakota,12,24
2011,22,South Dakota,17,17
2011,31,Delaware,1,1550
2011,31,Delaware,2,2576
2011,31,Delaware,3,1632
2011,31,Delaware,4,1672
2011,31,Delaware,5,915
2011,31,Delaware,6,336
2011,31,Delaware,7,126
2011,31,Delaware,8,128
2011,31,Delaware,9,18
2011,31,Delaware,10,30
2011,31,Delaware,11,11
2011,31,District of Columbia,1,2377
2011,31,District of Columbia,2,1550
2011,31,District of Columbia,3,891
2011,31,District of Columbia,4,764
2011,31,District of Columbia,5,410
2011,31,District of Columbia,6,144
2011,31,District of Columbia,7,84
2011,31,District of Columbia,8,32
2011,31,District of Columbia,10,10
2011,31,Florida,1,38751
2011,31,Florida,2,58004
2011,31,Florida,3,32679
2011,31,Florida,4,32992
2011,31,Florida,5,16610
2011,31,Florida,6,7188
2011,31,Florida,7,2709
2011,31,Florida,8,1344
2011,31,Florida,9,531
2011,31,Florida,10,250
2011,31,Florida,11,77
2011,31,Florida,12,12
2011,31,Florida,13,39
2011,31,Florida,14,14
2011,31,Georgia,1,18022
2011,31,Georgia,2,25240
2011,31,Georgia,3,16830
2011,31,Georgia,4,17696
2011,31,Georgia,5,9520
2011,31,Georgia,6,3930
2011,31,Georgia,7,1855
2011,31,Georgia,8,680
2011,31,Georgia,9,378
2011,31,Georgia,10,150
2011,31,Georgia,11,33
2011,31,Georgia,12,24
2011,31,Georgia,13,26
2011,31,Georgia,14,14
2011,31,Maryland,1,10646
2011,31,Maryland,2,15226
2011,31,Maryland,3,10569
2011,31,Maryland,4,11368
2011,31,Maryland,5,6045
2011,31,Maryland,6,2682
2011,31,Maryland,7,917
2011,31,Maryland,8,520
2011,31,Maryland,9,207
2011,31,Maryland,10,50
2011,31,Maryland,11,44
2011,31,Maryland,12,48
2011,31,Maryland,13,13
2011,31,North Carolina,1,19305
2011,31,North Carolina,2,28282
2011,31,North Carolina,3,17403
2011,31,North Carolina,4,17008
2011,31,North Carolina,5,8535
2011,31,North Carolina,6,3312
2011,31,North Carolina,7,1463
2011,31,North Carolina,8,496
2011,31,North Carolina,9,171
2011,31,North Carolina,10,80
2011,31,North Carolina,11,55
2011,31,North Carolina,12,36
2011,31,North Carolina,14,14
2011,31,South Carolina,1,9576
2011,31,South Carolina,2,13924
2011,31,South Carolina,3,8763
2011,31,South Carolina,4,8108
2011,31,South Carolina,5,4245
2011,31,South Carolina,6,1656
2011,31,South Carolina,7,623
2011,31,South Carolina,8,272
2011,31,South Carolina,9,117
2011,31,South Carolina,10,50
2011,31,South Carolina,11,33
2011,31,Virginia,1,16331
2011,31,Virginia,2,22120
2011,31,Virginia,3,14568
2011,31,Virginia,4,15688
2011,31,Virginia,5,7625
2011,31,Virginia,6,3144
2011,31,Virginia,7,1071
2011,31,Virginia,8,368
2011,31,Virginia,9,243
2011,31,Virginia,10,170
2011,31,Virginia,11,22
2011,31,Virginia,15,15
2011,31,West Virginia,1,3793
2011,31,West Virginia,2,5814
2011,31,West Virginia,3,3522
2011,31,West Virginia,4,2932
2011,31,West Virginia,5,1490
2011,31,West Virginia,6,450
2011,31,West Virginia,7,189
2011,31,West Virginia,8,136
2011,31,West Virginia,9,18
2011,31,West Virginia,10,10
2011,31,West Virginia,11,11
2011,32,Alabama,1,9226
2011,32,Alabama,2,14368
2011,32,Alabama,3,9162
2011,32,Alabama,4,8788
2011,32,Alabama,5,4335
2011,32,Alabama,6,1614
2011,32,Alabama,7,623
2011,32,Alabama,8,256
2011,32,Alabama,9,153
2011,32,Alabama,10,20
2011,32,Alabama,11,22
2011,32,Alabama,12,12
2011,32,Kentucky,1,8475
2011,32,Kentucky,2,12910
2011,32,Kentucky,3,8202
2011,32,Kentucky,4,8028
2011,32,Kentucky,5,4125
2011,32,Kentucky,6,1476
2011,32,Kentucky,7,616
2011,32,Kentucky,8,240
2011,32,Kentucky,9,54
2011,32,Kentucky,10,100
2011,32,Kentucky,11,44
2011,32,Kentucky,12,36
2011,32,Mississippi,1,5689
2011,32,Mississippi,2,7988
2011,32,Mississippi,3,5325
2011,32,Mississippi,4,5500
2011,32,Mississippi,5,2780
2011,32,Mississippi,6,1164
2011,32,Mississippi,7,518
2011,32,Mississippi,8,224
2011,32,Mississippi,9,153
2011,32,Mississippi,10,40
2011,32,Mississippi,11,44
2011,32,Mississippi,13,13
2011,32,Mississippi,16,16
2011,32,Tennessee,1,12383
2011,32,Tennessee,2,18878
2011,32,Tennessee,3,11853
2011,32,Tennessee,4,10960
2011,32,Tennessee,5,5405
2011,32,Tennessee,6,2430
2011,32,Tennessee,7,917
2011,32,Tennessee,8,336
2011,32,Tennessee,9,234
2011,32,Tennessee,10,110
2011,32,Tennessee,11,22
2011,32,Tennessee,12,36
2011,32,Tennessee,13,13
2011,32,Tennessee,15,15
2011,33,Arkansas,1,5557
2011,33,Arkansas,2,9124
2011,33,Arkansas,3,5055
2011,33,Arkansas,4,5132
2011,33,Arkansas,5,2590
2011,33,Arkansas,6,1182
2011,33,Arkansas,7,399
2011,33,Arkansas,8,200
2011,33,Arkansas,9,81
2011,33,Arkansas,10,30
2011,33,Arkansas,11,33
2011,33,Arkansas,12,24
2011,33,Louisiana,1,8832
2011,33,Louisiana,2,12310
2011,33,Louisiana,3,8190
2011,33,Louisiana,4,7940
2011,33,Louisiana,5,4080
2011,33,Louisiana,6,1836
2011,33,Louisiana,7,714
2011,33,Louisiana,8,312
2011,33,Louisiana,9,72
2011,33,Louisiana,10,60
2011,33,Louisiana,11,33
2011,33,Louisiana,12,12
2011,33,Louisiana,13,13
2011,33,Oklahoma,1,7442
2011,33,Oklahoma,2,10692
2011,33,Oklahoma,3,6393
2011,33,Oklahoma,4,6448
2011,33,Oklahoma,5,3845
2011,33,Oklahoma,6,1710
2011,33,Oklahoma,7,567
2011,33,Oklahoma,8,336
2011,33,Oklahoma,9,117
2011,33,Oklahoma,10,30
2011,33,Oklahoma,11,55
2011,33,Oklahoma,15,15
2011,33,Texas,1,41109
2011,33,Texas,2,61380
2011,33,Texas,3,41427
2011,33,Texas,4,45976
2011,33,Texas,5,29710
2011,33,Texas,6,14076
2011,33,Texas,7,6363
2011,33,Texas,8,2728
2011,33,Texas,9,1494
2011,33,Texas,10,630
2011,33,Texas,11,363
2011,33,Texas,12,180
2011,33,Texas,13,52
2011,33,Texas,14,14
2011,33,Texas,17,34
2011,41,Arizona,1,12185
2011,41,Arizona,2,17500
2011,41,Arizona,3,9648
2011,41,Arizona,4,10876
2011,41,Arizona,5,7200
2011,41,Arizona,6,3690
2011,41,Arizona,7,1722
2011,41,Arizona,8,1056
2011,41,Arizona,9,486
2011,41,Arizona,10,230
2011,41,Arizona,11,154
2011,41,Arizona,12,96
2011,41,Arizona,13,26
2011,41,Arizona,16,48
2011,41,Colorado,1,10178
2011,41,Colorado,2,14738
2011,41,Colorado,3,8313
2011,41,Colorado,4,9224
2011,41,Colorado,5,4825
2011,41,Colorado,6,2190
2011,41,Colorado,7,791
2011,41,Colorado,8,344
2011,41,Colorado,9,126
2011,41,Colorado,10,40
2011,41,Colorado,11,44
2011,41,Colorado,12,12
2011,41,Idaho,1,2461
2011,41,Idaho,2,4542
2011,41,Idaho,3,2403
2011,41,Idaho,4,2612
2011,41,Idaho,5,1880
2011,41,Idaho,6,1026
2011,41,Idaho,7,511
2011,41,Idaho,8,192
2011,41,Idaho,9,90
2011,41,Idaho,10,40
2011,41,Idaho,11,11
2011,41,Idaho,14,14
2011,41,Montana,1,1979
2011,41,Montana,2,3440
2011,41,Montana,3,1293
2011,41,Montana,4,1560
2011,41,Montana,5,965
2011,41,Montana,6,366
2011,41,Montana,7,189
2011,41,Montana,8,88
2011,41,Montana,9,63
2011,41,Montana,11,22
2011,41,Nevada,1,4555
2011,41,Nevada,2,7374
2011,41,Nevada,3,4095
2011,41,Nevada,4,4576
2011,41,Nevada,5,2700
2011,41,Nevada,6,1638
2011,41,Nevada,7,651
2011,41,Nevada,8,248
2011,41,Nevada,9,171
2011,41,Nevada,10,70
2011,41,Nevada,11,11
2011,41,Nevada,12,24
2011,41,New Mexico,1,3544
2011,41,New Mexico,2,5324
2011,41,New Mexico,3,3147
2011,41,New Mexico,4,3384
2011,41,New Mexico,5,2255
2011,41,New Mexico,6,1068
2011,41,New Mexico,7,539
2011,41,New Mexico,8,312
2011,41,New Mexico,9,72
2011,41,New Mexico,10,50
2011,41,New Mexico,11,33
2011,41,New Mexico,12,36
2011,41,New Mexico,13,13
2011,41,Utah,1,3489
2011,41,Utah,2,6080
2011,41,Utah,3,3852
2011,41,Utah,4,4744
2011,41,Utah,5,4085
2011,41,Utah,6,2928
2011,41,Utah,7,1288
2011,41,Utah,8,648
2011,41,Utah,9,315
2011,41,Utah,10,110
2011,41,Utah,11,77
2011,41,Utah,12,72
2011,41,Utah,13,13
2011,41,Utah,14,14
2011,41,Utah,16,16
2011,41,Utah,20,20
2011,41,Wyoming,1,974
2011,41,Wyoming,2,1890
2011,41,Wyoming,3,873
2011,41,Wyoming,4,960
2011,41,Wyoming,5,510
2011,41,Wyoming,6,336
2011,41,Wyoming,7,133
2011,41,Wyoming,8,72
2011,41,Wyoming,9,18
2011,41,Wyoming,10,20
2011,41,Wyoming,12,12
2011,42,Alaska,1,1218
2011,42,Alaska,2,1454
2011,42,Alaska,3,1056
2011,42,Alaska,4,1052
2011,42,Alaska,5,820
2011,42,Alaska,6,582
2011,42,Alaska,7,406
2011,42,Alaska,8,200
2011,42,Alaska,9,135
2011,42,Alaska,10,40
2011,42,Alaska,11,44
2011,42,Alaska,12,24
2011,42,Alaska,14,14
2011,42,Alaska,15,15
2011,42,California,1,63665
2011,42,California,2,79280
2011,42,California,3,59589
2011,42,California,4,71476
2011,42,California,5,46030
2011,42,California,6,23544
2011,42,California,7,11522
2011,42,California,8,6160
2011,42,California,9,3438
2011,42,California,10,1810
2011,42,California,11,1034
2011,42,California,12,672
2011,42,California,13,260
2011,42,California,14,140
2011,42,California,15,75
2011,42,California,17,17
2011,42,California,18,18
2011,42,California,19,19
2011,42,California,20,60
2011,42,Hawaii,1,2453
2011,42,Hawaii,2,2942
2011,42,Hawaii,3,2409
2011,42,Hawaii,4,2464
2011,42,Hawaii,5,1550
2011,42,Hawaii,6,918
2011,42,Hawaii,7,518
2011,42,Hawaii,8,256
2011,42,Hawaii,9,180
2011,42,Hawaii,10,250
2011,42,Hawaii,11,165
2011,42,Hawaii,12,84
2011,42,Hawaii,13,39
2011,42,Hawaii,14,28
2011,42,Hawaii,15,15
2011,42,Oregon,1,8064
2011,42,Oregon,2,12224
2011,42,Oregon,3,6129
2011,42,Oregon,4,6492
2011,42,Oregon,5,3490
2011,42,Oregon,6,1560
2011,42,Oregon,7,546
2011,42,Oregon,8,280
2011,42,Oregon,9,162
2011,42,Oregon,10,80
2011,42,Oregon,11,11
2011,42,Oregon,12,12
2011,42,Washington,1,13434
2011,42,Washington,2,19686
2011,42,Washington,3,11601
2011,42,Washington,4,13032
2011,42,Washington,5,6560
2011,42,Washington,6,3168
2011,42,Washington,7,1148
2011,42,Washington,8,536
2011,42,Washington,9,288
2011,42,Washington,10,140
2011,42,Washington,11,77
2011,42,Washington,12,36
2011,42,Washington,13,39
2011,42,Washington,17,17
2012,11,Connecticut,1,6954
2012,11,Connecticut,2,9556
2012,11,Connecticut,3,6516
2012,11,Connecticut,4,7588
2012,11,Connecticut,5,3660
2012,11,Connecticut,6,1410
2012,11,Connecticut,7,420
2012,11,Connecticut,8,152
2012,11,Connecticut,9,63
2012,11,Connecticut,10,40
2012,11,Connecticut,11,22
2012,11,Maine,1,2606
2012,11,Maine,2,4710
2012,11,Maine,3,2160
2012,11,Maine,4,2124
2012,11,Maine,5,955
2012,11,Maine,6,330
2012,11,Maine,7,147
2012,11,Maine,8,72
2012,11,Maine,9,36
2012,11,Maine,10,20
2012,11,Maine,12,12
2012,11,Massachusetts,1,14955
2012,11,Massachusetts,2,17288
2012,11,Massachusetts,3,11979
2012,11,Massachusetts,4,13720
2012,11,Massachusetts,5,6515
2012,11,Massachusetts,6,2574
2012,11,Massachusetts,7,812
2012,11,Massachusetts,8,336
2012,11,Massachusetts,9,153
2012,11,Massachusetts,10,80
2012,11,Massachusetts,11,11
2012,11,Massachusetts,12,12
2012,11,New Hampshire,1,2425
2012,11,New Hampshire,2,4352
2012,11,New Hampshire,3,2358
2012,11,New Hampshire,4,2620
2012,11,New Hampshire,5,1035
2012,11,New Hampshire,6,408
2012,11,New Hampshire,7,154
2012,11,New Hampshire,8,96
2012,11,New Hampshire,9,9
2012,11,New Hampshire,12,12
2012,11,Rhode Island,1,2400
2012,11,Rhode Island,2,2974
2012,11,Rhode Island,3,1893
2012,11,Rhode Island,4,1920
2012,11,Rhode Island,5,985
2012,11,Rhode Island,6,330
2012,11,Rhode Island,7,126
2012,11,Rhode Island,8,32
2012,11,Rhode Island,9,63
2012,11,Rhode Island,10,20
2012,11,Rhode Island,12,12
2012,11,Vermont,1,1295
2012,11,Vermont,2,2226
2012,11,Vermont,3,1041
2012,11,Vermont,4,1224
2012,11,Vermont,5,480
2012,11,Vermont,6,198
2012,11,Vermont,7,49
2012,11,Vermont,8,40
2012,12,New Jersey,1,14120
2012,12,New Jersey,2,20984
2012,12,New Jersey,3,16674
2012,12,New Jersey,4,19204
2012,12,New Jersey,5,10065
2012,12,New Jersey,6,4080
2012,12,New Jersey,7,1645
2012,12,New Jersey,8,664
2012,12,New Jersey,9,234
2012,12,New Jersey,10,140
2012,12,New Jersey,11,66
2012,12,New Jersey,12,96
2012,12,New Jersey,15,15
2012,12,New Jersey,16,16
2012,12,New York,1,39000
2012,12,New York,2,47930
2012,12,New York,3,33519
2012,12,New York,4,37332
2012,12,New York,5,20720
2012,12,New York,6,9276
2012,12,New York,7,4018
2012,12,New York,8,1864
2012,12,New York,9,1107
2012,12,New York,10,630
2012,12,New York,11,429
2012,12,New York,12,300
2012,12,New York,13,130
2012,12,New York,14,28
2012,12,New York,15,15
2012,12,New York,16,16
2012,12,Pennsylvania,1,25253
2012,12,Pennsylvania,2,37448
2012,12,Pennsylvania,3,22338
2012,12,Pennsylvania,4,23828
2012,12,Pennsylvania,5,11740
2012,12,Pennsylvania,6,4572
2012,12,Pennsylvania,7,1848
2012,12,Pennsylvania,8,744
2012,12,Pennsylvania,9,369
2012,12,Pennsylvania,10,260
2012,12,Pennsylvania,11,132
2012,12,Pennsylvania,12,60
2012,12,Pennsylvania,13,13
2012,21,Illinois,1,22892
2012,21,Illinois,2,33286
2012,21,Illinois,3,21744
2012,21,Illinois,4,24692
2012,21,Illinois,5,14220
2012,21,Illinois,6,5892
2012,21,Illinois,7,2324
2012,21,Illinois,8,1088
2012,21,Illinois,9,522
2012,21,Illinois,10,340
2012,21,Illinois,11,77
2012,21,Illinois,12,72
2012,21,Illinois,14,28
2012,21,Illinois,15,15
2012,21,Illinois,16,16
2012,21,Indiana,1,12433
