YEAR,REGION,STATE,FAMSIZE,FAMSIZE_COUNTS
2013,31,Delaware,5,795
2013,31,Delaware,6,348
2013,31,Delaware,7,126
2013,31,Delaware,8,40
2013,31,Delaware,9,36
2013,31,Delaware,10,30
2013,31,District of Columbia,1,2493
2013,31,District of Columbia,2,1636
2013,31,District of Columbia,3,978
2013,31,District of Columbia,4,824
2013,31,District of Columbia,5,400
2013,31,District of Columbia,6,126
2013,31,District of Columbia,7,63
2013,31,District of Columbia,8,32
2013,31,District of Columbia,9,9
2013,31,District of Columbia,11,11
2013,31,Florida,1,37904
2013,31,Florida,2,59620
2013,31,Florida,3,32781
2013,31,Florida,4,32392
2013,31,Florida,5,16635
2013,31,Florida,6,6708
2013,31,Florida,7,2863
2013,31,Florida,8,1128
2013,31,Florida,9,549
2013,31,Florida,10,130
2013,31,Florida,11,198
2013,31,Florida,12,84
2013,31,Florida,13,13
2013,31,Florida,14,14
2013,31,Florida,15,15
2013,31,Georgia,1,17885
2013,31,Georgia,2,25464
2013,31,Georgia,3,17109
2013,31,Georgia,4,18544
2013,31,Georgia,5,10020
2013,31,Georgia,6,4416
2013,31,Georgia,7,1631
2013,31,Georgia,8,880
2013,31,Georgia,9,378
2013,31,Georgia,10,130
2013,31,Georgia,11,55
2013,31,Georgia,12,36
2013,31,Georgia,20,20
2013,31,Maryland,1,10716
2013,31,Maryland,2,15152
2013,31,Maryland,3,10911
2013,31,Maryland,4,11676
2013,31,Maryland,5,6250
2013,31,Maryland,6,2670
2013,31,Maryland,7,917
2013,31,Maryland,8,320
2013,31,Maryland,9,225
2013,31,Maryland,10,110
2013,31,Maryland,11,44
2013,31,Maryland,12,12
2013,31,Maryland,15,30
2013,31,North Carolina,1,18924
2013,31,North Carolina,2,29326
2013,31,North Carolina,3,17424
2013,31,North Carolina,4,17284
2013,31,North Carolina,5,8685
2013,31,North Carolina,6,3492
2013,31,North Carolina,7,1190
2013,31,North Carolina,8,496
2013,31,North Carolina,9,189
2013,31,North Carolina,10,110
2013,31,North Carolina,11,66
2013,31,North Carolina,12,36
2013,31,North Carolina,13,26
2013,31,North Carolina,14,14
2013,31,North Carolina,16,48
2013,31,South Carolina,1,9162
2013,31,South Carolina,2,14218
2013,31,South Carolina,3,8658
2013,31,South Carolina,4,8368
2013,31,South Carolina,5,4050
2013,31,South Carolina,6,1728
2013,31,South Carolina,7,574
2013,31,South Carolina,8,216
2013,31,South Carolina,9,63
2013,31,South Carolina,10,110
2013,31,South Carolina,11,11
2013,31,South Carolina,14,28
2013,31,South Carolina,19,19
2013,31,Virginia,1,15770
2013,31,Virginia,2,22582
2013,31,Virginia,3,14934
2013,31,Virginia,4,16248
2013,31,Virginia,5,8150
2013,31,Virginia,6,3384
2013,31,Virginia,7,1071
2013,31,Virginia,8,584
2013,31,Virginia,9,153
2013,31,Virginia,10,60
2013,31,Virginia,11,44
2013,31,Virginia,12,48
2013,31,Virginia,16,16
2013,31,West Virginia,1,3659
2013,31,West Virginia,2,5874
2013,31,West Virginia,3,3507
2013,31,West Virginia,4,2888
2013,31,West Virginia,5,1555
2013,31,West Virginia,6,540
2013,31,West Virginia,7,126
2013,31,West Virginia,8,80
2013,31,West Virginia,9,18
2013,31,West Virginia,10,10
2013,31,West Virginia,11,11
2013,32,Alabama,1,9176
2013,32,Alabama,2,14028
2013,32,Alabama,3,9186
2013,32,Alabama,4,8596
2013,32,Alabama,5,4135
2013,32,Alabama,6,1518
2013,32,Alabama,7,658
2013,32,Alabama,8,272
2013,32,Alabama,9,180
2013,32,Alabama,10,40
2013,32,Alabama,11,11
2013,32,Alabama,12,36
2013,32,Kentucky,1,8310
2013,32,Kentucky,2,13360
2013,32,Kentucky,3,8067
2013,32,Kentucky,4,8340
2013,32,Kentucky,5,4070
2013,32,Kentucky,6,1764
2013,32,Kentucky,7,602
2013,32,Kentucky,8,224
2013,32,Kentucky,9,144
2013,32,Kentucky,10,50
2013,32,Kentucky,11,66
2013,32,Mississippi,1,5656
2013,32,Mississippi,2,8098
2013,32,Mississippi,3,5214
2013,32,Mississippi,4,5336
2013,32,Mississippi,5,2840
2013,32,Mississippi,6,1530
2013,32,Mississippi,7,518
2013,32,Mississippi,8,208
2013,32,Mississippi,9,153
2013,32,Mississippi,10,60
2013,32,Mississippi,11,11
2013,32,Mississippi,12,24
2013,32,Tennessee,1,11639
2013,32,Tennessee,2,19328
2013,32,Tennessee,3,12021
2013,32,Tennessee,4,11808
2013,32,Tennessee,5,6010
2013,32,Tennessee,6,2526
2013,32,Tennessee,7,896
2013,32,Tennessee,8,464
2013,32,Tennessee,9,198
2013,32,Tennessee,10,140
2013,32,Tennessee,11,44
2013,32,Tennessee,12,48
2013,32,Tennessee,13,26
2013,33,Arkansas,1,5635
2013,33,Arkansas,2,8920
2013,33,Arkansas,3,5274
2013,33,Arkansas,4,5124
2013,33,Arkansas,5,2645
2013,33,Arkansas,6,1206
2013,33,Arkansas,7,427
2013,33,Arkansas,8,168
2013,33,Arkansas,9,117
2013,33,Arkansas,10,40
2013,33,Arkansas,11,11
2013,33,Arkansas,12,24
2013,33,Louisiana,1,8747
2013,33,Louisiana,2,12548
2013,33,Louisiana,3,8337
2013,33,Louisiana,4,7740
2013,33,Louisiana,5,4270
2013,33,Louisiana,6,1698
2013,33,Louisiana,7,749
2013,33,Louisiana,8,248
2013,33,Louisiana,9,171
2013,33,Louisiana,10,60
2013,33,Louisiana,11,33
2013,33,Louisiana,12,12
2013,33,Louisiana,14,14
2013,33,Oklahoma,1,7176
2013,33,Oklahoma,2,10244
2013,33,Oklahoma,3,6294
2013,33,Oklahoma,4,6600
2013,33,Oklahoma,5,3865
2013,33,Oklahoma,6,1698
2013,33,Oklahoma,7,756
2013,33,Oklahoma,8,336
2013,33,Oklahoma,9,90
2013,33,Oklahoma,10,30
2013,33,Oklahoma,11,33
2013,33,Oklahoma,12,24
2013,33,Texas,1,41132
2013,33,Texas,2,63014
2013,33,Texas,3,43065
2013,33,Texas,4,49188
2013,33,Texas,5,31160
2013,33,Texas,6,14520
2013,33,Texas,7,5929
2013,33,Texas,8,2800
2013,33,Texas,9,1413
2013,33,Texas,10,680
2013,33,Texas,11,319
2013,33,Texas,12,180
2013,33,Texas,13,104
2013,33,Texas,14,42
2013,33,Texas,15,15
2013,33,Texas,19,38
2013,41,Arizona,1,12034
2013,41,Arizona,2,18276
2013,41,Arizona,3,10164
2013,41,Arizona,4,11120
2013,41,Arizona,5,7255
2013,41,Arizona,6,4110
2013,41,Arizona,7,1806
2013,41,Arizona,8,880
2013,41,Arizona,9,414
2013,41,Arizona,10,220
2013,41,Arizona,11,110
2013,41,Arizona,12,72
2013,41,Arizona,13,26
2013,41,Arizona,14,28
2013,41,Arizona,17,17
2013,41,Colorado,1,9980
2013,41,Colorado,2,15090
2013,41,Colorado,3,8523
2013,41,Colorado,4,9804
2013,41,Colorado,5,4975
2013,41,Colorado,6,2238
2013,41,Colorado,7,917
2013,41,Colorado,8,336
2013,41,Colorado,9,108
2013,41,Colorado,10,50
2013,41,Colorado,11,22
2013,41,Colorado,12,48
2013,41,Colorado,16,16
2013,41,Idaho,1,2434
2013,41,Idaho,2,4558
2013,41,Idaho,3,2361
2013,41,Idaho,4,2724
2013,41,Idaho,5,1795
2013,41,Idaho,6,1038
2013,41,Idaho,7,455
2013,41,Idaho,8,208
2013,41,Idaho,9,117
2013,41,Idaho,10,50
2013,41,Idaho,11,22
2013,41,Idaho,12,24
2013,41,Montana,1,1914
2013,41,Montana,2,3326
2013,41,Montana,3,1494
2013,41,Montana,4,1600
2013,41,Montana,5,940
2013,41,Montana,6,402
2013,41,Montana,7,196
2013,41,Montana,8,104
2013,41,Montana,9,90
2013,41,Montana,10,10
2013,41,Montana,11,11
2013,41,Montana,12,12
2013,41,Montana,14,14
2013,41,Nevada,1,4679
2013,41,Nevada,2,7292
2013,41,Nevada,3,4500
2013,41,Nevada,4,4764
2013,41,Nevada,5,2750
2013,41,Nevada,6,1554
2013,41,Nevada,7,588
2013,41,Nevada,8,280
2013,41,Nevada,9,180
2013,41,Nevada,10,60
2013,41,Nevada,11,77
2013,41,Nevada,12,24
2013,41,New Mexico,1,3594
2013,41,New Mexico,2,5150
2013,41,New Mexico,3,3171
2013,41,New Mexico,4,3468
2013,41,New Mexico,5,2200
2013,41,New Mexico,6,1122
2013,41,New Mexico,7,539
2013,41,New Mexico,8,232
2013,41,New Mexico,9,135
2013,41,New Mexico,10,50
2013,41,New Mexico,11,33
2013,41,New Mexico,20,20
2013,41,Utah,1,3400
2013,41,Utah,2,5932
2013,41,Utah,3,4011
2013,41,Utah,4,5072
2013,41,Utah,5,4275
2013,41,Utah,6,3396
2013,41,Utah,7,1540
2013,41,Utah,8,672
2013,41,Utah,9,315
2013,41,Utah,10,190
2013,41,Utah,11,88
2013,41,Utah,12,48
2013,41,Utah,13,13
2013,41,Utah,15,15
2013,41,Wyoming,1,960
2013,41,Wyoming,2,1884
2013,41,Wyoming,3,969
2013,41,Wyoming,4,968
2013,41,Wyoming,5,600
2013,41,Wyoming,6,270
2013,41,Wyoming,7,98
2013,41,Wyoming,8,32
2013,41,Wyoming,9,27
2013,41,Wyoming,10,20
2013,42,Alaska,1,1180
2013,42,Alaska,2,1364
2013,42,Alaska,3,960
2013,42,Alaska,4,1220
2013,42,Alaska,5,675
2013,42,Alaska,6,528
2013,42,Alaska,7,224
2013,42,Alaska,8,264
2013,42,Alaska,9,171
2013,42,Alaska,10,90
2013,42,Alaska,11,33
2013,42,Alaska,12,12
2013,42,Alaska,13,13
2013,42,Alaska,14,14
2013,42,California,1,62560
2013,42,California,2,80382
2013,42,California,3,61287
2013,42,California,4,72988
2013,42,California,5,46660
2013,42,California,6,24258
2013,42,California,7,11011
2013,42,California,8,5528
2013,42,California,9,3096
2013,42,California,10,1530
2013,42,California,11,924
2013,42,California,12,600
2013,42,California,13,221
2013,42,California,14,112
2013,42,California,15,105
2013,42,California,16,48
2013,42,California,17,17
2013,42,California,18,18
2013,42,California,19,38
2013,42,California,20,20
2013,42,Hawaii,1,2441
2013,42,Hawaii,2,3092
2013,42,Hawaii,3,2238
2013,42,Hawaii,4,2520
2013,42,Hawaii,5,1450
2013,42,Hawaii,6,984
2013,42,Hawaii,7,574
2013,42,Hawaii,8,368
2013,42,Hawaii,9,261
2013,42,Hawaii,10,140
2013,42,Hawaii,11,44
2013,42,Hawaii,12,72
2013,42,Hawaii,13,26
2013,42,Hawaii,14,28
2013,42,Hawaii,15,15
2013,42,Hawaii,16,16
2013,42,Hawaii,17,17
2013,42,Oregon,1,8118
2013,42,Oregon,2,12010
2013,42,Oregon,3,6321
2013,42,Oregon,4,6504
2013,42,Oregon,5,3645
2013,42,Oregon,6,1494
2013,42,Oregon,7,588
2013,42,Oregon,8,360
2013,42,Oregon,9,135
2013,42,Oregon,10,80
2013,42,Oregon,11,22
2013,42,Oregon,12,36
2013,42,Oregon,14,14
2013,42,Oregon,15,15
2013,42,Washington,1,12968
2013,42,Washington,2,20370
2013,42,Washington,3,11355
2013,42,Washington,4,12856
2013,42,Washington,5,6665
2013,42,Washington,6,3066
2013,42,Washington,7,1085
2013,42,Washington,8,632
2013,42,Washington,9,297
2013,42,Washington,10,80
2013,42,Washington,11,99
2013,42,Washington,12,36
2013,42,Washington,13,39
2013,42,Washington,14,14
2013,42,Washington,15,15
2013,42,Washington,16,16
2015,11,Connecticut,1,7105
2015,11,Connecticut,2,9748
2015,11,Connecticut,3,6447
2015,11,Connecticut,4,7252
2015,11,Connecticut,5,3520
2015,11,Connecticut,6,1074
2015,11,Connecticut,7,385
2015,11,Connecticut,8,152
2015,11,Connecticut,9,63
2015,11,Connecticut,10,30
2015,11,Connecticut,11,11
2015,11,Maine,1,2798
2015,11,Maine,2,4738
2015,11,Maine,3,2082
2015,11,Maine,4,1992
2015,11,Maine,5,845
2015,11,Maine,6,360
2015,11,Maine,7,98
2015,11,Maine,8,80
2015,11,Maine,9,36
2015,11,Maine,10,30
2015,11,Massachusetts,1,15577
2015,11,Massachusetts,2,18132
2015,11,Massachusetts,3,11841
2015,11,Massachusetts,4,13324
2015,11,Massachusetts,5,6295
2015,11,Massachusetts,6,2226
2015,11,Massachusetts,7,868
2015,11,Massachusetts,8,272
2015,11,Massachusetts,9,135
2015,11,Massachusetts,10,30
2015,11,Massachusetts,11,44
2015,11,Massachusetts,12,12
2015,11,Massachusetts,14,14
2015,11,Massachusetts,15,15
2015,11,New Hampshire,1,2533
2015,11,New Hampshire,2,4446
2015,11,New Hampshire,3,2310
2015,11,New Hampshire,4,2260
2015,11,New Hampshire,5,1135
2015,11,New Hampshire,6,396
2015,11,New Hampshire,7,203
2015,11,New Hampshire,8,48
2015,11,New Hampshire,9,27
2015,11,New Hampshire,10,20
2015,11,Rhode Island,1,2475
2015,11,Rhode Island,2,2940
2015,11,Rhode Island,3,1881
2015,11,Rhode Island,4,1940
2015,11,Rhode Island,5,835
2015,11,Rhode Island,6,300
2015,11,Rhode Island,7,126
2015,11,Rhode Island,8,48
2015,11,Rhode Island,9,18
2015,11,Vermont,1,1335
2015,11,Vermont,2,2212
2015,11,Vermont,3,1026
2015,11,Vermont,4,1080
2015,11,Vermont,5,395
2015,11,Vermont,6,174
2015,11,Vermont,7,56
2015,11,Vermont,8,16
2015,11,Vermont,9,9
2015,11,Vermont,11,11
2015,11,Vermont,12,12
2015,12,New Jersey,1,13963
2015,12,New Jersey,2,21366
2015,12,New Jersey,3,16347
2015,12,New Jersey,4,19564
2015,12,New Jersey,5,10010
2015,12,New Jersey,6,3918
2015,12,New Jersey,7,1288
2015,12,New Jersey,8,576
2015,12,New Jersey,9,369
2015,12,New Jersey,10,200
2015,12,New Jersey,11,88
2015,12,New Jersey,12,72
2015,12,New Jersey,13,39
2015,12,New Jersey,15,15
2015,12,New York,1,39009
2015,12,New York,2,48692
2015,12,New York,3,33732
2015,12,New York,4,36720
2015,12,New York,5,19800
2015,12,New York,6,9174
2015,12,New York,7,4032
2015,12,New York,8,1992
2015,12,New York,9,1134
2015,12,New York,10,630
2015,12,New York,11,451
2015,12,New York,12,204
2015,12,New York,13,52
2015,12,New York,14,42
2015,12,New York,15,30
2015,12,New York,16,48
2015,12,Pennsylvania,1,25192
2015,12,Pennsylvania,2,38284
2015,12,Pennsylvania,3,22344
2015,12,Pennsylvania,4,22996
2015,12,Pennsylvania,5,10935
2015,12,Pennsylvania,6,4758
2015,12,Pennsylvania,7,1820
2015,12,Pennsylvania,8,752
2015,12,Pennsylvania,9,486
2015,12,Pennsylvania,10,250
2015,12,Pennsylvania,11,143
2015,12,Pennsylvania,12,156
2015,12,Pennsylvania,13,13
2015,12,Pennsylvania,16,16
2015,21,Illinois,1,23156
2015,21,Illinois,2,33926
2015,21,Illinois,3,21210
2015,21,Illinois,4,24648
2015,21,Illinois,5,13745
2015,21,Illinois,6,5850
2015,21,Illinois,7,2226
2015,21,Illinois,8,936
2015,21,Illinois,9,441
2015,21,Illinois,10,240
2015,21,Illinois,11,110
2015,21,Illinois,12,72
2015,21,Illinois,13,39
2015,21,Illinois,14,28
2015,21,Illinois,15,15
2015,21,Indiana,1,12968
2015,21,Indiana,2,19022
2015,21,Indiana,3,11088
2015,21,Indiana,4,11740
2015,21,Indiana,5,6465
2015,21,Indiana,6,2796
2015,21,Indiana,7,1120
2015,21,Indiana,8,472
2015,21,Indiana,9,225
2015,21,Indiana,10,80
2015,21,Indiana,11,33
2015,21,Indiana,12,36
2015,21,Michigan,1,18285
2015,21,Michigan,2,30204
2015,21,Michigan,3,16011
2015,21,Michigan,4,17076
2015,21,Michigan,5,9230
2015,21,Michigan,6,4146
2015,21,Michigan,7,1582
2015,21,Michigan,8,680
2015,21,Michigan,9,351
2015,21,Michigan,10,160
2015,21,Michigan,11,132
2015,21,Michigan,12,84
2015,21,Michigan,13,39
2015,21,Michigan,14,28
2015,21,Ohio,1,23371
2015,21,Ohio,2,34572
2015,21,Ohio,3,20250
2015,21,Ohio,4,20344
2015,21,Ohio,5,11260
2015,21,Ohio,6,4632
2015,21,Ohio,7,1785
2015,21,Ohio,8,968
2015,21,Ohio,9,387
2015,21,Ohio,10,220
2015,21,Ohio,11,132
2015,21,Ohio,12,144
2015,21,Ohio,13,13
2015,21,Ohio,15,45
2015,21,Wisconsin,1,10623
2015,21,Wisconsin,2,19334
2015,21,Wisconsin,3,9060
2015,21,Wisconsin,4,10024
2015,21,Wisconsin,5,5480
2015,21,Wisconsin,6,2280
2015,21,Wisconsin,7,833
2015,21,Wisconsin,8,376
2015,21,Wisconsin,9,243
2015,21,Wisconsin,10,170
2015,21,Wisconsin,11,55
2015,21,Wisconsin,12,60
2015,21,Wisconsin,13,26
2015,21,Wisconsin,14,14
2015,22,Iowa,1,6407
2015,22,Iowa,2,10360
2015,22,Iowa,3,4566
2015,22,Iowa,4,5112
2015,22,Iowa,5,3210
2015,22,Iowa,6,1446
2015,22,Iowa,7,406
2015,22,Iowa,8,176
2015,22,Iowa,9,99
2015,22,Iowa,10,70
2015,22,Iowa,11,22
2015,22,Iowa,12,12
2015,22,Iowa,14,14
2015,22,Kansas,1,5616
2015,22,Kansas,2,8710
2015,22,Kansas,3,4356
2015,22,Kansas,4,4980
2015,22,Kansas,5,2845
2015,22,Kansas,6,1296
2015,22,Kansas,7,553
2015,22,Kansas,8,216
2015,22,Kansas,9,126
2015,22,Kansas,10,30
2015,22,Kansas,11,22
2015,22,Kansas,12,24
2015,22,Minnesota,1,9752
2015,22,Minnesota,2,17480
2015,22,Minnesota,3,8181
2015,22,Minnesota,4,9524
2015,22,Minnesota,5,5810
2015,22,Minnesota,6,2418
2015,22,Minnesota,7,777
2015,22,Minnesota,8,432
2015,22,Minnesota,9,189
2015,22,Minnesota,10,110
2015,22,Minnesota,11,77
2015,22,Minnesota,12,48
2015,22,Minnesota,13,13
2015,22,Missouri,1,12419
2015,22,Missouri,2,18554
2015,22,Missouri,3,9999
2015,22,Missouri,4,10560
2015,22,Missouri,5,5915
2015,22,Missouri,6,2316
2015,22,Missouri,7,952
2015,22,Missouri,8,496
2015,22,Missouri,9,207
2015,22,Missouri,10,50
2015,22,Missouri,11,33
2015,22,Missouri,12,36
2015,22,Missouri,13,13
2015,22,Missouri,16,16
2015,22,Missouri,20,20
2015,22,Nebraska,1,3789
2015,22,Nebraska,2,5712
2015,22,Nebraska,3,2709
2015,22,Nebraska,4,3228
2015,22,Nebraska,5,2020
2015,22,Nebraska,6,990
2015,22,Nebraska,7,455
2015,22,Nebraska,8,168
2015,22,Nebraska,9,18
2015,22,North Dakota,1,1579
2015,22,North Dakota,2,2436
2015,22,North Dakota,3,1110
2015,22,North Dakota,4,1240
2015,22,North Dakota,5,870
2015,22,North Dakota,6,348
2015,22,North Dakota,7,140
2015,22,North Dakota,8,80
2015,22,North Dakota,9,45
2015,22,North Dakota,10,10
2015,22,North Dakota,11,11
2015,22,South Dakota,1,1716
2015,22,South Dakota,2,2546
2015,22,South Dakota,3,1212
2015,22,South Dakota,4,1520
2015,22,South Dakota,5,935
2015,22,South Dakota,6,480
2015,22,South Dakota,7,175
2015,22,South Dakota,8,72
2015,22,South Dakota,9,45
2015,22,South Dakota,10,30
2015,22,South Dakota,11,11
2015,31,Delaware,1,1598
2015,31,Delaware,2,2788
2015,31,Delaware,3,1596
2015,31,Delaware,4,1620
2015,31,Delaware,5,805
2015,31,Delaware,6,384
2015,31,Delaware,7,133
2015,31,Delaware,8,64
2015,31,Delaware,9,9
2015,31,Delaware,10,20
2015,31,District of Columbia,1,2476
2015,31,District of Columbia,2,1738
2015,31,District of Columbia,3,921
2015,31,District of Columbia,4,728
2015,31,District of Columbia,5,360
2015,31,District of Columbia,6,174
2015,31,District of Columbia,7,77
2015,31,District of Columbia,8,80
2015,31,District of Columbia,9,36
2015,31,District of Columbia,10,20
2015,31,Florida,1,38650
2015,31,Florida,2,61864
2015,31,Florida,3,32991
2015,31,Florida,4,32740
2015,31,Florida,5,16535
2015,31,Florida,6,6984
2015,31,Florida,7,2849
2015,31,Florida,8,1160
2015,31,Florida,9,378
2015,31,Florida,10,180
2015,31,Florida,11,154
2015,31,Florida,12,24
2015,31,Florida,13,39
2015,31,Georgia,1,18112
2015,31,Georgia,2,26390
2015,31,Georgia,3,17637
2015,31,Georgia,4,18240
2015,31,Georgia,5,10100
2015,31,Georgia,6,4194
2015,31,Georgia,7,1680
2015,31,Georgia,8,760
2015,31,Georgia,9,441
2015,31,Georgia,10,110
2015,31,Georgia,11,88
2015,31,Georgia,12,60
2015,31,Georgia,13,13
2015,31,Georgia,14,14
2015,31,Georgia,15,15
2015,31,Maryland,1,11022
2015,31,Maryland,2,15326
2015,31,Maryland,3,10584
2015,31,Maryland,4,11524
2015,31,Maryland,5,6130
2015,31,Maryland,6,2718
2015,31,Maryland,7,1078
2015,31,Maryland,8,456
2015,31,Maryland,9,243
2015,31,Maryland,10,100
2015,31,Maryland,11,66
2015,31,Maryland,12,72
2015,31,Maryland,13,13
2015,31,North Carolina,1,19183
2015,31,North Carolina,2,29676
2015,31,North Carolina,3,17751
2015,31,North Carolina,4,17444
2015,31,North Carolina,5,8530
2015,31,North Carolina,6,3390
2015,31,North Carolina,7,1281
2015,31,North Carolina,8,536
2015,31,North Carolina,9,189
2015,31,North Carolina,10,100
2015,31,North Carolina,11,44
2015,31,North Carolina,12,60
2015,31,South Carolina,1,9673
2015,31,South Carolina,2,14952
2015,31,South Carolina,3,8526
2015,31,South Carolina,4,8096
2015,31,South Carolina,5,4065
2015,31,South Carolina,6,1746
2015,31,South Carolina,7,560
2015,31,South Carolina,8,232
2015,31,South Carolina,9,63
2015,31,South Carolina,10,40
2015,31,South Carolina,11,33
2015,31,South Carolina,12,24
2015,31,South Carolina,13,13
2015,31,Virginia,1,16313
2015,31,Virginia,2,23164
2015,31,Virginia,3,14817
2015,31,Virginia,4,16044
2015,31,Virginia,5,7995
2015,31,Virginia,6,2988
2015,31,Virginia,7,1281
2015,31,Virginia,8,488
2015,31,Virginia,9,207
2015,31,Virginia,10,70
2015,31,Virginia,11,55
2015,31,Virginia,12,24
2015,31,Virginia,13,26
2015,31,West Virginia,1,3728
2015,31,West Virginia,2,5760
2015,31,West Virginia,3,3237
2015,31,West Virginia,4,3096
2015,31,West Virginia,5,1355
2015,31,West Virginia,6,588
2015,31,West Virginia,7,189
2015,31,West Virginia,8,48
2015,31,West Virginia,9,27
2015,31,West Virginia,11,11
2015,31,West Virginia,12,12
2015,32,Alabama,1,9381
2015,32,Alabama,2,14474
2015,32,Alabama,3,8601
2015,32,Alabama,4,8492
2015,32,Alabama,5,3950
