YEAR,REGION,STATE,RACE,RACE_COUNTS
2017,31,Maryland,3,168
2017,31,Maryland,4,940
2017,31,Maryland,5,76
2017,31,Maryland,6,2874
2017,31,Maryland,7,2046
2017,31,Maryland,8,1647
2017,31,Maryland,9,288
2017,31,North Carolina,1,74034
2017,31,North Carolina,2,18139
2017,31,North Carolina,3,1420
2017,31,North Carolina,4,545
2017,31,North Carolina,5,64
2017,31,North Carolina,6,2188
2017,31,North Carolina,7,2178
2017,31,North Carolina,8,2385
2017,31,North Carolina,9,280
2017,31,South Carolina,1,35847
2017,31,South Carolina,2,10996
2017,31,South Carolina,3,191
2017,31,South Carolina,4,159
2017,31,South Carolina,5,21
2017,31,South Carolina,6,575
2017,31,South Carolina,7,623
2017,31,South Carolina,8,929
2017,31,South Carolina,9,97
2017,31,Virginia,1,61429
2017,31,Virginia,2,12794
2017,31,Virginia,3,297
2017,31,Virginia,4,847
2017,31,Virginia,5,149
2017,31,Virginia,6,4352
2017,31,Virginia,7,1533
2017,31,Virginia,8,2637
2017,31,Virginia,9,384
2017,31,West Virginia,1,16651
2017,31,West Virginia,2,606
2017,31,West Virginia,3,29
2017,31,West Virginia,4,32
2017,31,West Virginia,5,9
2017,31,West Virginia,6,102
2017,31,West Virginia,7,70
2017,31,West Virginia,8,238
2017,31,West Virginia,9,21
2017,32,Alabama,1,34827
2017,32,Alabama,2,10641
2017,32,Alabama,3,256
2017,32,Alabama,4,104
2017,32,Alabama,5,50
2017,32,Alabama,6,475
2017,32,Alabama,7,468
2017,32,Alabama,8,768
2017,32,Alabama,9,56
2017,32,Kentucky,1,40580
2017,32,Kentucky,2,2739
2017,32,Kentucky,3,71
2017,32,Kentucky,4,127
2017,32,Kentucky,5,32
2017,32,Kentucky,6,489
2017,32,Kentucky,7,299
2017,32,Kentucky,8,809
2017,32,Kentucky,9,63
2017,32,Mississippi,1,17750
2017,32,Mississippi,2,10237
2017,32,Mississippi,3,162
2017,32,Mississippi,4,52
2017,32,Mississippi,5,13
2017,32,Mississippi,6,222
2017,32,Mississippi,7,273
2017,32,Mississippi,8,362
2017,32,Mississippi,9,25
2017,32,Tennessee,1,54795
2017,32,Tennessee,2,8574
2017,32,Tennessee,3,144
2017,32,Tennessee,4,267
2017,32,Tennessee,5,59
2017,32,Tennessee,6,805
2017,32,Tennessee,7,674
2017,32,Tennessee,8,1179
2017,32,Tennessee,9,78
2017,33,Arkansas,1,24047
2017,33,Arkansas,2,3786
2017,33,Arkansas,3,180
2017,33,Arkansas,4,88
2017,33,Arkansas,5,12
2017,33,Arkansas,6,412
2017,33,Arkansas,7,646
2017,33,Arkansas,8,808
2017,33,Arkansas,9,42
2017,33,Louisiana,1,29321
2017,33,Louisiana,2,12173
2017,33,Louisiana,3,281
2017,33,Louisiana,4,126
2017,33,Louisiana,5,13
2017,33,Louisiana,6,707
2017,33,Louisiana,7,561
2017,33,Louisiana,8,734
2017,33,Louisiana,9,108
2017,33,Oklahoma,1,26691
2017,33,Oklahoma,2,2066
2017,33,Oklahoma,3,3721
2017,33,Oklahoma,4,104
2017,33,Oklahoma,5,21
2017,33,Oklahoma,6,536
2017,33,Oklahoma,7,818
2017,33,Oklahoma,8,2986
2017,33,Oklahoma,9,162
2017,33,Texas,1,205023
2017,33,Texas,2,25822
2017,33,Texas,3,1477
2017,33,Texas,4,2127
2017,33,Texas,5,264
2017,33,Texas,6,10468
2017,33,Texas,7,13276
2017,33,Texas,8,6777
2017,33,Texas,9,608
2017,41,Arizona,1,52463
2017,41,Arizona,2,2417
2017,41,Arizona,3,5264
2017,41,Arizona,4,446
2017,41,Arizona,5,113
2017,41,Arizona,6,1916
2017,41,Arizona,7,3642
2017,41,Arizona,8,2347
2017,41,Arizona,9,255
2017,41,Colorado,1,48138
2017,41,Colorado,2,1666
2017,41,Colorado,3,567
2017,41,Colorado,4,342
2017,41,Colorado,5,102
2017,41,Colorado,6,1336
2017,41,Colorado,7,1640
2017,41,Colorado,8,1624
2017,41,Colorado,9,185
2017,41,Idaho,1,15175
2017,41,Idaho,2,63
2017,41,Idaho,3,308
2017,41,Idaho,4,49
2017,41,Idaho,5,22
2017,41,Idaho,6,144
2017,41,Idaho,7,371
2017,41,Idaho,8,360
2017,41,Idaho,9,44
2017,41,Montana,1,8895
2017,41,Montana,2,46
2017,41,Montana,3,866
2017,41,Montana,4,10
2017,41,Montana,5,11
2017,41,Montana,6,46
2017,41,Montana,7,61
2017,41,Montana,8,266
2017,41,Montana,9,20
2017,41,Nevada,1,19196
2017,41,Nevada,2,2158
2017,41,Nevada,3,605
2017,41,Nevada,4,365
2017,41,Nevada,5,142
2017,41,Nevada,6,2104
2017,41,Nevada,7,2484
2017,41,Nevada,8,1125
2017,41,Nevada,9,234
2017,41,New Mexico,1,13116
2017,41,New Mexico,2,290
2017,41,New Mexico,3,3478
2017,41,New Mexico,4,51
2017,41,New Mexico,5,15
2017,41,New Mexico,6,200
2017,41,New Mexico,7,1325
2017,41,New Mexico,8,507
2017,41,New Mexico,9,39
2017,41,Utah,1,27589
2017,41,Utah,2,274
2017,41,Utah,3,444
2017,41,Utah,4,181
2017,41,Utah,5,52
2017,41,Utah,6,566
2017,41,Utah,7,1028
2017,41,Utah,8,635
2017,41,Utah,9,135
2017,41,Wyoming,1,5288
2017,41,Wyoming,2,39
2017,41,Wyoming,3,306
2017,41,Wyoming,4,16
2017,41,Wyoming,5,3
2017,41,Wyoming,6,38
2017,41,Wyoming,7,74
2017,41,Wyoming,8,123
2017,41,Wyoming,9,25
2017,42,Alaska,1,3422
2017,42,Alaska,2,99
2017,42,Alaska,3,2277
2017,42,Alaska,4,11
2017,42,Alaska,5,11
2017,42,Alaska,6,304
2017,42,Alaska,7,66
2017,42,Alaska,8,504
2017,42,Alaska,9,52
2017,42,California,1,230185
2017,42,California,2,18682
2017,42,California,3,3812
2017,42,California,4,16734
2017,42,California,5,2992
2017,42,California,6,39589
2017,42,California,7,46652
2017,42,California,8,16195
2017,42,California,9,2734
2017,42,Hawaii,1,3677
2017,42,Hawaii,2,177
2017,42,Hawaii,3,32
2017,42,Hawaii,4,554
2017,42,Hawaii,5,1866
2017,42,Hawaii,6,4239
2017,42,Hawaii,7,178
2017,42,Hawaii,8,1828
2017,42,Hawaii,9,1882
2017,42,Oregon,1,35611
2017,42,Oregon,2,608
2017,42,Oregon,3,572
2017,42,Oregon,4,407
2017,42,Oregon,5,141
2017,42,Oregon,6,1159
2017,42,Oregon,7,829
2017,42,Oregon,8,1681
2017,42,Oregon,9,211
2017,42,Washington,1,58446
2017,42,Washington,2,1999
2017,42,Washington,3,1569
2017,42,Washington,4,1391
2017,42,Washington,5,312
2017,42,Washington,6,4484
2017,42,Washington,7,2351
2017,42,Washington,8,3583
2017,42,Washington,9,560
2018,11,Connecticut,1,29018
2018,11,Connecticut,2,3118
2018,11,Connecticut,3,103
2018,11,Connecticut,4,389
2018,11,Connecticut,5,43
2018,11,Connecticut,6,1181
2018,11,Connecticut,7,1375
2018,11,Connecticut,8,955
2018,11,Connecticut,9,105
2018,11,Maine,1,12588
2018,11,Maine,2,130
2018,11,Maine,3,99
2018,11,Maine,4,34
2018,11,Maine,5,8
2018,11,Maine,6,95
2018,11,Maine,7,24
2018,11,Maine,8,274
2018,11,Maine,9,23
2018,11,Massachusetts,1,56960
2018,11,Massachusetts,2,4189
2018,11,Massachusetts,3,123
2018,11,Massachusetts,4,1889
2018,11,Massachusetts,5,116
2018,11,Massachusetts,6,2702
2018,11,Massachusetts,7,2157
2018,11,Massachusetts,8,1796
2018,11,Massachusetts,9,199
2018,11,New Hampshire,1,12908
2018,11,New Hampshire,2,179
2018,11,New Hampshire,3,29
2018,11,New Hampshire,4,68
2018,11,New Hampshire,5,11
2018,11,New Hampshire,6,241
2018,11,New Hampshire,7,83
2018,11,New Hampshire,8,242
2018,11,New Hampshire,9,19
2018,11,Rhode Island,1,8912
2018,11,Rhode Island,2,546
2018,11,Rhode Island,3,36
2018,11,Rhode Island,4,96
2018,11,Rhode Island,5,9
2018,11,Rhode Island,6,247
2018,11,Rhode Island,7,345
2018,11,Rhode Island,8,272
2018,11,Rhode Island,9,26
2018,11,Vermont,1,6174
2018,11,Vermont,2,45
2018,11,Vermont,3,16
2018,11,Vermont,4,18
2018,11,Vermont,5,1
2018,11,Vermont,6,53
2018,11,Vermont,7,25
2018,11,Vermont,8,98
2018,11,Vermont,9,6
2018,12,New Jersey,1,63787
2018,12,New Jersey,2,9245
2018,12,New Jersey,3,220
2018,12,New Jersey,4,1770
2018,12,New Jersey,5,134
2018,12,New Jersey,6,7129
2018,12,New Jersey,7,4058
2018,12,New Jersey,8,2027
2018,12,New Jersey,9,216
2018,12,New York,1,138474
2018,12,New York,2,24024
2018,12,New York,3,757
2018,12,New York,4,7268
2018,12,New York,5,344
2018,12,New York,6,9432
2018,12,New York,7,10964
2018,12,New York,8,5138
2018,12,New York,9,566
2018,12,Pennsylvania,1,112787
2018,12,Pennsylvania,2,8419
2018,12,Pennsylvania,3,198
2018,12,Pennsylvania,4,952
2018,12,Pennsylvania,5,53
2018,12,Pennsylvania,6,2432
2018,12,Pennsylvania,7,1627
2018,12,Pennsylvania,8,2331
2018,12,Pennsylvania,9,267
2018,21,Illinois,1,100265
2018,21,Illinois,2,12563
2018,21,Illinois,3,290
2018,21,Illinois,4,1181
2018,21,Illinois,5,147
2018,21,Illinois,6,4725
2018,21,Illinois,7,4324
2018,21,Illinois,8,2676
2018,21,Illinois,9,285
2018,21,Indiana,1,59116
2018,21,Indiana,2,4554
2018,21,Indiana,3,145
2018,21,Indiana,4,325
2018,21,Indiana,5,53
2018,21,Indiana,6,827
2018,21,Indiana,7,1130
2018,21,Indiana,8,1407
2018,21,Indiana,9,123
2018,21,Michigan,1,84230
2018,21,Michigan,2,8694
2018,21,Michigan,3,709
2018,21,Michigan,4,516
2018,21,Michigan,5,125
2018,21,Michigan,6,1911
2018,21,Michigan,7,832
2018,21,Michigan,8,2220
2018,21,Michigan,9,182
2018,21,Ohio,1,101887
2018,21,Ohio,2,10896
2018,21,Ohio,3,230
2018,21,Ohio,4,555
2018,21,Ohio,5,89
2018,21,Ohio,6,1654
2018,21,Ohio,7,814
2018,21,Ohio,8,2724
2018,21,Ohio,9,237
2018,21,Wisconsin,1,54538
2018,21,Wisconsin,2,2018
2018,21,Wisconsin,3,530
2018,21,Wisconsin,4,182
2018,21,Wisconsin,5,29
2018,21,Wisconsin,6,787
2018,21,Wisconsin,7,668
2018,21,Wisconsin,8,1003
2018,21,Wisconsin,9,78
2018,22,Iowa,1,30394
2018,22,Iowa,2,625
2018,22,Iowa,3,139
2018,22,Iowa,4,63
2018,22,Iowa,5,6
2018,22,Iowa,6,419
2018,22,Iowa,7,229
2018,22,Iowa,8,437
2018,22,Iowa,9,50
2018,22,Kansas,1,25925
2018,22,Kansas,2,1168
2018,22,Kansas,3,290
2018,22,Kansas,4,90
2018,22,Kansas,5,11
2018,22,Kansas,6,555
2018,22,Kansas,7,523
2018,22,Kansas,8,928
2018,22,Kansas,9,77
2018,22,Minnesota,1,50016
2018,22,Minnesota,2,1760
2018,22,Minnesota,3,737
2018,22,Minnesota,4,206
2018,22,Minnesota,5,32
2018,22,Minnesota,6,1354
2018,22,Minnesota,7,479
2018,22,Minnesota,8,1121
2018,22,Minnesota,9,78
2018,22,Missouri,1,54620
2018,22,Missouri,2,4769
2018,22,Missouri,3,226
2018,22,Missouri,4,260
2018,22,Missouri,5,15
2018,22,Missouri,6,760
2018,22,Missouri,7,406
2018,22,Missouri,8,1252
2018,22,Missouri,9,108
2018,22,Nebraska,1,17543
2018,22,Nebraska,2,503
2018,22,Nebraska,3,252
2018,22,Nebraska,4,57
2018,22,Nebraska,5,10
2018,22,Nebraska,6,304
2018,22,Nebraska,7,314
2018,22,Nebraska,8,424
2018,22,Nebraska,9,44
2018,22,North Dakota,1,7064
2018,22,North Dakota,2,98
2018,22,North Dakota,3,439
2018,22,North Dakota,4,12
2018,22,North Dakota,5,4
2018,22,North Dakota,6,77
2018,22,North Dakota,7,38
2018,22,North Dakota,8,133
2018,22,North Dakota,9,11
2018,22,South Dakota,1,7664
2018,22,South Dakota,2,91
2018,22,South Dakota,3,939
2018,22,South Dakota,4,7
2018,22,South Dakota,5,1
2018,22,South Dakota,6,59
2018,22,South Dakota,7,58
2018,22,South Dakota,8,156
2018,22,South Dakota,9,11
2018,31,Delaware,1,6902
2018,31,Delaware,2,1484
2018,31,Delaware,3,42
2018,31,Delaware,4,81
2018,31,Delaware,5,3
2018,31,Delaware,6,255
2018,31,Delaware,7,148
2018,31,Delaware,8,192
2018,31,Delaware,9,16
2018,31,District of Columbia,1,3337
2018,31,District of Columbia,2,2507
2018,31,District of Columbia,3,18
2018,31,District of Columbia,4,85
2018,31,District of Columbia,5,13
2018,31,District of Columbia,6,189
2018,31,District of Columbia,7,151
2018,31,District of Columbia,8,218
2018,31,District of Columbia,9,31
2018,31,Florida,1,161032
2018,31,Florida,2,24618
2018,31,Florida,3,567
2018,31,Florida,4,999
2018,31,Florida,5,164
2018,31,Florida,6,4475
2018,31,Florida,7,5110
2018,31,Florida,8,4636
2018,31,Florida,9,559
2018,31,Georgia,1,66575
2018,31,Georgia,2,25307
2018,31,Georgia,3,287
2018,31,Georgia,4,661
2018,31,Georgia,5,83
2018,31,Georgia,6,3391
2018,31,Georgia,7,2025
2018,31,Georgia,8,2288
2018,31,Georgia,9,238
2018,31,Maryland,1,37314
2018,31,Maryland,2,14619
2018,31,Maryland,3,121
2018,31,Maryland,4,920
2018,31,Maryland,5,61
2018,31,Maryland,6,2816
2018,31,Maryland,7,1966
2018,31,Maryland,8,1755
2018,31,Maryland,9,268
2018,31,North Carolina,1,75237
2018,31,North Carolina,2,17723
2018,31,North Carolina,3,1539
2018,31,North Carolina,4,557
2018,31,North Carolina,5,89
2018,31,North Carolina,6,2316
2018,31,North Carolina,7,2416
2018,31,North Carolina,8,2384
2018,31,North Carolina,9,262
2018,31,South Carolina,1,36269
2018,31,South Carolina,2,10722
2018,31,South Carolina,3,217
2018,31,South Carolina,4,142
2018,31,South Carolina,5,36
2018,31,South Carolina,6,626
2018,31,South Carolina,7,690
2018,31,South Carolina,8,1027
2018,31,South Carolina,9,89
2018,31,Virginia,1,61919
2018,31,Virginia,2,12679
2018,31,Virginia,3,263
2018,31,Virginia,4,794
2018,31,Virginia,5,104
2018,31,Virginia,6,4520
2018,31,Virginia,7,1434
2018,31,Virginia,8,2715
2018,31,Virginia,9,327
2018,31,West Virginia,1,17011
2018,31,West Virginia,2,588
2018,31,West Virginia,3,26
2018,31,West Virginia,4,25
2018,31,West Virginia,5,4
2018,31,West Virginia,6,74
2018,31,West Virginia,7,54
2018,31,West Virginia,8,263
2018,31,West Virginia,9,21
2018,32,Alabama,1,35551
2018,32,Alabama,2,10115
2018,32,Alabama,3,216
2018,32,Alabama,4,79
2018,32,Alabama,5,25
2018,32,Alabama,6,461
2018,32,Alabama,7,491
2018,32,Alabama,8,763
2018,32,Alabama,9,76
2018,32,Kentucky,1,40829
2018,32,Kentucky,2,2673
2018,32,Kentucky,3,77
2018,32,Kentucky,4,139
2018,32,Kentucky,5,32
2018,32,Kentucky,6,453
2018,32,Kentucky,7,362
2018,32,Kentucky,8,845
2018,32,Kentucky,9,65
2018,32,Mississippi,1,18365
2018,32,Mississippi,2,9665
2018,32,Mississippi,3,150
2018,32,Mississippi,4,59
2018,32,Mississippi,5,6
2018,32,Mississippi,6,247
2018,32,Mississippi,7,251
2018,32,Mississippi,8,350
2018,32,Mississippi,9,31
2018,32,Tennessee,1,56129
2018,32,Tennessee,2,8406
2018,32,Tennessee,3,139
2018,32,Tennessee,4,199
2018,32,Tennessee,5,61
2018,32,Tennessee,6,884
2018,32,Tennessee,7,779
2018,32,Tennessee,8,1237
2018,32,Tennessee,9,116
2018,33,Arkansas,1,24946
2018,33,Arkansas,2,3565
2018,33,Arkansas,3,206
2018,33,Arkansas,4,33
2018,33,Arkansas,5,9
2018,33,Arkansas,6,370
2018,33,Arkansas,7,562
2018,33,Arkansas,8,768
2018,33,Arkansas,9,44
2018,33,Louisiana,1,29442
2018,33,Louisiana,2,11583
2018,33,Louisiana,3,273
2018,33,Louisiana,4,118
2018,33,Louisiana,5,13
2018,33,Louisiana,6,643
2018,33,Louisiana,7,512
2018,33,Louisiana,8,916
2018,33,Louisiana,9,89
2018,33,Oklahoma,1,27090
2018,33,Oklahoma,2,2104
2018,33,Oklahoma,3,3822
2018,33,Oklahoma,4,59
2018,33,Oklahoma,5,16
2018,33,Oklahoma,6,542
2018,33,Oklahoma,7,793
2018,33,Oklahoma,8,3030
2018,33,Oklahoma,9,192
2018,33,Texas,1,207708
2018,33,Texas,2,25686
2018,33,Texas,3,1569
2018,33,Texas,4,2176
2018,33,Texas,5,240
2018,33,Texas,6,10311
2018,33,Texas,7,13138
2018,33,Texas,8,6633
2018,33,Texas,9,639
2018,41,Arizona,1,54192
2018,41,Arizona,2,2753
2018,41,Arizona,3,4797
2018,41,Arizona,4,469
2018,41,Arizona,5,121
2018,41,Arizona,6,1737
2018,41,Arizona,7,3356
2018,41,Arizona,8,2303
2018,41,Arizona,9,262
2018,41,Colorado,1,48664
2018,41,Colorado,2,1568
2018,41,Colorado,3,517
2018,41,Colorado,4,341
2018,41,Colorado,5,129
2018,41,Colorado,6,1267
2018,41,Colorado,7,1394
2018,41,Colorado,8,1799
2018,41,Colorado,9,249
2018,41,Idaho,1,15357
2018,41,Idaho,2,78
2018,41,Idaho,3,315
2018,41,Idaho,4,37
2018,41,Idaho,5,31
2018,41,Idaho,6,134
2018,41,Idaho,7,372
2018,41,Idaho,8,338
2018,41,Idaho,9,49
2018,41,Montana,1,9174
2018,41,Montana,2,25
2018,41,Montana,3,765
2018,41,Montana,4,16
2018,41,Montana,5,7
2018,41,Montana,6,33
2018,41,Montana,7,50
2018,41,Montana,8,255
2018,41,Montana,9,11
2018,41,Nevada,1,19542
2018,41,Nevada,2,2154
2018,41,Nevada,3,684
2018,41,Nevada,4,400
2018,41,Nevada,5,127
2018,41,Nevada,6,2018
2018,41,Nevada,7,2539
2018,41,Nevada,8,1203
2018,41,Nevada,9,260
2018,41,New Mexico,1,13513
2018,41,New Mexico,2,342
2018,41,New Mexico,3,3336
2018,41,New Mexico,4,56
2018,41,New Mexico,5,16
2018,41,New Mexico,6,237
2018,41,New Mexico,7,1171
2018,41,New Mexico,8,533
2018,41,New Mexico,9,43
2018,41,Utah,1,28200
2018,41,Utah,2,269
2018,41,Utah,3,409
2018,41,Utah,4,124
2018,41,Utah,5,59
2018,41,Utah,6,670
2018,41,Utah,7,942
2018,41,Utah,8,828
2018,41,Utah,9,102
2018,41,Wyoming,1,5141
2018,41,Wyoming,2,24
2018,41,Wyoming,3,329
2018,41,Wyoming,4,11
2018,41,Wyoming,5,10
2018,41,Wyoming,6,20
2018,41,Wyoming,7,79
2018,41,Wyoming,8,118
2018,41,Wyoming,9,8
2018,42,Alaska,1,3681
2018,42,Alaska,2,113
2018,42,Alaska,3,1990
2018,42,Alaska,4,17
2018,42,Alaska,5,5
2018,42,Alaska,6,323
2018,42,Alaska,7,65
2018,42,Alaska,8,447
2018,42,Alaska,9,70
2018,42,California,1,232609
2018,42,California,2,18238
2018,42,California,3,3722
2018,42,California,4,17105
2018,42,California,5,3111
2018,42,California,6,40249
2018,42,California,7,44243
2018,42,California,8,16763
2018,42,California,9,2777
2018,42,Hawaii,1,3495
2018,42,Hawaii,2,238
2018,42,Hawaii,3,30
2018,42,Hawaii,4,590
2018,42,Hawaii,5,1806
2018,42,Hawaii,6,4377
2018,42,Hawaii,7,149
2018,42,Hawaii,8,1752
2018,42,Hawaii,9,1963
2018,42,Oregon,1,36322
2018,42,Oregon,2,628
2018,42,Oregon,3,603
2018,42,Oregon,4,378
2018,42,Oregon,5,142
2018,42,Oregon,6,1239
2018,42,Oregon,7,961
2018,42,Oregon,8,1681
2018,42,Oregon,9,163
2018,42,Washington,1,59509
2018,42,Washington,2,2129
2018,42,Washington,3,1523
2018,42,Washington,4,1575
2018,42,Washington,5,395
2018,42,Washington,6,4517
2018,42,Washington,7,2374
2018,42,Washington,8,3588
2018,42,Washington,9,615
